iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2023_frequency
cbs,Latn,cbs_Latn,Cashinahua,a,Ll,LATIN SMALL LETTER A,322695,8,"2013,2014,2016,2017,2018,2019,2020,2023",254655,12811,7241,2821,44098,371,542,156
cbs,Latn,cbs_Latn,Cashinahua, ,Zs,SPACE,281524,8,"2013,2014,2016,2017,2018,2019,2020,2023",223422,11076,6170,2487,37333,377,507,152
cbs,Latn,cbs_Latn,Cashinahua,n,Ll,LATIN SMALL LETTER N,243164,8,"2013,2014,2016,2017,2018,2019,2020,2023",192585,9734,5409,1830,33254,142,157,53
cbs,Latn,cbs_Latn,Cashinahua,i,Ll,LATIN SMALL LETTER I,208970,8,"2013,2014,2016,2017,2018,2019,2020,2023",165858,8189,4418,1712,28180,199,315,99
cbs,Latn,cbs_Latn,Cashinahua,u,Ll,LATIN SMALL LETTER U,158788,8,"2013,2014,2016,2017,2018,2019,2020,2023",125661,6362,3359,1375,21695,110,183,43
cbs,Latn,cbs_Latn,Cashinahua,k,Ll,LATIN SMALL LETTER K,107064,8,"2013,2014,2016,2017,2018,2019,2020,2023",84698,4172,2472,921,14470,101,180,50
cbs,Latn,cbs_Latn,Cashinahua,e,Ll,LATIN SMALL LETTER E,103595,8,"2013,2014,2016,2017,2018,2019,2020,2023",81662,4194,2430,903,14082,117,170,37
cbs,Latn,cbs_Latn,Cashinahua,b,Ll,LATIN SMALL LETTER B,74201,8,"2013,2014,2016,2017,2018,2019,2020,2023",58277,2894,1568,684,10558,74,120,26
cbs,Latn,cbs_Latn,Cashinahua,s,Ll,LATIN SMALL LETTER S,68521,8,"2013,2014,2016,2017,2018,2019,2020,2023",53776,2550,1444,584,9864,105,153,45
cbs,Latn,cbs_Latn,Cashinahua,t,Ll,LATIN SMALL LETTER T,60085,8,"2013,2014,2016,2017,2018,2019,2020,2023",47039,2313,1352,543,8592,116,89,41
cbs,Latn,cbs_Latn,Cashinahua,m,Ll,LATIN SMALL LETTER M,55952,8,"2013,2014,2016,2017,2018,2019,2020,2023",43992,2088,1359,494,7838,53,94,34
cbs,Latn,cbs_Latn,Cashinahua,j,Ll,LATIN SMALL LETTER J,52751,5,"2013,2014,2016,2017,2018",41942,2167,1029,365,7248,0,0,0
cbs,Latn,cbs_Latn,Cashinahua,w,Ll,LATIN SMALL LETTER W,41221,8,"2013,2014,2016,2017,2018,2019,2020,2023",32418,1556,982,377,5705,61,88,34
cbs,Latn,cbs_Latn,Cashinahua,d,Ll,LATIN SMALL LETTER D,39143,8,"2013,2014,2016,2017,2018,2019,2020,2023",31185,1501,867,299,5217,17,51,6
cbs,Latn,cbs_Latn,Cashinahua,h,Ll,LATIN SMALL LETTER H,25285,8,"2013,2014,2016,2017,2018,2019,2020,2023",19774,922,489,379,3388,119,162,52
cbs,Latn,cbs_Latn,Cashinahua,y,Ll,LATIN SMALL LETTER Y,24496,8,"2013,2014,2016,2017,2018,2019,2020,2023",19669,979,524,205,3006,42,57,14
cbs,Latn,cbs_Latn,Cashinahua,x,Ll,LATIN SMALL LETTER X,20969,8,"2013,2014,2016,2017,2018,2019,2020,2023",16674,960,416,198,2688,18,10,5
cbs,Latn,cbs_Latn,Cashinahua,p,Ll,LATIN SMALL LETTER P,20604,8,"2013,2014,2016,2017,2018,2019,2020,2023",16256,762,461,244,2777,39,49,16
cbs,Latn,cbs_Latn,Cashinahua,c,Ll,LATIN SMALL LETTER C,17026,7,"2013,2014,2016,2017,2018,2019,2023",13329,651,352,131,2540,15,0,8
cbs,Latn,cbs_Latn,Cashinahua,o,Ll,LATIN SMALL LETTER O,16806,7,"2013,2014,2016,2017,2018,2019,2023",12822,591,349,222,2743,59,0,20
cbs,Latn,cbs_Latn,Cashinahua,J,Lu,LATIN CAPITAL LETTER J,14215,5,"2013,2014,2016,2017,2018",11427,580,273,57,1878,0,0,0
cbs,Latn,cbs_Latn,Cashinahua,",",Po,COMMA,13708,8,"2013,2014,2016,2017,2018,2019,2020,2023",10983,465,316,108,1755,26,50,5
cbs,Latn,cbs_Latn,Cashinahua,.,Po,FULL STOP,12735,8,"2013,2014,2016,2017,2018,2019,2020,2023",10049,543,315,128,1653,22,15,10
cbs,Latn,cbs_Latn,Cashinahua,D,Lu,LATIN CAPITAL LETTER D,8083,8,"2013,2014,2016,2017,2018,2019,2020,2023",6371,301,157,75,1145,5,28,1
cbs,Latn,cbs_Latn,Cashinahua,r,Ll,LATIN SMALL LETTER R,5725,8,"2013,2014,2016,2017,2018,2019,2020,2023",4315,180,137,116,852,54,53,18
cbs,Latn,cbs_Latn,Cashinahua,1,Nd,DIGIT ONE,5613,7,"2013,2014,2016,2017,2018,2019,2020",3945,251,109,55,1234,3,16,0
cbs,Latn,cbs_Latn,Cashinahua,:,Po,COLON,4347,8,"2013,2014,2016,2017,2018,2019,2020,2023",3223,189,42,41,825,9,15,3
cbs,Latn,cbs_Latn,Cashinahua,–,Pd,EN DASH,4174,5,"2013,2014,2016,2017,2018",3895,212,28,38,1,0,0,0
cbs,Latn,cbs_Latn,Cashinahua,2,Nd,DIGIT TWO,3975,6,"2013,2014,2016,2017,2018,2020",2876,174,64,28,819,0,14,0
cbs,Latn,cbs_Latn,Cashinahua,ú,Ll,LATIN SMALL LETTER U WITH ACUTE,3468,5,"2013,2014,2016,2017,2018",2875,150,29,1,413,0,0,0
cbs,Latn,cbs_Latn,Cashinahua,l,Ll,LATIN SMALL LETTER L,3434,7,"2013,2014,2016,2017,2018,2019,2023",2553,150,63,97,523,39,0,9
cbs,Latn,cbs_Latn,Cashinahua,M,Lu,LATIN CAPITAL LETTER M,2698,8,"2013,2014,2016,2017,2018,2019,2020,2023",2030,117,64,27,454,1,4,1
cbs,Latn,cbs_Latn,Cashinahua,3,Nd,DIGIT THREE,2590,6,"2013,2014,2016,2017,2018,2020",1927,138,39,19,461,0,6,0
cbs,Latn,cbs_Latn,Cashinahua,E,Lu,LATIN CAPITAL LETTER E,2516,5,"2013,2014,2016,2017,2018",2045,152,44,15,260,0,0,0
cbs,Latn,cbs_Latn,Cashinahua,4,Nd,DIGIT FOUR,1973,6,"2013,2014,2016,2017,2018,2020",1459,104,28,13,365,0,4,0
cbs,Latn,cbs_Latn,Cashinahua,P,Lu,LATIN CAPITAL LETTER P,1783,7,"2013,2014,2016,2017,2018,2019,2020",1460,61,27,41,192,1,1,0
cbs,Latn,cbs_Latn,Cashinahua,C,Lu,LATIN CAPITAL LETTER C,1635,6,"2013,2014,2016,2017,2018,2019",1229,49,56,12,286,3,0,0
cbs,Latn,cbs_Latn,Cashinahua,“,Pi,LEFT DOUBLE QUOTATION MARK,1599,8,"2013,2014,2016,2017,2018,2019,2020,2023",1335,48,28,14,149,6,17,2
cbs,Latn,cbs_Latn,Cashinahua,”,Pf,RIGHT DOUBLE QUOTATION MARK,1593,8,"2013,2014,2016,2017,2018,2019,2020,2023",1330,48,28,14,148,6,17,2
cbs,Latn,cbs_Latn,Cashinahua,5,Nd,DIGIT FIVE,1504,6,"2013,2014,2016,2017,2018,2020",1100,82,21,12,285,0,4,0
cbs,Latn,cbs_Latn,Cashinahua,N,Lu,LATIN CAPITAL LETTER N,1483,8,"2013,2014,2016,2017,2018,2019,2020,2023",1186,71,27,26,164,3,5,1
cbs,Latn,cbs_Latn,Cashinahua,I,Lu,LATIN CAPITAL LETTER I,1435,7,"2013,2014,2016,2017,2018,2019,2023",1106,56,31,12,220,9,0,1
cbs,Latn,cbs_Latn,Cashinahua,0,Nd,DIGIT ZERO,1408,6,"2013,2014,2016,2017,2018,2020",1092,77,27,21,188,0,3,0
cbs,Latn,cbs_Latn,Cashinahua,A,Lu,LATIN CAPITAL LETTER A,1336,7,"2013,2014,2016,2017,2018,2019,2023",1015,89,30,18,178,3,0,3
cbs,Latn,cbs_Latn,Cashinahua,7,Nd,DIGIT SEVEN,1317,6,"2013,2014,2016,2017,2018,2020",970,48,22,11,263,0,3,0
cbs,Latn,cbs_Latn,Cashinahua,6,Nd,DIGIT SIX,1276,6,"2013,2014,2016,2017,2018,2020",952,55,20,10,235,0,4,0
cbs,Latn,cbs_Latn,Cashinahua,8,Nd,DIGIT EIGHT,1140,6,"2013,2014,2016,2017,2018,2020",825,69,19,9,215,0,3,0
cbs,Latn,cbs_Latn,Cashinahua,¿,Po,INVERTED QUESTION MARK,1054,5,"2013,2014,2016,2017,2018",940,38,19,2,55,0,0,0
cbs,Latn,cbs_Latn,Cashinahua,?,Po,QUESTION MARK,1054,5,"2013,2014,2016,2017,2018",940,38,19,2,55,0,0,0
cbs,Latn,cbs_Latn,Cashinahua,9,Nd,DIGIT NINE,1025,7,"2013,2014,2016,2017,2018,2019,2020",770,43,19,7,182,1,3,0
cbs,Latn,cbs_Latn,Cashinahua,S,Lu,LATIN CAPITAL LETTER S,968,8,"2013,2014,2016,2017,2018,2019,2020,2023",778,32,18,23,105,7,2,3
cbs,Latn,cbs_Latn,Cashinahua,T,Lu,LATIN CAPITAL LETTER T,929,7,"2013,2014,2016,2017,2018,2019,2023",730,30,17,14,130,7,0,1
cbs,Latn,cbs_Latn,Cashinahua,é,Ll,LATIN SMALL LETTER E WITH ACUTE,921,6,"2013,2014,2016,2017,2018,2019",720,46,13,11,130,1,0,0
cbs,Latn,cbs_Latn,Cashinahua,X,Lu,LATIN CAPITAL LETTER X,833,5,"2013,2014,2016,2017,2018",677,34,14,2,106,0,0,0
cbs,Latn,cbs_Latn,Cashinahua,Y,Lu,LATIN CAPITAL LETTER Y,819,7,"2013,2014,2016,2017,2018,2019,2020",670,35,9,9,92,1,3,0
cbs,Latn,cbs_Latn,Cashinahua,í,Ll,LATIN SMALL LETTER I WITH ACUTE,689,6,"2013,2014,2016,2017,2018,2019",537,41,4,4,102,1,0,0
cbs,Latn,cbs_Latn,Cashinahua,B,Lu,LATIN CAPITAL LETTER B,683,8,"2013,2014,2016,2017,2018,2019,2020,2023",545,28,7,21,65,14,2,1
cbs,Latn,cbs_Latn,Cashinahua,v,Ll,LATIN SMALL LETTER V,587,5,"2013,2014,2016,2018,2019",472,31,16,0,67,1,0,0
cbs,Latn,cbs_Latn,Cashinahua,g,Ll,LATIN SMALL LETTER G,570,7,"2013,2014,2016,2017,2018,2019,2023",376,81,15,13,65,18,0,2
