iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2014_frequency,year_2017_frequency,year_2019_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency
obo,Latn,obo_Latn,Obo Manobo, ,Zs,SPACE,8085,6,"2014,2017,2019,2021,2022,2023",3756,123,650,1474,61,2021
obo,Latn,obo_Latn,Obo Manobo,o,Ll,LATIN SMALL LETTER O,5914,6,"2014,2017,2019,2021,2022,2023",2576,89,364,1155,34,1696
obo,Latn,obo_Latn,Obo Manobo,a,Ll,LATIN SMALL LETTER A,4248,6,"2014,2017,2019,2021,2022,2023",2016,66,343,719,24,1080
obo,Latn,obo_Latn,Obo Manobo,n,Ll,LATIN SMALL LETTER N,4220,6,"2014,2017,2019,2021,2022,2023",2086,77,235,728,29,1065
obo,Latn,obo_Latn,Obo Manobo,i,Ll,LATIN SMALL LETTER I,3063,6,"2014,2017,2019,2021,2022,2023",1584,51,266,518,19,625
obo,Latn,obo_Latn,Obo Manobo,d,Ll,LATIN SMALL LETTER D,2793,6,"2014,2017,2019,2021,2022,2023",1398,37,139,569,15,635
obo,Latn,obo_Latn,Obo Manobo,t,Ll,LATIN SMALL LETTER T,1941,6,"2014,2017,2019,2021,2022,2023",904,47,76,377,14,523
obo,Latn,obo_Latn,Obo Manobo,u,Ll,LATIN SMALL LETTER U,1676,6,"2014,2017,2019,2021,2022,2023",775,32,70,374,15,410
obo,Latn,obo_Latn,Obo Manobo,k,Ll,LATIN SMALL LETTER K,1647,6,"2014,2017,2019,2021,2022,2023",779,21,101,342,13,391
obo,Latn,obo_Latn,Obo Manobo,s,Ll,LATIN SMALL LETTER S,1606,6,"2014,2017,2019,2021,2022,2023",805,33,196,247,13,312
obo,Latn,obo_Latn,Obo Manobo,m,Ll,LATIN SMALL LETTER M,1229,6,"2014,2017,2019,2021,2022,2023",515,25,109,226,7,347
obo,Latn,obo_Latn,Obo Manobo,y,Ll,LATIN SMALL LETTER Y,1083,6,"2014,2017,2019,2021,2022,2023",423,23,97,233,8,299
