iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
nhi,Latn,nhi_Latn,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl, ,Zs,SPACE,223740,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",188751,5832,4109,2467,79,789,4587,4304,12709,113
nhi,Latn,nhi_Latn,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,i,Ll,LATIN SMALL LETTER I,199475,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",169829,5262,3566,1537,15,738,2935,3498,12008,87
nhi,Latn,nhi_Latn,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,a,Ll,LATIN SMALL LETTER A,197448,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",166956,5425,3653,1717,18,659,3349,3758,11788,125
nhi,Latn,nhi_Latn,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,n,Ll,LATIN SMALL LETTER N,155724,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",133000,4268,2804,1191,22,514,2480,2529,8868,48
nhi,Latn,nhi_Latn,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,t,Ll,LATIN SMALL LETTER T,120418,9,"2013,2014,2016,2017,2019,2021,2022,2023,2024",101783,3028,2218,1254,0,476,2006,2142,7433,78
nhi,Latn,nhi_Latn,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,o,Ll,LATIN SMALL LETTER O,117482,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",100834,3027,2211,861,9,429,2038,1715,6313,45
nhi,Latn,nhi_Latn,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,c,Ll,LATIN SMALL LETTER C,110231,9,"2013,2014,2016,2017,2019,2021,2022,2023,2024",95565,3095,2106,701,0,404,1524,605,6218,13
nhi,Latn,nhi_Latn,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,u,Ll,LATIN SMALL LETTER U,105831,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",92780,2781,1956,707,15,354,1359,248,5630,1
nhi,Latn,nhi_Latn,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,h,Ll,LATIN SMALL LETTER H,91574,9,"2013,2014,2016,2017,2019,2021,2022,2023,2024",77656,2467,1715,556,0,336,2343,1550,4904,47
nhi,Latn,nhi_Latn,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,l,Ll,LATIN SMALL LETTER L,89350,9,"2013,2014,2016,2017,2019,2021,2022,2023,2024",74313,2359,1601,978,0,384,1900,2038,5718,59
nhi,Latn,nhi_Latn,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,e,Ll,LATIN SMALL LETTER E,76649,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",62838,1925,1492,689,7,250,2701,2105,4598,44
nhi,Latn,nhi_Latn,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,m,Ll,LATIN SMALL LETTER M,51564,9,"2013,2014,2016,2017,2019,2021,2022,2023,2024",43397,1500,1008,538,0,174,858,979,3079,31
nhi,Latn,nhi_Latn,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,s,Ll,LATIN SMALL LETTER S,44993,9,"2013,2014,2016,2017,2019,2021,2022,2023,2024",37872,1281,958,136,0,150,1088,927,2557,24
nhi,Latn,nhi_Latn,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,q,Ll,LATIN SMALL LETTER Q,39142,8,"2013,2014,2016,2017,2019,2021,2022,2023",34307,1055,718,202,0,123,633,19,2085,0
