iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2017_frequency
mrv,Latn,mrv_Latn,Mangareva, ,Zs,SPACE,134,1,2017,134
mrv,Latn,mrv_Latn,Mangareva,a,Ll,LATIN SMALL LETTER A,101,1,2017,101
mrv,Latn,mrv_Latn,Mangareva,t,Ll,LATIN SMALL LETTER T,61,1,2017,61
mrv,Latn,mrv_Latn,Mangareva,e,Ll,LATIN SMALL LETTER E,49,1,2017,49
mrv,Latn,mrv_Latn,Mangareva,o,Ll,LATIN SMALL LETTER O,44,1,2017,44
mrv,Latn,mrv_Latn,Mangareva,i,Ll,LATIN SMALL LETTER I,43,1,2017,43
mrv,Latn,mrv_Latn,Mangareva,u,Ll,LATIN SMALL LETTER U,39,1,2017,39
mrv,Latn,mrv_Latn,Mangareva,m,Ll,LATIN SMALL LETTER M,23,1,2017,23
mrv,Latn,mrv_Latn,Mangareva,n,Ll,LATIN SMALL LETTER N,17,1,2017,17
mrv,Latn,mrv_Latn,Mangareva,r,Ll,LATIN SMALL LETTER R,16,1,2017,16
mrv,Latn,mrv_Latn,Mangareva,k,Ll,LATIN SMALL LETTER K,14,1,2017,14
mrv,Latn,mrv_Latn,Mangareva,g,Ll,LATIN SMALL LETTER G,12,1,2017,12
mrv,Latn,mrv_Latn,Mangareva,v,Ll,LATIN SMALL LETTER V,6,1,2017,6
mrv,Latn,mrv_Latn,Mangareva,.,Po,FULL STOP,6,1,2017,6
mrv,Latn,mrv_Latn,Mangareva,p,Ll,LATIN SMALL LETTER P,6,1,2017,6
mrv,Latn,mrv_Latn,Mangareva,I,Lu,LATIN CAPITAL LETTER I,5,1,2017,5
mrv,Latn,mrv_Latn,Mangareva,l,Ll,LATIN SMALL LETTER L,5,1,2017,5
mrv,Latn,mrv_Latn,Mangareva,B,Lu,LATIN CAPITAL LETTER B,5,1,2017,5
mrv,Latn,mrv_Latn,Mangareva,E,Lu,LATIN CAPITAL LETTER E,5,1,2017,5
mrv,Latn,mrv_Latn,Mangareva,",",Po,COMMA,5,1,2017,5
mrv,Latn,mrv_Latn,Mangareva,b,Ll,LATIN SMALL LETTER B,3,1,2017,3
mrv,Latn,mrv_Latn,Mangareva,û,Ll,LATIN SMALL LETTER U WITH CIRCUMFLEX,2,1,2017,2
mrv,Latn,mrv_Latn,Mangareva,N,Lu,LATIN CAPITAL LETTER N,2,1,2017,2
mrv,Latn,mrv_Latn,Mangareva,K,Lu,LATIN CAPITAL LETTER K,2,1,2017,2
mrv,Latn,mrv_Latn,Mangareva,s,Ll,LATIN SMALL LETTER S,2,1,2017,2
