iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
fon,Latn,fon_Latn,Fon, ,Zs,SPACE,1244893,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",2573,450,266917,100000,685780,93421,35694,22007,22194,15857
fon,Latn,fon_Latn,Fon,n,Ll,LATIN SMALL LETTER N,398431,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",907,125,87035,32639,213564,30908,11629,7953,8317,5354
fon,Latn,fon_Latn,Fon,ɔ,Ll,LATIN SMALL LETTER OPEN O,261154,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",563,35,62518,24148,131170,22112,8018,4759,4274,3557
fon,Latn,fon_Latn,Fon,e,Ll,LATIN SMALL LETTER E,242676,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",468,143,35780,13105,162536,12317,5681,5439,4895,2312
fon,Latn,fon_Latn,Fon,a,Ll,LATIN SMALL LETTER A,237214,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",502,127,46507,16686,139168,15339,6099,5005,4913,2868
fon,Latn,fon_Latn,Fon,ɛ,Ll,LATIN SMALL LETTER OPEN E,195884,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",520,27,46278,17987,97784,17172,6045,3505,3650,2916
fon,Latn,fon_Latn,Fon,l,Ll,LATIN SMALL LETTER L,170610,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",255,103,31808,12001,101600,11308,4581,3299,3510,2145
fon,Latn,fon_Latn,Fon,u,Ll,LATIN SMALL LETTER U,156440,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",284,68,29513,11503,93776,9953,3581,3262,2966,1534
fon,Latn,fon_Latn,Fon,i,Ll,LATIN SMALL LETTER I,154582,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",387,123,27918,10303,93534,9104,4061,3766,3525,1861
fon,Latn,fon_Latn,Fon,t,Ll,LATIN SMALL LETTER T,146334,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",270,95,23371,8936,93463,8497,3091,3433,3414,1764
fon,Latn,fon_Latn,Fon,o,Ll,LATIN SMALL LETTER O,140436,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",598,58,26625,9002,81480,8519,3235,4638,3976,2305
fon,Latn,fon_Latn,Fon,s,Ll,LATIN SMALL LETTER S,124274,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",169,89,15884,5605,89361,5036,2182,2458,2402,1088
fon,Latn,fon_Latn,Fon,ɖ,Ll,LATIN SMALL LETTER D WITH TAIL,119941,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",362,24,30912,11616,56115,11274,4031,1877,1917,1813
fon,Latn,fon_Latn,Fon,m,Ll,LATIN SMALL LETTER M,114441,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",193,56,24673,9083,63819,8118,2994,1842,2072,1591
fon,Latn,fon_Latn,Fon,b,Ll,LATIN SMALL LETTER B,106475,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",303,41,25220,9698,53733,8783,3227,2017,1977,1476
fon,Latn,fon_Latn,Fon,w,Ll,LATIN SMALL LETTER W,105763,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",158,23,26214,9787,51402,9270,3759,1861,1791,1498
fon,Latn,fon_Latn,Fon,k,Ll,LATIN SMALL LETTER K,96252,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",291,32,23617,9154,46677,8216,3094,1965,1906,1300
