iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2017_frequency,year_2019_frequency,year_2020_frequency,year_2022_frequency,year_2023_frequency
kyz,Latn,kyz_Latn,Kayabí, ,Zs,SPACE,185282,7,"2013,2014,2017,2019,2020,2022,2023",2446,1800,66,108913,956,43912,27189
kyz,Latn,kyz_Latn,Kayabí,a,Ll,LATIN SMALL LETTER A,150818,7,"2013,2014,2017,2019,2020,2022,2023",1611,1521,52,85542,875,36446,24771
kyz,Latn,kyz_Latn,Kayabí,e,Ll,LATIN SMALL LETTER E,140522,7,"2013,2014,2017,2019,2020,2022,2023",1596,1227,43,81218,756,33618,22064
kyz,Latn,kyz_Latn,Kayabí,',Po,APOSTROPHE,73379,7,"2013,2014,2017,2019,2020,2022,2023",956,794,23,44036,400,16609,10561
kyz,Latn,kyz_Latn,Kayabí,r,Ll,LATIN SMALL LETTER R,64393,7,"2013,2014,2017,2019,2020,2022,2023",685,606,20,36233,334,15447,11068
kyz,Latn,kyz_Latn,Kayabí,u,Ll,LATIN SMALL LETTER U,56570,7,"2013,2014,2017,2019,2020,2022,2023",702,621,21,33790,300,13015,8121
kyz,Latn,kyz_Latn,Kayabí,m,Ll,LATIN SMALL LETTER M,43666,7,"2013,2014,2017,2019,2020,2022,2023",402,282,19,25042,260,10596,7065
kyz,Latn,kyz_Latn,Kayabí,i,Ll,LATIN SMALL LETTER I,41960,7,"2013,2014,2017,2019,2020,2022,2023",534,367,16,25086,202,9501,6254
kyz,Latn,kyz_Latn,Kayabí,g,Ll,LATIN SMALL LETTER G,39963,7,"2013,2014,2017,2019,2020,2022,2023",431,465,13,23377,200,9321,6156
kyz,Latn,kyz_Latn,Kayabí,j,Ll,LATIN SMALL LETTER J,39207,7,"2013,2014,2017,2019,2020,2022,2023",492,292,12,22943,237,9156,6075
kyz,Latn,kyz_Latn,Kayabí,p,Ll,LATIN SMALL LETTER P,38011,7,"2013,2014,2017,2019,2020,2022,2023",454,311,14,23274,235,8584,5139
kyz,Latn,kyz_Latn,Kayabí,o,Ll,LATIN SMALL LETTER O,36338,7,"2013,2014,2017,2019,2020,2022,2023",398,250,7,21781,213,8687,5002
kyz,Latn,kyz_Latn,Kayabí,w,Ll,LATIN SMALL LETTER W,31835,7,"2013,2014,2017,2019,2020,2022,2023",349,299,11,18068,168,7567,5373
kyz,Latn,kyz_Latn,Kayabí,t,Ll,LATIN SMALL LETTER T,30649,7,"2013,2014,2017,2019,2020,2022,2023",367,283,13,17165,156,7729,4936
kyz,Latn,kyz_Latn,Kayabí,n,Ll,LATIN SMALL LETTER N,30037,7,"2013,2014,2017,2019,2020,2022,2023",327,270,11,17259,206,7125,4839
kyz,Latn,kyz_Latn,Kayabí,.,Po,FULL STOP,20604,7,"2013,2014,2017,2019,2020,2022,2023",253,207,7,11841,98,5084,3114
kyz,Latn,kyz_Latn,Kayabí,k,Ll,LATIN SMALL LETTER K,19201,7,"2013,2014,2017,2019,2020,2022,2023",197,195,5,11047,75,4778,2904
kyz,Latn,kyz_Latn,Kayabí,y,Ll,LATIN SMALL LETTER Y,18931,7,"2013,2014,2017,2019,2020,2022,2023",169,124,8,10664,102,4466,3398
kyz,Latn,kyz_Latn,Kayabí,ũ,Ll,LATIN SMALL LETTER U WITH TILDE,18591,7,"2013,2014,2017,2019,2020,2022,2023",196,136,11,10863,98,4284,3003
kyz,Latn,kyz_Latn,Kayabí,ã,Ll,LATIN SMALL LETTER A WITH TILDE,17245,7,"2013,2014,2017,2019,2020,2022,2023",230,171,3,10670,80,3915,2176
kyz,Latn,kyz_Latn,Kayabí,ẽ,Ll,LATIN SMALL LETTER E WITH TILDE,10583,7,"2013,2014,2017,2019,2020,2022,2023",148,50,2,6454,69,2630,1230
kyz,Latn,kyz_Latn,Kayabí,A,Lu,LATIN CAPITAL LETTER A,9050,7,"2013,2014,2017,2019,2020,2022,2023",133,76,4,5289,42,2107,1399
kyz,Latn,kyz_Latn,Kayabí,J,Lu,LATIN CAPITAL LETTER J,8152,7,"2013,2014,2017,2019,2020,2022,2023",95,132,4,4729,51,1920,1221
kyz,Latn,kyz_Latn,Kayabí,s,Ll,LATIN SMALL LETTER S,7787,6,"2013,2014,2019,2020,2022,2023",69,78,0,4281,40,1986,1333
kyz,Latn,kyz_Latn,Kayabí,f,Ll,LATIN SMALL LETTER F,6371,7,"2013,2014,2017,2019,2020,2022,2023",96,39,3,3632,39,1555,1007
kyz,Latn,kyz_Latn,Kayabí,",",Po,COMMA,4523,6,"2013,2014,2019,2020,2022,2023",61,28,0,2543,25,1162,704
kyz,Latn,kyz_Latn,Kayabí,—,Pd,EM DASH,3475,5,"2013,2014,2017,2019,2022",108,92,1,2984,0,290,0
kyz,Latn,kyz_Latn,Kayabí,1,Nd,DIGIT ONE,2367,7,"2013,2014,2017,2019,2020,2022,2023",20,21,1,1482,14,524,305
kyz,Latn,kyz_Latn,Kayabí,”,Pf,RIGHT DOUBLE QUOTATION MARK,2282,5,"2014,2019,2020,2022,2023",0,17,0,1300,27,561,377
kyz,Latn,kyz_Latn,Kayabí,“,Pi,LEFT DOUBLE QUOTATION MARK,2282,5,"2014,2019,2020,2022,2023",0,17,0,1300,27,561,377
kyz,Latn,kyz_Latn,Kayabí,M,Lu,LATIN CAPITAL LETTER M,1987,7,"2013,2014,2017,2019,2020,2022,2023",27,19,1,1164,13,430,333
kyz,Latn,kyz_Latn,Kayabí,P,Lu,LATIN CAPITAL LETTER P,1968,7,"2013,2014,2017,2019,2020,2022,2023",29,15,1,1346,10,399,168
kyz,Latn,kyz_Latn,Kayabí,N,Lu,LATIN CAPITAL LETTER N,1926,7,"2013,2014,2017,2019,2020,2022,2023",28,32,1,1099,21,410,335
kyz,Latn,kyz_Latn,Kayabí,2,Nd,DIGIT TWO,1709,6,"2013,2014,2019,2020,2022,2023",21,16,0,1157,7,319,189
kyz,Latn,kyz_Latn,Kayabí,K,Lu,LATIN CAPITAL LETTER K,1704,6,"2013,2014,2019,2020,2022,2023",13,10,0,897,1,546,237
kyz,Latn,kyz_Latn,Kayabí,:,Po,COLON,1599,7,"2013,2014,2017,2019,2020,2022,2023",32,25,1,1114,14,241,172
kyz,Latn,kyz_Latn,Kayabí,G,Lu,LATIN CAPITAL LETTER G,1335,6,"2013,2014,2019,2020,2022,2023",20,19,0,726,2,384,184
kyz,Latn,kyz_Latn,Kayabí,3,Nd,DIGIT THREE,1140,7,"2013,2014,2017,2019,2020,2022,2023",20,14,1,832,3,154,116
kyz,Latn,kyz_Latn,Kayabí,ĩ,Ll,LATIN SMALL LETTER I WITH TILDE,965,6,"2013,2014,2019,2020,2022,2023",8,11,0,607,1,232,106
kyz,Latn,kyz_Latn,Kayabí,E,Lu,LATIN CAPITAL LETTER E,901,6,"2013,2014,2019,2020,2022,2023",17,10,0,530,2,241,101
kyz,Latn,kyz_Latn,Kayabí,4,Nd,DIGIT FOUR,837,6,"2013,2014,2019,2020,2022,2023",18,15,0,604,3,132,65
kyz,Latn,kyz_Latn,Kayabí,d,Ll,LATIN SMALL LETTER D,812,5,"2013,2014,2019,2022,2023",30,12,0,506,0,158,106
kyz,Latn,kyz_Latn,Kayabí,O,Lu,LATIN CAPITAL LETTER O,801,6,"2013,2014,2019,2020,2022,2023",5,8,0,464,1,199,124
kyz,Latn,kyz_Latn,Kayabí,Y,Lu,LATIN CAPITAL LETTER Y,716,6,"2013,2014,2019,2020,2022,2023",9,10,0,380,2,182,133
kyz,Latn,kyz_Latn,Kayabí,T,Lu,LATIN CAPITAL LETTER T,651,6,"2013,2014,2019,2020,2022,2023",10,2,0,395,1,152,91
kyz,Latn,kyz_Latn,Kayabí,5,Nd,DIGIT FIVE,641,6,"2013,2014,2019,2020,2022,2023",18,8,0,432,2,117,64
