iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2015_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency
kne,Latn,kne_Latn,Kankanaey, ,Zs,SPACE,111734,8,"2015,2017,2018,2019,2020,2021,2022,2023",77,2304,209,3798,291,34229,68783,2043
kne,Latn,kne_Latn,Kankanaey,a,Ll,LATIN SMALL LETTER A,111161,8,"2015,2017,2018,2019,2020,2021,2022,2023",46,2338,223,3664,270,35658,66973,1989
kne,Latn,kne_Latn,Kankanaey,n,Ll,LATIN SMALL LETTER N,61250,8,"2015,2017,2018,2019,2020,2021,2022,2023",35,1161,101,2039,154,19609,37050,1101
kne,Latn,kne_Latn,Kankanaey,i,Ll,LATIN SMALL LETTER I,51319,8,"2015,2017,2018,2019,2020,2021,2022,2023",34,948,118,1730,119,15935,31677,758
kne,Latn,kne_Latn,Kankanaey,o,Ll,LATIN SMALL LETTER O,29704,8,"2015,2017,2018,2019,2020,2021,2022,2023",27,602,41,870,64,9453,18238,409
kne,Latn,kne_Latn,Kankanaey,d,Ll,LATIN SMALL LETTER D,28230,8,"2015,2017,2018,2019,2020,2021,2022,2023",15,586,55,852,82,9299,16891,450
kne,Latn,kne_Latn,Kankanaey,y,Ll,LATIN SMALL LETTER Y,27954,8,"2015,2017,2018,2019,2020,2021,2022,2023",14,611,56,850,62,8990,16888,483
kne,Latn,kne_Latn,Kankanaey,s,Ll,LATIN SMALL LETTER S,25570,8,"2015,2017,2018,2019,2020,2021,2022,2023",21,495,47,862,82,7733,15915,415
kne,Latn,kne_Latn,Kankanaey,e,Ll,LATIN SMALL LETTER E,24342,8,"2015,2017,2018,2019,2020,2021,2022,2023",28,524,46,836,66,7424,14946,472
kne,Latn,kne_Latn,Kankanaey,m,Ll,LATIN SMALL LETTER M,20652,8,"2015,2017,2018,2019,2020,2021,2022,2023",6,492,55,669,32,7009,11959,430
kne,Latn,kne_Latn,Kankanaey,g,Ll,LATIN SMALL LETTER G,20048,8,"2015,2017,2018,2019,2020,2021,2022,2023",14,511,43,622,38,6833,11651,336
kne,Latn,kne_Latn,Kankanaey,t,Ll,LATIN SMALL LETTER T,17142,8,"2015,2017,2018,2019,2020,2021,2022,2023",22,360,28,579,45,5193,10613,302
kne,Latn,kne_Latn,Kankanaey,k,Ll,LATIN SMALL LETTER K,16763,8,"2015,2017,2018,2019,2020,2021,2022,2023",3,361,24,496,43,5594,9887,355
kne,Latn,kne_Latn,Kankanaey,l,Ll,LATIN SMALL LETTER L,14303,8,"2015,2017,2018,2019,2020,2021,2022,2023",7,338,40,453,27,4622,8571,245
kne,Latn,kne_Latn,Kankanaey,p,Ll,LATIN SMALL LETTER P,11403,8,"2015,2017,2018,2019,2020,2021,2022,2023",10,225,35,347,36,3467,7127,156
kne,Latn,kne_Latn,Kankanaey,b,Ll,LATIN SMALL LETTER B,9830,8,"2015,2017,2018,2019,2020,2021,2022,2023",8,225,20,356,13,3147,5921,140
kne,Latn,kne_Latn,Kankanaey,w,Ll,LATIN SMALL LETTER W,6175,8,"2015,2017,2018,2019,2020,2021,2022,2023",5,135,14,253,11,1937,3694,126
kne,Latn,kne_Latn,Kankanaey,.,Po,FULL STOP,6082,8,"2015,2017,2018,2019,2020,2021,2022,2023",3,164,13,240,17,2102,3440,103
kne,Latn,kne_Latn,Kankanaey,-,Pd,HYPHEN-MINUS,5630,8,"2015,2017,2018,2019,2020,2021,2022,2023",1,148,11,157,15,1678,3498,122
kne,Latn,kne_Latn,Kankanaey,r,Ll,LATIN SMALL LETTER R,4945,8,"2015,2017,2018,2019,2020,2021,2022,2023",14,139,15,136,12,1429,3064,136
kne,Latn,kne_Latn,Kankanaey,",",Po,COMMA,4592,8,"2015,2017,2018,2019,2020,2021,2022,2023",5,79,5,185,20,1482,2750,66
kne,Latn,kne_Latn,Kankanaey,D,Lu,LATIN CAPITAL LETTER D,3597,8,"2015,2017,2018,2019,2020,2021,2022,2023",2,88,6,126,2,969,2356,48
kne,Latn,kne_Latn,Kankanaey,1,Nd,DIGIT ONE,2921,6,"2015,2017,2019,2021,2022,2023",1,42,0,100,0,741,2012,25
kne,Latn,kne_Latn,Kankanaey,u,Ll,LATIN SMALL LETTER U,2139,8,"2015,2017,2018,2019,2020,2021,2022,2023",7,106,19,119,19,467,1322,80
kne,Latn,kne_Latn,Kankanaey,S,Lu,LATIN CAPITAL LETTER S,1763,8,"2015,2017,2018,2019,2020,2021,2022,2023",1,59,1,81,11,439,1124,47
kne,Latn,kne_Latn,Kankanaey,2,Nd,DIGIT TWO,1754,6,"2017,2018,2019,2021,2022,2023",0,29,1,68,0,557,1089,10
kne,Latn,kne_Latn,Kankanaey,I,Lu,LATIN CAPITAL LETTER I,1677,7,"2017,2018,2019,2020,2021,2022,2023",0,73,4,56,3,456,1033,52
kne,Latn,kne_Latn,Kankanaey,A,Lu,LATIN CAPITAL LETTER A,1581,8,"2015,2017,2018,2019,2020,2021,2022,2023",1,87,3,61,3,397,989,40
kne,Latn,kne_Latn,Kankanaey,M,Lu,LATIN CAPITAL LETTER M,1339,7,"2015,2017,2019,2020,2021,2022,2023",1,54,0,72,1,422,748,41
kne,Latn,kne_Latn,Kankanaey,J,Lu,LATIN CAPITAL LETTER J,1217,7,"2017,2018,2019,2020,2021,2022,2023",0,16,5,76,16,148,954,2
kne,Latn,kne_Latn,Kankanaey,N,Lu,LATIN CAPITAL LETTER N,1068,7,"2017,2018,2019,2020,2021,2022,2023",0,72,3,48,3,251,658,33
kne,Latn,kne_Latn,Kankanaey,3,Nd,DIGIT THREE,1022,5,"2017,2019,2021,2022,2023",0,25,0,50,0,267,673,7
kne,Latn,kne_Latn,Kankanaey,“,Pi,LEFT DOUBLE QUOTATION MARK,807,6,"2017,2019,2020,2021,2022,2023",0,12,0,52,8,266,454,15
kne,Latn,kne_Latn,Kankanaey,E,Lu,LATIN CAPITAL LETTER E,800,6,"2017,2019,2020,2021,2022,2023",0,23,0,38,3,198,495,43
