iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2015_frequency,year_2016_frequency,year_2017_frequency,year_2019_frequency,year_2022_frequency,year_2023_frequency
mif,Latn,mif_Latn,Mofu-Gudur,a,Ll,LATIN SMALL LETTER A,425873,8,"2013,2014,2015,2016,2017,2019,2022,2023",338775,13171,168,8722,47300,407,8738,8592
mif,Latn,mif_Latn,Mofu-Gudur, ,Zs,SPACE,359061,8,"2013,2014,2015,2016,2017,2019,2022,2023",285012,10939,302,7179,40536,362,7464,7267
mif,Latn,mif_Latn,Mofu-Gudur,y,Ll,LATIN SMALL LETTER Y,85181,8,"2013,2014,2015,2016,2017,2019,2022,2023",68148,2540,44,1796,8926,108,1809,1810
mif,Latn,mif_Latn,Mofu-Gudur,e,Ll,LATIN SMALL LETTER E,84047,8,"2013,2014,2015,2016,2017,2019,2022,2023",66904,2614,7,1646,8714,135,2061,1966
mif,Latn,mif_Latn,Mofu-Gudur,m,Ll,LATIN SMALL LETTER M,76478,8,"2013,2014,2015,2016,2017,2019,2022,2023",60978,2454,75,1566,8031,93,1636,1645
mif,Latn,mif_Latn,Mofu-Gudur,ə,Ll,LATIN SMALL LETTER SCHWA,56965,7,"2013,2014,2016,2017,2019,2022,2023",45505,1753,0,1148,6198,51,1166,1144
mif,Latn,mif_Latn,Mofu-Gudur,d,Ll,LATIN SMALL LETTER D,53334,8,"2013,2014,2015,2016,2017,2019,2022,2023",42730,1488,2,1099,5816,65,1076,1058
mif,Latn,mif_Latn,Mofu-Gudur,w,Ll,LATIN SMALL LETTER W,51708,8,"2013,2014,2015,2016,2017,2019,2022,2023",41188,1589,35,899,5760,53,1168,1016
mif,Latn,mif_Latn,Mofu-Gudur,r,Ll,LATIN SMALL LETTER R,51055,8,"2013,2014,2015,2016,2017,2019,2022,2023",40291,1635,4,1033,5856,54,1041,1141
mif,Latn,mif_Latn,Mofu-Gudur,l,Ll,LATIN SMALL LETTER L,48019,8,"2013,2014,2015,2016,2017,2019,2022,2023",38264,1448,2,932,5162,74,1211,926
mif,Latn,mif_Latn,Mofu-Gudur,k,Ll,LATIN SMALL LETTER K,43839,8,"2013,2014,2015,2016,2017,2019,2022,2023",35344,1363,20,809,4472,22,924,885
mif,Latn,mif_Latn,Mofu-Gudur,n,Ll,LATIN SMALL LETTER N,39454,8,"2013,2014,2015,2016,2017,2019,2022,2023",31534,1245,3,797,4219,32,774,850
mif,Latn,mif_Latn,Mofu-Gudur,",",Po,COMMA,37788,8,"2013,2014,2015,2016,2017,2019,2022,2023",30021,1114,31,784,4455,19,719,645
mif,Latn,mif_Latn,Mofu-Gudur,g,Ll,LATIN SMALL LETTER G,35191,8,"2013,2014,2015,2016,2017,2019,2022,2023",28016,1147,3,776,3764,50,724,711
mif,Latn,mif_Latn,Mofu-Gudur,s,Ll,LATIN SMALL LETTER S,34985,8,"2013,2014,2015,2016,2017,2019,2022,2023",27683,1148,117,722,3740,43,805,727
mif,Latn,mif_Latn,Mofu-Gudur,h,Ll,LATIN SMALL LETTER H,34908,8,"2013,2014,2015,2016,2017,2019,2022,2023",27934,1093,4,765,3741,28,753,590
mif,Latn,mif_Latn,Mofu-Gudur,t,Ll,LATIN SMALL LETTER T,32673,8,"2013,2014,2015,2016,2017,2019,2022,2023",25959,1016,5,751,3524,27,723,668
mif,Latn,mif_Latn,Mofu-Gudur,ŋ,Ll,LATIN SMALL LETTER ENG,30457,7,"2013,2014,2016,2017,2019,2022,2023",24218,958,0,763,3105,43,688,682
mif,Latn,mif_Latn,Mofu-Gudur,z,Ll,LATIN SMALL LETTER Z,20417,8,"2013,2014,2015,2016,2017,2019,2022,2023",16385,583,1,416,2192,29,426,385
mif,Latn,mif_Latn,Mofu-Gudur,b,Ll,LATIN SMALL LETTER B,19999,8,"2013,2014,2015,2016,2017,2019,2022,2023",16181,579,26,381,2146,16,330,340
mif,Latn,mif_Latn,Mofu-Gudur,.,Po,FULL STOP,19111,8,"2013,2014,2015,2016,2017,2019,2022,2023",15068,588,14,402,2121,19,395,504
mif,Latn,mif_Latn,Mofu-Gudur,u,Ll,LATIN SMALL LETTER U,18385,8,"2013,2014,2015,2016,2017,2019,2022,2023",14291,581,3,344,2251,44,496,375
mif,Latn,mif_Latn,Mofu-Gudur,v,Ll,LATIN SMALL LETTER V,18183,8,"2013,2014,2015,2016,2017,2019,2022,2023",14606,498,16,336,2010,12,350,355
mif,Latn,mif_Latn,Mofu-Gudur,ɗ,Ll,LATIN SMALL LETTER D WITH HOOK,15719,7,"2013,2014,2016,2017,2019,2022,2023",12442,462,0,282,1909,9,344,271
mif,Latn,mif_Latn,Mofu-Gudur,f,Ll,LATIN SMALL LETTER F,15150,7,"2013,2014,2016,2017,2019,2022,2023",11903,447,0,294,1798,9,333,366
mif,Latn,mif_Latn,Mofu-Gudur,c,Ll,LATIN SMALL LETTER C,12132,8,"2013,2014,2015,2016,2017,2019,2022,2023",9825,388,56,228,1180,4,220,231
mif,Latn,mif_Latn,Mofu-Gudur,i,Ll,LATIN SMALL LETTER I,10889,8,"2013,2014,2015,2016,2017,2019,2022,2023",8526,342,2,287,1169,17,316,230
mif,Latn,mif_Latn,Mofu-Gudur,p,Ll,LATIN SMALL LETTER P,7602,7,"2013,2014,2016,2017,2019,2022,2023",5968,280,0,209,887,3,119,136
mif,Latn,mif_Latn,Mofu-Gudur,A,Lu,LATIN CAPITAL LETTER A,7543,8,"2013,2014,2015,2016,2017,2019,2022,2023",6000,249,5,172,811,8,155,143
mif,Latn,mif_Latn,Mofu-Gudur,G,Lu,LATIN CAPITAL LETTER G,6708,8,"2013,2014,2015,2016,2017,2019,2022,2023",5434,164,1,138,663,5,133,170
mif,Latn,mif_Latn,Mofu-Gudur,j,Ll,LATIN SMALL LETTER J,6487,8,"2013,2014,2015,2016,2017,2019,2022,2023",5137,222,1,122,690,3,142,170
mif,Latn,mif_Latn,Mofu-Gudur,Y,Lu,LATIN CAPITAL LETTER Y,5611,7,"2013,2014,2016,2017,2019,2022,2023",4182,176,0,114,857,18,135,129
mif,Latn,mif_Latn,Mofu-Gudur,1,Nd,DIGIT ONE,4849,7,"2013,2014,2016,2017,2019,2022,2023",3664,163,0,97,478,4,121,322
mif,Latn,mif_Latn,Mofu-Gudur,M,Lu,LATIN CAPITAL LETTER M,4391,8,"2013,2014,2015,2016,2017,2019,2022,2023",3439,121,1,103,471,14,106,136
mif,Latn,mif_Latn,Mofu-Gudur,-,Pd,HYPHEN-MINUS,4013,8,"2013,2014,2015,2016,2017,2019,2022,2023",3219,113,3,68,343,11,103,153
