iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
blw,Latn,blw_Latn,Balangao, ,Zs,SPACE,86897,7,"2017,2018,2019,2021,2022,2023,2024",72,23340,28741,300,30210,2545,1689
blw,Latn,blw_Latn,Balangao,a,Ll,LATIN SMALL LETTER A,85539,7,"2017,2018,2019,2021,2022,2023,2024",87,11692,32458,238,35884,3109,2071
blw,Latn,blw_Latn,Balangao,n,Ll,LATIN SMALL LETTER N,44360,7,"2017,2018,2019,2021,2022,2023,2024",50,4551,17571,58,19289,1632,1209
blw,Latn,blw_Latn,Balangao,h,Ll,LATIN SMALL LETTER H,29553,7,"2017,2018,2019,2021,2022,2023,2024",33,2993,11832,73,13098,929,595
blw,Latn,blw_Latn,Balangao,y,Ll,LATIN SMALL LETTER Y,24676,7,"2017,2018,2019,2021,2022,2023,2024",12,7926,7668,131,7800,682,457
blw,Latn,blw_Latn,Balangao,e,Ll,LATIN SMALL LETTER E,22538,7,"2017,2018,2019,2021,2022,2023,2024",14,5739,7723,96,8013,649,304
blw,Latn,blw_Latn,Balangao,t,Ll,LATIN SMALL LETTER T,21536,7,"2017,2018,2019,2021,2022,2023,2024",9,7314,6329,31,6855,591,407
blw,Latn,blw_Latn,Balangao,o,Ll,LATIN SMALL LETTER O,20032,7,"2017,2018,2019,2021,2022,2023,2024",12,9781,4534,36,4775,521,373
blw,Latn,blw_Latn,Balangao,w,Ll,LATIN SMALL LETTER W,19902,7,"2017,2018,2019,2021,2022,2023,2024",11,9995,4479,72,4709,396,240
blw,Latn,blw_Latn,Balangao,i,Ll,LATIN SMALL LETTER I,19122,7,"2017,2018,2019,2021,2022,2023,2024",16,5200,6151,76,6786,525,368
blw,Latn,blw_Latn,Balangao,m,Ll,LATIN SMALL LETTER M,17133,7,"2017,2018,2019,2021,2022,2023,2024",26,2333,6454,31,7312,630,347
blw,Latn,blw_Latn,Balangao,u,Ll,LATIN SMALL LETTER U,16330,7,"2017,2018,2019,2021,2022,2023,2024",10,5118,5275,18,5427,301,181
blw,Latn,blw_Latn,Balangao,c,Ll,LATIN SMALL LETTER C,14502,7,"2017,2018,2019,2021,2022,2023,2024",19,1448,5716,22,6474,479,344
blw,Latn,blw_Latn,Balangao,g,Ll,LATIN SMALL LETTER G,14406,7,"2017,2018,2019,2021,2022,2023,2024",13,842,5825,6,6464,709,547
blw,Latn,blw_Latn,Balangao,l,Ll,LATIN SMALL LETTER L,9899,7,"2017,2018,2019,2021,2022,2023,2024",5,4770,2427,33,2296,222,146
blw,Latn,blw_Latn,Balangao,d,Ll,LATIN SMALL LETTER D,8237,7,"2017,2018,2019,2021,2022,2023,2024",3,4311,1841,40,1893,100,49
blw,Latn,blw_Latn,Balangao,s,Ll,LATIN SMALL LETTER S,8090,7,"2017,2018,2019,2021,2022,2023,2024",2,1921,2933,21,2954,210,49
blw,Latn,blw_Latn,Balangao,r,Ll,LATIN SMALL LETTER R,7983,7,"2017,2018,2019,2021,2022,2023,2024",4,1843,2761,35,2948,250,142
blw,Latn,blw_Latn,Balangao,p,Ll,LATIN SMALL LETTER P,7605,7,"2017,2018,2019,2021,2022,2023,2024",3,738,3143,10,3412,189,110
blw,Latn,blw_Latn,Balangao,",",Po,COMMA,6450,7,"2017,2018,2019,2021,2022,2023,2024",1,3584,1329,36,1371,75,54
blw,Latn,blw_Latn,Balangao,é,Ll,LATIN SMALL LETTER E WITH ACUTE,5949,7,"2017,2018,2019,2021,2022,2023,2024",9,30,2598,7,2844,215,246
blw,Latn,blw_Latn,Balangao,f,Ll,LATIN SMALL LETTER F,5203,7,"2017,2018,2019,2021,2022,2023,2024",1,1812,1473,9,1647,129,132
blw,Latn,blw_Latn,Balangao,k,Ll,LATIN SMALL LETTER K,3924,7,"2017,2018,2019,2021,2022,2023,2024",9,233,1453,28,1908,175,118
blw,Latn,blw_Latn,Balangao,-,Pd,HYPHEN-MINUS,3818,6,"2017,2018,2019,2022,2023,2024",7,53,1684,0,1816,150,108
blw,Latn,blw_Latn,Balangao,.,Po,FULL STOP,3189,7,"2017,2018,2019,2021,2022,2023,2024",6,97,1378,2,1464,145,97
blw,Latn,blw_Latn,Balangao,à,Ll,LATIN SMALL LETTER A WITH GRAVE,2416,6,"2017,2018,2019,2022,2023,2024",4,53,1122,0,1146,38,53
blw,Latn,blw_Latn,Balangao,A,Lu,LATIN CAPITAL LETTER A,2016,7,"2017,2018,2019,2021,2022,2023,2024",1,49,927,22,869,93,55
blw,Latn,blw_Latn,Balangao,1,Nd,DIGIT ONE,1807,4,"2018,2019,2022,2023",0,601,604,0,590,12,0
blw,Latn,blw_Latn,Balangao,v,Ll,LATIN SMALL LETTER V,1716,4,"2018,2019,2022,2023",0,1664,27,0,22,3,0
blw,Latn,blw_Latn,Balangao,b,Ll,LATIN SMALL LETTER B,1440,6,"2018,2019,2021,2022,2023,2024",0,831,266,24,237,46,36
blw,Latn,blw_Latn,Balangao,2,Nd,DIGIT TWO,1233,4,"2018,2019,2022,2023",0,620,327,0,285,1,0
blw,Latn,blw_Latn,Balangao,Y,Lu,LATIN CAPITAL LETTER Y,1088,7,"2017,2018,2019,2021,2022,2023,2024",4,10,452,6,527,47,42
blw,Latn,blw_Latn,Balangao,0,Nd,DIGIT ZERO,836,4,"2018,2019,2022,2023",0,660,93,0,82,1,0
blw,Latn,blw_Latn,Balangao,J,Lu,LATIN CAPITAL LETTER J,812,4,"2018,2019,2022,2023",0,30,489,0,281,12,0
blw,Latn,blw_Latn,Balangao,8,Nd,DIGIT EIGHT,739,4,"2018,2019,2022,2023",0,530,108,0,94,7,0
