iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2023_frequency,year_2024_frequency
pbb,Latn,pbb_Latn,Páez, ,Zs,SPACE,29017,8,"2013,2017,2018,2019,2020,2021,2023,2024",1858,6969,2902,6142,691,1212,1207,8036
pbb,Latn,pbb_Latn,Páez,a,Ll,LATIN SMALL LETTER A,27585,8,"2013,2017,2018,2019,2020,2021,2023,2024",2009,6314,2599,5680,614,1308,1218,7843
pbb,Latn,pbb_Latn,Páez,e,Ll,LATIN SMALL LETTER E,16605,8,"2013,2017,2018,2019,2020,2021,2023,2024",1191,3901,1661,3419,414,732,652,4635
pbb,Latn,pbb_Latn,Páez,x,Ll,LATIN SMALL LETTER X,13355,7,"2017,2018,2019,2020,2021,2023,2024",0,3087,1374,2712,340,695,688,4459
pbb,Latn,pbb_Latn,Páez,s,Ll,LATIN SMALL LETTER S,11616,8,"2013,2017,2018,2019,2020,2021,2023,2024",667,3101,1317,2192,249,413,475,3202
pbb,Latn,pbb_Latn,Páez,t,Ll,LATIN SMALL LETTER T,10306,8,"2013,2017,2018,2019,2020,2021,2023,2024",486,2173,950,2651,271,449,518,2808
pbb,Latn,pbb_Latn,Páez,u,Ll,LATIN SMALL LETTER U,10071,8,"2013,2017,2018,2019,2020,2021,2023,2024",766,2120,978,2435,219,384,453,2716
pbb,Latn,pbb_Latn,Páez,w,Ll,LATIN SMALL LETTER W,9930,8,"2013,2017,2018,2019,2020,2021,2023,2024",649,2227,902,2020,171,443,289,3229
pbb,Latn,pbb_Latn,Páez,',Po,APOSTROPHE,9454,7,"2013,2018,2019,2020,2021,2023,2024",2008,0,3,440,240,618,631,5514
pbb,Latn,pbb_Latn,Páez,i,Ll,LATIN SMALL LETTER I,9309,8,"2013,2017,2018,2019,2020,2021,2023,2024",747,2099,879,1859,235,368,376,2746
pbb,Latn,pbb_Latn,Páez,n,Ll,LATIN SMALL LETTER N,7458,8,"2013,2017,2018,2019,2020,2021,2023,2024",618,1806,739,1793,194,322,369,1617
pbb,Latn,pbb_Latn,Páez,k,Ll,LATIN SMALL LETTER K,7116,8,"2013,2017,2018,2019,2020,2021,2023,2024",494,1481,706,1512,161,343,288,2131
pbb,Latn,pbb_Latn,Páez,y,Ll,LATIN SMALL LETTER Y,6495,8,"2013,2017,2018,2019,2020,2021,2023,2024",563,1629,602,1168,145,313,227,1848
pbb,Latn,pbb_Latn,Páez,j,Ll,LATIN SMALL LETTER J,6014,8,"2013,2017,2018,2019,2020,2021,2023,2024",148,1261,500,1511,143,277,269,1905
pbb,Latn,pbb_Latn,Páez,h,Ll,LATIN SMALL LETTER H,5903,8,"2013,2017,2018,2019,2020,2021,2023,2024",647,1504,718,1039,104,250,166,1475
pbb,Latn,pbb_Latn,Páez,p,Ll,LATIN SMALL LETTER P,4060,8,"2013,2017,2018,2019,2020,2021,2023,2024",475,923,369,680,121,170,184,1138
pbb,Latn,pbb_Latn,Páez,ˈ,Lm,MODIFIER LETTER VERTICAL LINE,3475,2,"2017,2018",0,2480,995,0,0,0,0,0
pbb,Latn,pbb_Latn,Páez,ç,Ll,LATIN SMALL LETTER C WITH CEDILLA,2932,7,"2017,2018,2019,2020,2021,2023,2024",0,804,362,5,110,201,149,1301
pbb,Latn,pbb_Latn,Páez,m,Ll,LATIN SMALL LETTER M,2554,8,"2013,2017,2018,2019,2020,2021,2023,2024",240,438,206,432,35,122,82,999
pbb,Latn,pbb_Latn,Páez,.,Po,FULL STOP,2369,8,"2013,2017,2018,2019,2020,2021,2023,2024",124,725,293,388,43,87,87,622
pbb,Latn,pbb_Latn,Páez,ã,Ll,LATIN SMALL LETTER A WITH TILDE,2056,8,"2013,2017,2018,2019,2020,2021,2023,2024",36,553,228,120,52,117,87,863
pbb,Latn,pbb_Latn,Páez,",",Po,COMMA,1880,8,"2013,2017,2018,2019,2020,2021,2023,2024",161,375,165,413,38,84,91,553
pbb,Latn,pbb_Latn,Páez,ẽ,Ll,LATIN SMALL LETTER E WITH TILDE,1580,8,"2013,2017,2018,2019,2020,2021,2023,2024",20,543,149,56,25,85,51,651
pbb,Latn,pbb_Latn,Páez,l,Ll,LATIN SMALL LETTER L,1529,8,"2013,2017,2018,2019,2020,2021,2023,2024",121,435,183,292,78,71,58,291
pbb,Latn,pbb_Latn,Páez,ũ,Ll,LATIN SMALL LETTER U WITH TILDE,1323,8,"2013,2017,2018,2019,2020,2021,2023,2024",18,474,214,59,27,54,35,442
pbb,Latn,pbb_Latn,Páez,d,Ll,LATIN SMALL LETTER D,1157,8,"2013,2017,2018,2019,2020,2021,2023,2024",60,256,112,256,52,59,49,313
