iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
bss,Latn,bss_Latn,Akoose, ,Zs,SPACE,291405,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",204824,5845,2202,29471,1828,1834,22546,12292,8747,1816
bss,Latn,bss_Latn,Akoose,n,Ll,LATIN SMALL LETTER N,104637,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",74038,2157,703,10317,643,644,8535,4486,3097,17
bss,Latn,bss_Latn,Akoose,b,Ll,LATIN SMALL LETTER B,92346,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",66101,1938,898,8780,651,303,7169,3803,2700,3
bss,Latn,bss_Latn,Akoose,é,Ll,LATIN SMALL LETTER E WITH ACUTE,89973,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",64693,1829,746,8821,292,284,6236,4084,2988,0
bss,Latn,bss_Latn,Akoose,ɛ,Ll,LATIN SMALL LETTER OPEN E,87660,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",63022,1789,524,9760,300,221,5946,3770,2328,0
bss,Latn,bss_Latn,Akoose,e,Ll,LATIN SMALL LETTER E,87393,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",59592,1780,754,8257,1138,1189,8030,3777,2863,13
bss,Latn,bss_Latn,Akoose,á,Ll,LATIN SMALL LETTER A WITH ACUTE,73815,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",50737,1496,480,7283,149,136,4655,2763,2029,4087
bss,Latn,bss_Latn,Akoose,m,Ll,LATIN SMALL LETTER M,71195,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",50468,1423,605,7437,420,302,5349,2986,2205,0
bss,Latn,bss_Latn,Akoose,d,Ll,LATIN SMALL LETTER D,64568,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",45860,1279,472,6370,411,455,5072,2712,1929,8
bss,Latn,bss_Latn,Akoose,a,Ll,LATIN SMALL LETTER A,64490,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",44854,1348,474,6571,652,586,5593,2601,1755,56
bss,Latn,bss_Latn,Akoose,́,Mn,COMBINING ACUTE ACCENT,58112,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",41787,1235,466,6244,185,154,3775,2467,1768,31
bss,Latn,bss_Latn,Akoose,l,Ll,LATIN SMALL LETTER L,36944,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",25526,691,245,3488,423,391,3608,1492,1073,7
bss,Latn,bss_Latn,Akoose,y,Ll,LATIN SMALL LETTER Y,33961,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",24034,677,254,3298,112,191,2692,1627,1070,6
bss,Latn,bss_Latn,Akoose,ɔ,Ll,LATIN SMALL LETTER OPEN O,32562,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",23740,730,283,3603,99,109,1808,1236,954,0
bss,Latn,bss_Latn,Akoose,s,Ll,LATIN SMALL LETTER S,27456,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",18543,568,160,2547,447,482,3040,1049,613,7
bss,Latn,bss_Latn,Akoose,t,Ll,LATIN SMALL LETTER T,26661,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",17607,481,182,2295,504,469,3264,1069,786,4
bss,Latn,bss_Latn,Akoose,h,Ll,LATIN SMALL LETTER H,25112,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",17055,531,241,2538,331,459,2161,922,868,6
bss,Latn,bss_Latn,Akoose,g,Ll,LATIN SMALL LETTER G,24748,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",17111,525,203,2194,278,262,2265,1059,845,6
bss,Latn,bss_Latn,Akoose,w,Ll,LATIN SMALL LETTER W,24417,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",17156,524,188,2348,178,223,1868,1127,805,0
bss,Latn,bss_Latn,Akoose,k,Ll,LATIN SMALL LETTER K,24400,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",17132,523,209,2279,140,280,1910,1186,740,1
bss,Latn,bss_Latn,Akoose,ə,Ll,LATIN SMALL LETTER SCHWA,23030,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",16432,459,220,1994,83,101,1944,1019,778,0
bss,Latn,bss_Latn,Akoose,",",Po,COMMA,21719,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",15621,396,183,2548,90,90,1261,939,572,19
bss,Latn,bss_Latn,Akoose,o,Ll,LATIN SMALL LETTER O,21303,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",13755,427,130,1978,566,577,2537,793,524,16
bss,Latn,bss_Latn,Akoose,ŋ,Ll,LATIN SMALL LETTER ENG,21231,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",15062,475,183,2130,62,58,1543,959,759,0
bss,Latn,bss_Latn,Akoose,.,Po,FULL STOP,21068,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",14411,410,122,2089,259,252,1981,847,581,116
bss,Latn,bss_Latn,Akoose,ʼ,Lm,MODIFIER LETTER APOSTROPHE,13846,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",9866,280,103,1257,103,157,959,575,546,0
bss,Latn,bss_Latn,Akoose,̄,Mn,COMBINING MACRON,12833,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",9457,240,90,1291,5,16,808,560,363,3
bss,Latn,bss_Latn,Akoose,í,Ll,LATIN SMALL LETTER I WITH ACUTE,12501,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",8992,231,83,1475,27,60,786,398,449,0
bss,Latn,bss_Latn,Akoose,p,Ll,LATIN SMALL LETTER P,12428,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",8348,232,104,1287,174,155,1258,467,401,2
bss,Latn,bss_Latn,Akoose,-,Pd,HYPHEN-MINUS,12294,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",8900,229,82,1354,16,19,769,609,312,4
bss,Latn,bss_Latn,Akoose,i,Ll,LATIN SMALL LETTER I,12082,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",7529,191,65,1068,471,439,1725,333,246,15
bss,Latn,bss_Latn,Akoose,c,Ll,LATIN SMALL LETTER C,12064,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",8062,276,95,1196,217,197,1109,462,446,4
bss,Latn,bss_Latn,Akoose,ó,Ll,LATIN SMALL LETTER O WITH ACUTE,11266,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",8029,216,81,1007,77,51,808,490,507,0
bss,Latn,bss_Latn,Akoose,u,Ll,LATIN SMALL LETTER U,10681,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",7136,199,38,1052,214,240,1146,440,212,4
bss,Latn,bss_Latn,Akoose,ē,Ll,LATIN SMALL LETTER E WITH MACRON,9734,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",7115,178,107,978,9,3,617,437,290,0
bss,Latn,bss_Latn,Akoose,ê,Ll,LATIN SMALL LETTER E WITH CIRCUMFLEX,9267,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",6633,230,66,1082,18,9,580,379,270,0
bss,Latn,bss_Latn,Akoose,ǒ,Ll,LATIN SMALL LETTER O WITH CARON,7313,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",5257,168,66,643,5,3,613,271,287,0
bss,Latn,bss_Latn,Akoose,â,Ll,LATIN SMALL LETTER A WITH CIRCUMFLEX,7070,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",4805,154,63,662,24,19,804,345,194,0
bss,Latn,bss_Latn,Akoose,N,Lu,LATIN CAPITAL LETTER N,6428,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",4539,123,40,727,18,16,453,353,158,1
bss,Latn,bss_Latn,Akoose,D,Lu,LATIN CAPITAL LETTER D,6406,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",4636,150,51,519,24,15,524,239,246,2
bss,Latn,bss_Latn,Akoose,ě,Ll,LATIN SMALL LETTER E WITH CARON,6254,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",4444,137,55,725,2,3,364,290,234,0
bss,Latn,bss_Latn,Akoose,r,Ll,LATIN SMALL LETTER R,5955,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",3177,77,23,484,377,375,1252,111,62,17
bss,Latn,bss_Latn,Akoose,ḿ,Ll,LATIN SMALL LETTER M WITH ACUTE,5944,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",4158,100,52,560,6,3,558,306,201,0
bss,Latn,bss_Latn,Akoose,ú,Ll,LATIN SMALL LETTER U WITH ACUTE,5794,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",4046,95,38,577,36,46,527,219,210,0
bss,Latn,bss_Latn,Akoose,1,Nd,DIGIT ONE,5633,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",3657,114,35,524,45,43,676,282,147,110
bss,Latn,bss_Latn,Akoose,"""",Po,QUOTATION MARK,5190,4,"2013,2014,2016,2017",4128,94,29,939,0,0,0,0,0,0
bss,Latn,bss_Latn,Akoose,̂,Mn,COMBINING CIRCUMFLEX ACCENT,4982,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",3522,110,26,490,19,11,402,249,153,0
bss,Latn,bss_Latn,Akoose,̌,Mn,COMBINING CARON,4556,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",3346,75,24,492,6,12,275,205,121,0
bss,Latn,bss_Latn,Akoose,2,Nd,DIGIT TWO,4170,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",2731,86,24,427,39,36,366,207,85,169
bss,Latn,bss_Latn,Akoose,B,Lu,LATIN CAPITAL LETTER B,4040,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",3014,86,41,411,22,11,214,149,90,2
bss,Latn,bss_Latn,Akoose,z,Ll,LATIN SMALL LETTER Z,3560,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",2607,59,25,350,18,31,169,201,98,2
bss,Latn,bss_Latn,Akoose,M,Lu,LATIN CAPITAL LETTER M,3388,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",2370,83,15,428,22,10,233,133,92,2
bss,Latn,bss_Latn,Akoose,A,Lu,LATIN CAPITAL LETTER A,3303,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",2336,81,10,358,41,41,283,85,48,20
bss,Latn,bss_Latn,Akoose,Y,Lu,LATIN CAPITAL LETTER Y,3105,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",2217,52,1,479,2,2,193,135,24,0
bss,Latn,bss_Latn,Akoose,ń,Ll,LATIN SMALL LETTER N WITH ACUTE,2902,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",2052,38,21,255,4,7,304,101,120,0
bss,Latn,bss_Latn,Akoose,3,Nd,DIGIT THREE,2836,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",1942,71,19,308,5,11,154,161,64,101
bss,Latn,bss_Latn,Akoose,ǎ,Ll,LATIN SMALL LETTER A WITH CARON,2778,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",2062,66,11,295,3,4,140,133,64,0
bss,Latn,bss_Latn,Akoose,ī,Ll,LATIN SMALL LETTER I WITH MACRON,2557,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",1852,56,11,326,8,8,145,92,59,0
bss,Latn,bss_Latn,Akoose,S,Lu,LATIN CAPITAL LETTER S,2500,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",1717,56,15,307,17,24,225,76,45,18
bss,Latn,bss_Latn,Akoose,ā,Ll,LATIN SMALL LETTER A WITH MACRON,2452,8,"2013,2014,2016,2017,2018,2021,2022,2023",1935,47,13,217,4,0,94,86,56,0
bss,Latn,bss_Latn,Akoose,K,Lu,LATIN CAPITAL LETTER K,2433,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",1626,43,6,210,1,3,379,91,73,1
bss,Latn,bss_Latn,Akoose,ǐ,Ll,LATIN SMALL LETTER I WITH CARON,2396,8,"2013,2014,2016,2017,2019,2021,2022,2023",1589,35,22,190,0,1,367,92,100,0
bss,Latn,bss_Latn,Akoose,ō,Ll,LATIN SMALL LETTER O WITH MACRON,2230,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",1708,52,23,173,5,4,101,81,83,0
bss,Latn,bss_Latn,Akoose,Á,Lu,LATIN CAPITAL LETTER A WITH ACUTE,2128,8,"2013,2014,2016,2017,2019,2021,2022,2023",1573,48,19,249,0,2,89,77,71,0
bss,Latn,bss_Latn,Akoose,E,Lu,LATIN CAPITAL LETTER E,1987,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",1351,68,18,187,27,46,176,51,56,7
bss,Latn,bss_Latn,Akoose,4,Nd,DIGIT FOUR,1968,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",1386,46,10,227,6,8,120,105,48,12
bss,Latn,bss_Latn,Akoose,5,Nd,DIGIT FIVE,1569,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",1092,40,8,174,3,5,121,78,42,6
bss,Latn,bss_Latn,Akoose,6,Nd,DIGIT SIX,1311,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",928,26,7,140,3,5,96,69,32,5
bss,Latn,bss_Latn,Akoose,?,Po,QUESTION MARK,1311,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",962,30,7,183,8,13,36,49,19,4
bss,Latn,bss_Latn,Akoose,H,Lu,LATIN CAPITAL LETTER H,1253,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",868,32,4,157,28,30,88,27,18,1
bss,Latn,bss_Latn,Akoose,7,Nd,DIGIT SEVEN,1217,9,"2013,2014,2016,2017,2019,2021,2022,2023,2024",868,24,7,130,0,8,85,61,31,3
bss,Latn,bss_Latn,Akoose,ô,Ll,LATIN SMALL LETTER O WITH CIRCUMFLEX,1178,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",834,22,24,98,1,1,91,52,55,0
bss,Latn,bss_Latn,Akoose,8,Nd,DIGIT EIGHT,1166,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",808,28,7,123,2,8,100,58,30,2
bss,Latn,bss_Latn,Akoose,P,Lu,LATIN CAPITAL LETTER P,1134,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",770,9,2,137,8,8,164,20,14,2
bss,Latn,bss_Latn,Akoose,9,Nd,DIGIT NINE,1102,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",766,24,7,118,1,1,87,62,29,7
bss,Latn,bss_Latn,Akoose,J,Lu,LATIN CAPITAL LETTER J,1098,8,"2013,2014,2016,2017,2018,2021,2022,2023",823,38,1,111,1,0,83,31,10,0
bss,Latn,bss_Latn,Akoose,0,Nd,DIGIT ZERO,1089,10,"2013,2014,2016,2017,2018,2019,2021,2022,2023,2024",748,28,7,117,1,1,85,54,29,19
bss,Latn,bss_Latn,Akoose,f,Ll,LATIN SMALL LETTER F,1069,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",229,15,7,38,166,161,427,22,4,0
bss,Latn,bss_Latn,Akoose,',Po,APOSTROPHE,953,7,"2013,2014,2016,2017,2021,2022,2023",767,46,2,127,0,0,3,2,6,0
bss,Latn,bss_Latn,Akoose,É,Lu,LATIN CAPITAL LETTER E WITH ACUTE,922,9,"2013,2014,2016,2017,2018,2019,2021,2022,2023",658,25,6,79,4,5,67,56,22,0
