iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2019_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency
chz,Latn,chz_Latn,Ozumacín Chinantec, ,Zs,SPACE,300601,8,"2013,2014,2016,2017,2019,2021,2022,2023",217966,12312,3709,32786,29310,3088,595,835
chz,Latn,chz_Latn,Ozumacín Chinantec,a,Ll,LATIN SMALL LETTER A,160550,8,"2013,2014,2016,2017,2019,2021,2022,2023",116818,6295,1993,17275,15803,1582,291,493
chz,Latn,chz_Latn,Ozumacín Chinantec,h,Ll,LATIN SMALL LETTER H,149532,8,"2013,2014,2016,2017,2019,2021,2022,2023",107572,6390,1697,16873,14726,1649,241,384
chz,Latn,chz_Latn,Ozumacín Chinantec,̱,Mn,COMBINING MACRON BELOW,121299,8,"2013,2014,2016,2017,2019,2021,2022,2023",87348,4831,1544,13285,12474,1219,280,318
chz,Latn,chz_Latn,Ozumacín Chinantec,ˉ,Lm,MODIFIER LETTER MACRON,97853,8,"2013,2014,2016,2017,2019,2021,2022,2023",70750,3944,1285,10803,9536,1018,192,325
chz,Latn,chz_Latn,Ozumacín Chinantec,e,Ll,LATIN SMALL LETTER E,76099,8,"2013,2014,2016,2017,2019,2021,2022,2023",54822,3223,984,8498,7421,764,165,222
chz,Latn,chz_Latn,Ozumacín Chinantec,ꜙ,Lm,MODIFIER LETTER DOT HORIZONTAL BAR,71374,8,"2013,2014,2016,2017,2019,2021,2022,2023",51765,2738,855,7889,7049,748,154,176
chz,Latn,chz_Latn,Ozumacín Chinantec,j,Ll,LATIN SMALL LETTER J,66570,8,"2013,2014,2016,2017,2019,2021,2022,2023",48317,2820,898,7219,6393,612,146,165
chz,Latn,chz_Latn,Ozumacín Chinantec,i,Ll,LATIN SMALL LETTER I,57766,8,"2013,2014,2016,2017,2019,2021,2022,2023",42007,2156,689,6501,5606,532,124,151
chz,Latn,chz_Latn,Ozumacín Chinantec,ˊ,Lm,MODIFIER LETTER ACUTE ACCENT,55120,8,"2013,2014,2016,2017,2019,2021,2022,2023",39911,2168,679,6188,5383,496,134,161
chz,Latn,chz_Latn,Ozumacín Chinantec,ä,Ll,LATIN SMALL LETTER A WITH DIAERESIS,53528,8,"2013,2014,2016,2017,2019,2021,2022,2023",38659,2443,575,5736,5254,678,104,79
chz,Latn,chz_Latn,Ozumacín Chinantec,n,Ll,LATIN SMALL LETTER N,49396,8,"2013,2014,2016,2017,2019,2021,2022,2023",35412,2564,494,5548,4600,565,135,78
chz,Latn,chz_Latn,Ozumacín Chinantec,ꜗ,Lm,MODIFIER LETTER DOT VERTICAL BAR,46214,8,"2013,2014,2016,2017,2019,2021,2022,2023",33498,1806,653,4969,4598,479,91,120
chz,Latn,chz_Latn,Ozumacín Chinantec,o,Ll,LATIN SMALL LETTER O,44568,8,"2013,2014,2016,2017,2019,2021,2022,2023",32427,1933,560,4902,4085,465,82,114
chz,Latn,chz_Latn,Ozumacín Chinantec,l,Ll,LATIN SMALL LETTER L,44120,8,"2013,2014,2016,2017,2019,2021,2022,2023",31707,1829,518,5121,4294,453,98,100
chz,Latn,chz_Latn,Ozumacín Chinantec,ꜘ,Lm,MODIFIER LETTER DOT SLASH,41659,8,"2013,2014,2016,2017,2019,2021,2022,2023",29987,1906,444,4647,4037,493,56,89
chz,Latn,chz_Latn,Ozumacín Chinantec,y,Ll,LATIN SMALL LETTER Y,40451,8,"2013,2014,2016,2017,2019,2021,2022,2023",29244,1323,576,4418,4257,410,94,129
chz,Latn,chz_Latn,Ozumacín Chinantec,k,Ll,LATIN SMALL LETTER K,39235,8,"2013,2014,2016,2017,2019,2021,2022,2023",28127,1502,481,4507,4033,394,72,119
chz,Latn,chz_Latn,Ozumacín Chinantec,ë,Ll,LATIN SMALL LETTER E WITH DIAERESIS,37003,8,"2013,2014,2016,2017,2019,2021,2022,2023",26755,1450,516,4091,3691,316,76,108
chz,Latn,chz_Latn,Ozumacín Chinantec,m,Ll,LATIN SMALL LETTER M,36501,8,"2013,2014,2016,2017,2019,2021,2022,2023",26386,1521,452,3894,3688,382,69,109
chz,Latn,chz_Latn,Ozumacín Chinantec,s,Ll,LATIN SMALL LETTER S,34452,8,"2013,2014,2016,2017,2019,2021,2022,2023",25396,1181,542,3320,3491,287,65,170
chz,Latn,chz_Latn,Ozumacín Chinantec,g,Ll,LATIN SMALL LETTER G,30700,8,"2013,2014,2016,2017,2019,2021,2022,2023",22583,1063,422,3225,2965,303,36,103
chz,Latn,chz_Latn,Ozumacín Chinantec,u,Ll,LATIN SMALL LETTER U,22211,8,"2013,2014,2016,2017,2019,2021,2022,2023",16308,775,328,2322,2160,220,40,58
chz,Latn,chz_Latn,Ozumacín Chinantec,ɨ,Ll,LATIN SMALL LETTER I WITH STROKE,21864,8,"2013,2014,2016,2017,2019,2021,2022,2023",15830,834,256,2312,2362,178,18,74
chz,Latn,chz_Latn,Ozumacín Chinantec,.,Po,FULL STOP,20546,8,"2013,2014,2016,2017,2019,2021,2022,2023",14706,960,228,2217,2142,200,42,51
chz,Latn,chz_Latn,Ozumacín Chinantec,ˈ,Lm,MODIFIER LETTER VERTICAL LINE,20517,8,"2013,2014,2016,2017,2019,2021,2022,2023",14850,855,265,2234,2054,182,23,54
chz,Latn,chz_Latn,Ozumacín Chinantec,d,Ll,LATIN SMALL LETTER D,18911,8,"2013,2014,2016,2017,2019,2021,2022,2023",14052,604,323,1925,1707,174,32,94
chz,Latn,chz_Latn,Ozumacín Chinantec,",",Po,COMMA,18389,8,"2013,2014,2016,2017,2019,2021,2022,2023",13501,704,237,1984,1681,197,47,38
chz,Latn,chz_Latn,Ozumacín Chinantec,t,Ll,LATIN SMALL LETTER T,15913,8,"2013,2014,2016,2017,2019,2021,2022,2023",11550,618,168,1722,1630,168,22,35
chz,Latn,chz_Latn,Ozumacín Chinantec,w,Ll,LATIN SMALL LETTER W,12815,8,"2013,2014,2016,2017,2019,2021,2022,2023",9274,525,177,1415,1261,117,9,37
chz,Latn,chz_Latn,Ozumacín Chinantec,c,Ll,LATIN SMALL LETTER C,11499,8,"2013,2014,2016,2017,2019,2021,2022,2023",8276,472,147,1209,1220,118,17,40
chz,Latn,chz_Latn,Ozumacín Chinantec,ø,Ll,LATIN SMALL LETTER O WITH STROKE,10753,8,"2013,2014,2016,2017,2019,2021,2022,2023",7689,449,92,1280,1080,108,40,15
chz,Latn,chz_Latn,Ozumacín Chinantec,ʉ,Ll,LATIN SMALL LETTER U BAR,10212,8,"2013,2014,2016,2017,2019,2021,2022,2023",7170,486,148,1177,1020,158,20,33
chz,Latn,chz_Latn,Ozumacín Chinantec,r,Ll,LATIN SMALL LETTER R,9335,8,"2013,2014,2016,2017,2019,2021,2022,2023",6784,363,92,1054,889,123,13,17
chz,Latn,chz_Latn,Ozumacín Chinantec,b,Ll,LATIN SMALL LETTER B,9095,8,"2013,2014,2016,2017,2019,2021,2022,2023",6621,388,115,1061,753,119,19,19
chz,Latn,chz_Latn,Ozumacín Chinantec,J,Lu,LATIN CAPITAL LETTER J,8634,8,"2013,2014,2016,2017,2019,2021,2022,2023",6361,320,110,725,991,78,12,37
chz,Latn,chz_Latn,Ozumacín Chinantec,H,Lu,LATIN CAPITAL LETTER H,6375,8,"2013,2014,2016,2017,2019,2021,2022,2023",4640,256,90,672,602,75,15,25
chz,Latn,chz_Latn,Ozumacín Chinantec,D,Lu,LATIN CAPITAL LETTER D,5751,8,"2013,2014,2016,2017,2019,2021,2022,2023",4209,200,73,657,525,58,19,10
chz,Latn,chz_Latn,Ozumacín Chinantec,1,Nd,DIGIT ONE,5204,8,"2013,2014,2016,2017,2019,2021,2022,2023",3560,260,57,576,665,52,13,21
chz,Latn,chz_Latn,Ozumacín Chinantec,ñ,Ll,LATIN SMALL LETTER N WITH TILDE,5189,8,"2013,2014,2016,2017,2019,2021,2022,2023",3739,210,44,562,544,59,21,10
chz,Latn,chz_Latn,Ozumacín Chinantec,ˋ,Lm,MODIFIER LETTER GRAVE ACCENT,5081,8,"2013,2014,2016,2017,2019,2021,2022,2023",3609,278,56,575,487,59,10,7
chz,Latn,chz_Latn,Ozumacín Chinantec,̃,Mn,COMBINING TILDE,5071,8,"2013,2014,2016,2017,2019,2021,2022,2023",3624,224,71,518,563,47,6,18
chz,Latn,chz_Latn,Ozumacín Chinantec,2,Nd,DIGIT TWO,3868,8,"2013,2014,2016,2017,2019,2021,2022,2023",2735,179,44,389,449,47,8,17
chz,Latn,chz_Latn,Ozumacín Chinantec,M,Lu,LATIN CAPITAL LETTER M,3655,8,"2013,2014,2016,2017,2019,2021,2022,2023",2590,168,41,339,478,25,3,11
chz,Latn,chz_Latn,Ozumacín Chinantec,:,Po,COLON,3339,8,"2013,2014,2016,2017,2019,2021,2022,2023",2408,102,50,287,443,24,2,23
chz,Latn,chz_Latn,Ozumacín Chinantec,P,Lu,LATIN CAPITAL LETTER P,2893,8,"2013,2014,2016,2017,2019,2021,2022,2023",2240,103,18,277,226,21,5,3
chz,Latn,chz_Latn,Ozumacín Chinantec,ꜚ,Lm,MODIFIER LETTER LOWER RIGHT CORNER ANGLE,2872,8,"2013,2014,2016,2017,2019,2021,2022,2023",2066,138,30,302,282,32,13,9
chz,Latn,chz_Latn,Ozumacín Chinantec,ú,Ll,LATIN SMALL LETTER U WITH ACUTE,2795,8,"2013,2014,2016,2017,2019,2021,2022,2023",2137,44,61,158,353,16,2,24
chz,Latn,chz_Latn,Ozumacín Chinantec,3,Nd,DIGIT THREE,2689,8,"2013,2014,2016,2017,2019,2021,2022,2023",1931,121,26,247,339,13,4,8
chz,Latn,chz_Latn,Ozumacín Chinantec,—,Pd,EM DASH,2657,7,"2013,2014,2016,2017,2019,2021,2023",2096,56,51,190,247,5,0,12
chz,Latn,chz_Latn,Ozumacín Chinantec,L,Lu,LATIN CAPITAL LETTER L,2516,8,"2013,2014,2016,2017,2019,2021,2022,2023",1796,127,23,291,248,19,4,8
chz,Latn,chz_Latn,Ozumacín Chinantec,p,Ll,LATIN SMALL LETTER P,2067,7,"2013,2014,2016,2017,2019,2021,2023",1582,86,29,224,124,14,0,8
chz,Latn,chz_Latn,Ozumacín Chinantec,C,Lu,LATIN CAPITAL LETTER C,1947,8,"2013,2014,2016,2017,2019,2021,2022,2023",1398,76,34,255,153,25,2,4
chz,Latn,chz_Latn,Ozumacín Chinantec,4,Nd,DIGIT FOUR,1940,8,"2013,2014,2016,2017,2019,2021,2022,2023",1405,66,24,166,261,11,3,4
chz,Latn,chz_Latn,Ozumacín Chinantec,G,Lu,LATIN CAPITAL LETTER G,1786,8,"2013,2014,2016,2017,2019,2021,2022,2023",1285,38,21,139,270,19,5,9
chz,Latn,chz_Latn,Ozumacín Chinantec,5,Nd,DIGIT FIVE,1546,8,"2013,2014,2016,2017,2019,2021,2022,2023",1101,74,17,146,188,11,2,7
chz,Latn,chz_Latn,Ozumacín Chinantec,T,Lu,LATIN CAPITAL LETTER T,1285,8,"2013,2014,2016,2017,2019,2021,2022,2023",906,104,16,122,115,17,3,2
chz,Latn,chz_Latn,Ozumacín Chinantec,S,Lu,LATIN CAPITAL LETTER S,1279,8,"2013,2014,2016,2017,2019,2021,2022,2023",968,60,16,118,97,13,2,5
chz,Latn,chz_Latn,Ozumacín Chinantec,6,Nd,DIGIT SIX,1272,8,"2013,2014,2016,2017,2019,2021,2022,2023",931,46,14,115,148,11,2,5
chz,Latn,chz_Latn,Ozumacín Chinantec,?,Po,QUESTION MARK,1221,8,"2013,2014,2016,2017,2019,2021,2022,2023",933,36,31,102,97,11,1,10
chz,Latn,chz_Latn,Ozumacín Chinantec,¿,Po,INVERTED QUESTION MARK,1220,8,"2013,2014,2016,2017,2019,2021,2022,2023",932,36,31,102,97,11,1,10
chz,Latn,chz_Latn,Ozumacín Chinantec,7,Nd,DIGIT SEVEN,1209,8,"2013,2014,2016,2017,2019,2021,2022,2023",854,47,14,123,153,10,2,6
chz,Latn,chz_Latn,Ozumacín Chinantec,N,Lu,LATIN CAPITAL LETTER N,1149,7,"2013,2014,2016,2017,2019,2021,2023",829,64,14,112,112,15,0,3
chz,Latn,chz_Latn,Ozumacín Chinantec,8,Nd,DIGIT EIGHT,1133,8,"2013,2014,2016,2017,2019,2021,2022,2023",801,53,14,109,139,10,2,5
chz,Latn,chz_Latn,Ozumacín Chinantec,9,Nd,DIGIT NINE,1065,8,"2013,2014,2016,2017,2019,2021,2022,2023",754,46,13,103,130,10,2,7
chz,Latn,chz_Latn,Ozumacín Chinantec,0,Nd,DIGIT ZERO,1045,8,"2013,2014,2016,2017,2019,2021,2022,2023",737,53,12,99,131,9,2,2
chz,Latn,chz_Latn,Ozumacín Chinantec,K,Lu,LATIN CAPITAL LETTER K,1043,8,"2013,2014,2016,2017,2019,2021,2022,2023",782,43,14,108,86,6,1,3
chz,Latn,chz_Latn,Ozumacín Chinantec,A,Lu,LATIN CAPITAL LETTER A,926,7,"2013,2014,2016,2017,2019,2021,2023",748,59,2,75,35,5,0,2
