iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2014_frequency,year_2019_frequency
ktb,Ethi,ktb_Ethi,Kambaata, ,Zs,SPACE,606,2,"2014,2019",291,315
ktb,Ethi,ktb_Ethi,Kambaata,ን,Lo,ETHIOPIC SYLLABLE NE,204,2,"2014,2019",102,102
ktb,Ethi,ktb_Ethi,Kambaata,እ,Lo,ETHIOPIC SYLLABLE GLOTTAL E,166,2,"2014,2019",83,83
ktb,Ethi,ktb_Ethi,Kambaata,።,Po,ETHIOPIC FULL STOP,110,2,"2014,2019",55,55
ktb,Ethi,ktb_Ethi,Kambaata,ሎ,Lo,ETHIOPIC SYLLABLE LO,92,2,"2014,2019",46,46
ktb,Ethi,ktb_Ethi,Kambaata,አ,Lo,ETHIOPIC SYLLABLE GLOTTAL A,52,2,"2014,2019",26,26
ktb,Ethi,ktb_Ethi,Kambaata,ዮ,Lo,ETHIOPIC SYLLABLE YO,48,2,"2014,2019",24,24
ktb,Ethi,ktb_Ethi,Kambaata,ስ,Lo,ETHIOPIC SYLLABLE SE,46,2,"2014,2019",23,23
ktb,Ethi,ktb_Ethi,Kambaata,ም,Lo,ETHIOPIC SYLLABLE ME,42,2,"2014,2019",21,21
ktb,Ethi,ktb_Ethi,Kambaata,ሰ,Lo,ETHIOPIC SYLLABLE SA,40,2,"2014,2019",20,20
ktb,Ethi,ktb_Ethi,Kambaata,ች,Lo,ETHIOPIC SYLLABLE CE,36,2,"2014,2019",18,18
ktb,Ethi,ktb_Ethi,Kambaata,ሴ,Lo,ETHIOPIC SYLLABLE SEE,35,2,"2014,2019",18,17
ktb,Ethi,ktb_Ethi,Kambaata,መ,Lo,ETHIOPIC SYLLABLE MA,35,2,"2014,2019",18,17
ktb,Ethi,ktb_Ethi,Kambaata,ብ,Lo,ETHIOPIC SYLLABLE BE,34,2,"2014,2019",17,17
ktb,Ethi,ktb_Ethi,Kambaata,ት,Lo,ETHIOPIC SYLLABLE TE,34,2,"2014,2019",17,17
ktb,Ethi,ktb_Ethi,Kambaata,ል,Lo,ETHIOPIC SYLLABLE LE,34,2,"2014,2019",17,17
