iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic, ,Zs,SPACE,528109,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",27697,4157,18126,23638,118108,59734,51679,65168,151274,8528
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܵ,Mn,SYRIAC ZQAPHA DOTTED,329567,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",14632,3737,11248,14263,62790,41384,36422,41102,97775,6214
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܐ,Lo,SYRIAC LETTER ALAPH,294492,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",12557,2799,11231,12967,58423,35560,32546,36452,86494,5463
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܘ,Lo,SYRIAC LETTER WAW,204125,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",10524,2264,7531,7844,37981,21736,20902,26806,64751,3786
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܲ,Mn,SYRIAC PTHAHA DOTTED,197626,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",13094,1816,5700,8023,28657,19517,16433,30960,70785,2641
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܝ,Lo,SYRIAC LETTER YUDH,191182,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",10104,1866,7751,7541,38332,21693,21276,23685,55257,3677
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܼ,Mn,SYRIAC HBASA-ESASA DOTTED,185129,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",6047,1494,6657,7035,40360,21723,18836,30668,49356,2953
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܢ,Lo,SYRIAC LETTER NUN,153438,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",7972,1857,4896,5801,25724,16295,16383,21031,50772,2707
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܠ,Lo,SYRIAC LETTER LAMADH,139746,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",7796,1147,4749,5568,27241,15446,12703,18546,44217,2333
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܕ,Lo,SYRIAC LETTER DALATH,128453,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",5951,1488,4717,5161,23330,14648,14839,17066,38923,2330
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܡ,Lo,SYRIAC LETTER MIM,123685,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",7334,1136,4442,4639,21904,12838,11733,16793,40901,1965
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܬ,Lo,SYRIAC LETTER TAW,115745,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",5577,1386,4190,4594,20155,13314,14156,14534,35558,2281
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܒ,Lo,SYRIAC LETTER BETH,100720,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",5611,830,3723,3979,18390,10679,9556,13631,32657,1664
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܸ,Mn,SYRIAC DOTTED ZLAMA HORIZONTAL,98578,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",5648,741,3143,5293,19824,13473,7615,12111,29382,1348
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܪ,Lo,SYRIAC LETTER RISH,95955,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",5595,674,3748,3956,16529,9787,8344,13705,32051,1566
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܗ,Lo,SYRIAC LETTER HE,94791,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",4504,580,3403,4502,21636,10673,7728,12989,27270,1506
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܹ,Mn,SYRIAC DOTTED ZLAMA ANGULAR,85962,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",3989,842,2906,2759,16694,7414,9721,12530,27141,1966
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܟ,Lo,SYRIAC LETTER KAPH,59449,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",3974,624,1929,2238,10623,6094,5568,8342,19075,982
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܫ,Lo,SYRIAC LETTER SHIN,55482,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",2540,457,2158,2381,11089,6212,5864,7476,16324,981
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܚ,Lo,SYRIAC LETTER HETH,54789,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",2322,687,1992,2488,9718,6971,6816,7043,15747,1005
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܥ,Lo,SYRIAC LETTER E,50840,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",3502,448,1666,1818,8198,4642,4339,7397,18081,749
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܿ,Mn,SYRIAC RWAHA,50378,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1881,850,992,1208,8504,4695,5754,8316,17160,1018
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,̈,Mn,COMBINING DIAERESIS,49759,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",2928,513,1882,1745,8565,5518,6018,6747,14810,1033
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,̣,Mn,COMBINING DOT BELOW,39767,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",5825,6,1096,3268,3046,3115,857,4856,17638,60
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܩ,Lo,SYRIAC LETTER QAPH,39004,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1928,544,1439,1735,6721,4715,4194,5088,11899,741
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܦ,Lo,SYRIAC LETTER PE,38084,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1801,448,1361,1377,7098,4609,4643,4770,11257,720
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,:,Po,COLON,35792,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",366,19,340,963,4410,2385,1795,4077,21257,180
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,.,Po,FULL STOP,34898,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",5136,261,892,963,7338,3087,2968,2389,11389,475
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,݂,Mn,SYRIAC RUKKAKHA,32155,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",2677,469,967,324,3115,2165,2873,2774,15886,905
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܣ,Lo,SYRIAC LETTER SEMKATH,24687,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1349,274,1003,1091,4097,2832,3023,3118,7469,431
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܓ,Lo,SYRIAC LETTER GAMAL,24078,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",878,170,1065,1125,4841,2939,2716,3229,6580,535
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ا,Lo,ARABIC LETTER ALEF,23871,7,"2017,2018,2019,2020,2021,2022,2023",0,0,247,2221,14993,3353,2177,424,456,0
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,̇,Mn,COMBINING DOT ABOVE,21552,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",3080,20,766,1027,3580,1561,1139,1944,8259,176
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܛ,Lo,SYRIAC LETTER TETH,19655,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1328,195,700,536,3232,2110,2379,2889,5961,325
aii,Syrc,aii_Syrc,Assyrian Neo-Aramaic,ܙ,Lo,SYRIAC LETTER ZAIN,16827,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",905,152,499,818,3475,2039,1459,2378,4799,303
