iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
lgg,Latn,lgg_Latn,Lugbara, ,Zs,SPACE,333051,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",1261,179529,2941,102106,19620,807,1307,4636,15517,3123,2204
lgg,Latn,lgg_Latn,Lugbara,i,Ll,LATIN SMALL LETTER I,224899,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",871,129905,2146,68649,13005,581,275,1426,5524,976,1541
lgg,Latn,lgg_Latn,Lugbara,a,Ll,LATIN SMALL LETTER A,173975,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",593,94948,1485,54405,10273,419,251,1436,7756,1205,1204
lgg,Latn,lgg_Latn,Lugbara,e,Ll,LATIN SMALL LETTER E,91703,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",318,52986,957,24802,4988,231,201,784,5295,643,498
lgg,Latn,lgg_Latn,Lugbara,n,Ll,LATIN SMALL LETTER N,80566,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",321,42676,690,25195,4800,183,324,1082,4062,697,536
lgg,Latn,lgg_Latn,Lugbara,r,Ll,LATIN SMALL LETTER R,77838,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",275,45752,764,21269,4139,197,339,1225,2541,707,630
lgg,Latn,lgg_Latn,Lugbara,o,Ll,LATIN SMALL LETTER O,58815,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",203,32191,606,18016,3454,146,134,537,2582,481,465
lgg,Latn,lgg_Latn,Lugbara,d,Ll,LATIN SMALL LETTER D,50128,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",154,25787,420,16354,2841,115,221,752,2615,494,375
lgg,Latn,lgg_Latn,Lugbara,u,Ll,LATIN SMALL LETTER U,48210,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",311,16197,250,22506,4391,191,123,690,2521,435,595
lgg,Latn,lgg_Latn,Lugbara,m,Ll,LATIN SMALL LETTER M,44848,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",159,25889,449,12320,2273,115,115,573,2263,433,259
lgg,Latn,lgg_Latn,Lugbara,y,Ll,LATIN SMALL LETTER Y,38556,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",97,22558,374,11131,2162,55,144,488,1115,281,151
lgg,Latn,lgg_Latn,Lugbara,',Po,APOSTROPHE,33036,9,"2013,2014,2016,2017,2018,2019,2020,2022,2023",132,31216,535,634,11,50,39,0,1,418,0
