iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
kwf,Latn,kwf_Latn,Kwara'ae,a,Ll,LATIN SMALL LETTER A,162916,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",3549,138,4979,491,3685,432,38693,24037,412,86500
kwf,Latn,kwf_Latn,Kwara'ae, ,Zs,SPACE,148506,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",2973,153,4589,542,3397,880,34983,21440,395,79154
kwf,Latn,kwf_Latn,Kwara'ae,i,Ll,LATIN SMALL LETTER I,62249,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",1314,66,1978,245,1295,64,14747,9202,183,33155
kwf,Latn,kwf_Latn,Kwara'ae,n,Ll,LATIN SMALL LETTER N,54966,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",1074,56,1715,201,1148,96,13153,7882,141,29500
kwf,Latn,kwf_Latn,Kwara'ae,Ꞌ,Lu,LATIN CAPITAL LETTER SALTILLO,45975,5,"2019,2021,2022,2023,2024",0,0,0,0,356,0,11956,7434,111,26118
kwf,Latn,kwf_Latn,Kwara'ae,e,Ll,LATIN SMALL LETTER E,34983,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",625,63,1062,199,772,112,8521,4958,99,18572
kwf,Latn,kwf_Latn,Kwara'ae,u,Ll,LATIN SMALL LETTER U,32886,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",643,52,1098,137,647,144,7835,4462,80,17788
kwf,Latn,kwf_Latn,Kwara'ae,k,Ll,LATIN SMALL LETTER K,31927,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",598,36,882,75,709,48,7411,4919,109,17140
kwf,Latn,kwf_Latn,Kwara'ae,o,Ll,LATIN SMALL LETTER O,27278,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",663,39,1008,201,620,128,6653,4118,96,13752
kwf,Latn,kwf_Latn,Kwara'ae,s,Ll,LATIN SMALL LETTER S,21645,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",376,33,557,146,547,192,5551,2913,52,11278
kwf,Latn,kwf_Latn,Kwara'ae,l,Ll,LATIN SMALL LETTER L,18689,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",404,33,546,177,423,64,4633,2859,72,9478
kwf,Latn,kwf_Latn,Kwara'ae,r,Ll,LATIN SMALL LETTER R,18041,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",427,30,457,135,421,48,4177,2581,60,9705
kwf,Latn,kwf_Latn,Kwara'ae,f,Ll,LATIN SMALL LETTER F,17665,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",400,20,814,55,359,48,4269,2587,39,9074
kwf,Latn,kwf_Latn,Kwara'ae,m,Ll,LATIN SMALL LETTER M,17360,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",532,11,805,49,396,64,4081,2718,40,8664
kwf,Latn,kwf_Latn,Kwara'ae,t,Ll,LATIN SMALL LETTER T,15050,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",474,34,653,130,295,64,3514,2125,53,7708
kwf,Latn,kwf_Latn,Kwara'ae,g,Ll,LATIN SMALL LETTER G,14219,9,"2013,2014,2016,2017,2019,2021,2022,2023,2024",75,14,490,70,269,0,3541,2196,43,7521
kwf,Latn,kwf_Latn,Kwara'ae,",",Po,COMMA,9174,8,"2013,2016,2017,2019,2021,2022,2023,2024",229,0,114,10,199,0,1841,1297,24,5460
kwf,Latn,kwf_Latn,Kwara'ae,d,Ll,LATIN SMALL LETTER D,7666,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",228,10,176,66,181,208,1900,1106,22,3769
kwf,Latn,kwf_Latn,Kwara'ae,w,Ll,LATIN SMALL LETTER W,6909,9,"2013,2014,2016,2017,2019,2021,2022,2023,2024",63,8,231,49,108,0,1575,1034,18,3823
kwf,Latn,kwf_Latn,Kwara'ae,.,Po,FULL STOP,6774,9,"2013,2014,2016,2017,2019,2021,2022,2023,2024",199,1,508,15,167,0,1526,966,23,3369
kwf,Latn,kwf_Latn,Kwara'ae,b,Ll,LATIN SMALL LETTER B,4404,9,"2013,2014,2016,2017,2019,2021,2022,2023,2024",100,9,216,37,102,0,1019,642,20,2259
kwf,Latn,kwf_Latn,Kwara'ae,M,Lu,LATIN CAPITAL LETTER M,3550,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",28,1,91,9,105,16,675,450,5,2170
kwf,Latn,kwf_Latn,Kwara'ae,1,Nd,DIGIT ONE,2308,8,"2013,2014,2016,2017,2019,2021,2022,2024",31,1,1,3,44,0,719,313,0,1196
kwf,Latn,kwf_Latn,Kwara'ae,N,Lu,LATIN CAPITAL LETTER N,2273,8,"2013,2016,2017,2019,2021,2022,2023,2024",48,0,177,6,53,0,615,240,4,1130
kwf,Latn,kwf_Latn,Kwara'ae,J,Lu,LATIN CAPITAL LETTER J,2211,8,"2013,2014,2016,2017,2019,2021,2022,2024",13,1,37,5,79,0,569,161,0,1346
kwf,Latn,kwf_Latn,Kwara'ae,G,Lu,LATIN CAPITAL LETTER G,1957,8,"2013,2016,2017,2019,2021,2022,2023,2024",32,0,91,5,45,0,706,315,1,762
kwf,Latn,kwf_Latn,Kwara'ae,A,Lu,LATIN CAPITAL LETTER A,1656,8,"2013,2016,2017,2019,2021,2022,2023,2024",117,0,364,15,40,0,340,218,4,558
kwf,Latn,kwf_Latn,Kwara'ae,2,Nd,DIGIT TWO,1614,8,"2013,2014,2016,2017,2019,2021,2022,2024",20,2,3,2,37,0,386,190,0,974
kwf,Latn,kwf_Latn,Kwara'ae,’,Pf,RIGHT SINGLE QUOTATION MARK,1414,5,"2016,2021,2022,2023,2024",0,0,1263,0,0,0,18,15,4,114
kwf,Latn,kwf_Latn,Kwara'ae,S,Lu,LATIN CAPITAL LETTER S,1301,8,"2013,2016,2017,2019,2021,2022,2023,2024",54,0,44,5,40,0,342,154,2,660
kwf,Latn,kwf_Latn,Kwara'ae,h,Ll,LATIN SMALL LETTER H,1144,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",33,8,58,71,26,96,349,96,7,400
kwf,Latn,kwf_Latn,Kwara'ae,3,Nd,DIGIT THREE,1087,8,"2013,2014,2016,2017,2019,2021,2022,2024",10,4,2,2,23,0,227,112,0,707
kwf,Latn,kwf_Latn,Kwara'ae,“,Pi,LEFT DOUBLE QUOTATION MARK,1039,6,"2016,2019,2021,2022,2023,2024",0,0,4,0,11,0,134,75,3,812
kwf,Latn,kwf_Latn,Kwara'ae,K,Lu,LATIN CAPITAL LETTER K,1039,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",43,2,105,21,15,16,278,124,3,432
kwf,Latn,kwf_Latn,Kwara'ae,',Po,APOSTROPHE,1021,5,"2013,2014,2016,2017,2019",224,37,2,80,678,0,0,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,”,Pf,RIGHT DOUBLE QUOTATION MARK,955,6,"2016,2019,2021,2022,2023,2024",0,0,4,0,11,0,124,66,3,747
kwf,Latn,kwf_Latn,Kwara'ae,4,Nd,DIGIT FOUR,850,5,"2013,2019,2021,2022,2024",6,0,0,0,17,0,205,80,0,542
kwf,Latn,kwf_Latn,Kwara'ae,:,Po,COLON,675,7,"2013,2016,2019,2021,2022,2023,2024",13,0,11,0,4,0,324,40,1,282
kwf,Latn,kwf_Latn,Kwara'ae,5,Nd,DIGIT FIVE,669,6,"2013,2017,2019,2021,2022,2024",7,0,0,2,10,0,154,81,0,415
kwf,Latn,kwf_Latn,Kwara'ae,‘,Pi,LEFT SINGLE QUOTATION MARK,631,5,"2016,2021,2022,2023,2024",0,0,482,0,0,0,18,15,2,114
kwf,Latn,kwf_Latn,Kwara'ae,6,Nd,DIGIT SIX,568,6,"2013,2017,2019,2021,2022,2024",4,0,0,2,8,0,127,66,0,361
kwf,Latn,kwf_Latn,Kwara'ae,F,Lu,LATIN CAPITAL LETTER F,563,8,"2013,2014,2016,2017,2019,2021,2022,2024",31,1,76,12,4,0,183,63,0,193
kwf,Latn,kwf_Latn,Kwara'ae,C,Lu,LATIN CAPITAL LETTER C,550,8,"2013,2016,2017,2019,2021,2022,2023,2024",22,0,36,3,7,0,261,72,1,148
kwf,Latn,kwf_Latn,Kwara'ae,L,Lu,LATIN CAPITAL LETTER L,491,8,"2013,2016,2017,2019,2021,2022,2023,2024",55,0,32,6,4,0,124,48,1,221
kwf,Latn,kwf_Latn,Kwara'ae,B,Lu,LATIN CAPITAL LETTER B,482,8,"2013,2016,2017,2019,2021,2022,2023,2024",14,0,28,9,12,0,83,77,5,254
kwf,Latn,kwf_Latn,Kwara'ae,7,Nd,DIGIT SEVEN,476,5,"2013,2019,2021,2022,2024",3,0,0,0,9,0,117,67,0,280
kwf,Latn,kwf_Latn,Kwara'ae,8,Nd,DIGIT EIGHT,475,6,"2013,2017,2019,2021,2022,2024",6,0,0,1,9,0,120,62,0,277
kwf,Latn,kwf_Latn,Kwara'ae,-,Pd,HYPHEN-MINUS,464,8,"2013,2014,2017,2019,2021,2022,2023,2024",45,4,0,9,1,0,111,16,1,277
kwf,Latn,kwf_Latn,Kwara'ae,O,Lu,LATIN CAPITAL LETTER O,457,7,"2013,2016,2017,2019,2021,2022,2024",80,0,62,3,4,0,67,66,0,175
kwf,Latn,kwf_Latn,Kwara'ae,0,Nd,DIGIT ZERO,454,7,"2013,2016,2017,2019,2021,2022,2024",7,0,4,4,9,0,116,52,0,262
kwf,Latn,kwf_Latn,Kwara'ae,9,Nd,DIGIT NINE,439,5,"2013,2019,2021,2022,2024",3,0,0,0,9,0,109,51,0,267
kwf,Latn,kwf_Latn,Kwara'ae,I,Lu,LATIN CAPITAL LETTER I,391,10,"2013,2014,2016,2017,2019,2020,2021,2022,2023,2024",11,1,80,7,18,16,81,44,9,124
kwf,Latn,kwf_Latn,Kwara'ae,P,Lu,LATIN CAPITAL LETTER P,381,8,"2013,2014,2016,2017,2019,2021,2022,2024",16,1,7,4,2,0,161,64,0,126
kwf,Latn,kwf_Latn,Kwara'ae,T,Lu,LATIN CAPITAL LETTER T,375,8,"2013,2016,2017,2019,2021,2022,2023,2024",17,0,44,10,7,0,91,61,1,144
kwf,Latn,kwf_Latn,Kwara'ae,p,Ll,LATIN SMALL LETTER P,358,9,"2013,2014,2016,2017,2019,2021,2022,2023,2024",16,9,36,39,4,0,56,88,3,107
kwf,Latn,kwf_Latn,Kwara'ae,?,Po,QUESTION MARK,317,6,"2013,2016,2019,2021,2022,2024",3,0,2,0,3,0,26,18,0,265
kwf,Latn,kwf_Latn,Kwara'ae,U,Lu,LATIN CAPITAL LETTER U,307,7,"2013,2016,2017,2019,2021,2022,2024",7,0,86,1,6,0,37,28,0,142
kwf,Latn,kwf_Latn,Kwara'ae,D,Lu,LATIN CAPITAL LETTER D,288,7,"2013,2016,2017,2019,2021,2022,2024",10,0,22,2,8,0,40,37,0,169
kwf,Latn,kwf_Latn,Kwara'ae,!,Po,EXCLAMATION MARK,283,6,"2013,2019,2021,2022,2023,2024",3,0,0,0,8,0,37,28,1,206
kwf,Latn,kwf_Latn,Kwara'ae,;,Po,SEMICOLON,215,5,"2013,2016,2021,2022,2024",35,0,18,0,0,0,26,7,0,129
kwf,Latn,kwf_Latn,Kwara'ae,R,Lu,LATIN CAPITAL LETTER R,195,9,"2013,2014,2016,2017,2019,2021,2022,2023,2024",16,1,21,1,9,0,54,16,2,75
kwf,Latn,kwf_Latn,Kwara'ae,),Pe,RIGHT PARENTHESIS,168,5,"2016,2019,2021,2022,2024",0,0,4,0,2,0,27,4,0,131
kwf,Latn,kwf_Latn,Kwara'ae,(,Ps,LEFT PARENTHESIS,168,5,"2016,2019,2021,2022,2024",0,0,4,0,2,0,27,4,0,131
kwf,Latn,kwf_Latn,Kwara'ae,E,Lu,LATIN CAPITAL LETTER E,167,8,"2013,2014,2016,2017,2019,2021,2022,2024",8,1,35,5,11,0,52,39,0,16
kwf,Latn,kwf_Latn,Kwara'ae,v,Ll,LATIN SMALL LETTER V,163,9,"2013,2014,2016,2017,2019,2020,2021,2022,2024",6,9,5,23,6,80,11,7,0,16
kwf,Latn,kwf_Latn,Kwara'ae,y,Ll,LATIN SMALL LETTER Y,132,8,"2013,2014,2016,2017,2019,2021,2023,2024",7,2,42,12,7,0,13,0,5,44
kwf,Latn,kwf_Latn,Kwara'ae,j,Ll,LATIN SMALL LETTER J,118,9,"2013,2014,2016,2017,2019,2020,2021,2022,2024",2,1,6,1,2,64,9,23,0,10
kwf,Latn,kwf_Latn,Kwara'ae,c,Ll,LATIN SMALL LETTER C,114,8,"2013,2014,2016,2017,2021,2022,2023,2024",10,5,27,42,0,0,16,2,8,4
kwf,Latn,kwf_Latn,Kwara'ae,_,Pc,LOW LINE,100,1,2013,100,0,0,0,0,0,0,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,&,Po,AMPERSAND,92,2,"2016,2021",0,0,2,0,0,0,90,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,—,Pd,EM DASH,76,3,"2016,2021,2024",0,0,8,0,0,0,67,0,0,1
kwf,Latn,kwf_Latn,Kwara'ae,H,Lu,LATIN CAPITAL LETTER H,58,8,"2013,2016,2017,2019,2021,2022,2023,2024",2,0,4,4,4,0,6,5,1,32
kwf,Latn,kwf_Latn,Kwara'ae,✡,So,STAR OF DAVID,48,2,"2021,2022",0,0,0,0,0,0,28,20,0,0
kwf,Latn,kwf_Latn,Kwara'ae,|,Sm,VERTICAL LINE,46,2,"2016,2017",0,0,40,6,0,0,0,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,q,Ll,LATIN SMALL LETTER Q,46,1,2013,46,0,0,0,0,0,0,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,"""",Po,QUOTATION MARK,38,2,"2017,2019",0,0,0,4,34,0,0,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,V,Lu,LATIN CAPITAL LETTER V,35,3,"2013,2016,2017",2,0,32,1,0,0,0,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,W,Lu,LATIN CAPITAL LETTER W,28,4,"2014,2016,2017,2021",0,3,14,8,0,0,3,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,*,Po,ASTERISK,15,3,"2021,2022,2023",0,0,0,0,0,0,7,6,2,0
kwf,Latn,kwf_Latn,Kwara'ae,ʹ,Lm,MODIFIER LETTER PRIME,15,1,2017,0,0,0,15,0,0,0,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,],Pe,RIGHT SQUARE BRACKET,11,1,2013,11,0,0,0,0,0,0,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,[,Ps,LEFT SQUARE BRACKET,11,1,2013,11,0,0,0,0,0,0,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,x,Ll,LATIN SMALL LETTER X,8,3,"2014,2016,2017",0,3,3,2,0,0,0,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,Q,Lu,LATIN CAPITAL LETTER Q,6,1,2013,6,0,0,0,0,0,0,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,z,Ll,LATIN SMALL LETTER Z,6,3,"2013,2017,2023",1,0,0,2,0,0,0,0,3,0
kwf,Latn,kwf_Latn,Kwara'ae,#,Po,NUMBER SIGN,6,1,2021,0,0,0,0,0,0,6,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,+,Sm,PLUS SIGN,3,1,2019,0,0,0,0,3,0,0,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,†,Po,DAGGER,3,2,"2021,2022",0,0,0,0,0,0,2,1,0,0
kwf,Latn,kwf_Latn,Kwara'ae,^,Sk,CIRCUMFLEX ACCENT,1,1,2021,0,0,0,0,0,0,1,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,‡,Po,DOUBLE DAGGER,1,1,2021,0,0,0,0,0,0,1,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,ʼ,Lm,MODIFIER LETTER APOSTROPHE,1,1,2017,0,0,0,1,0,0,0,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,Z,Lu,LATIN CAPITAL LETTER Z,1,1,2020,0,0,0,0,0,1,0,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,/,Po,SOLIDUS,1,1,2013,1,0,0,0,0,0,0,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,¶,Po,PILCROW SIGN,1,1,2013,1,0,0,0,0,0,0,0,0,0
kwf,Latn,kwf_Latn,Kwara'ae,̕,Mn,COMBINING COMMA ABOVE RIGHT,1,1,2023,0,0,0,0,0,0,0,0,1,0
