iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2022_frequency,year_2023_frequency
kjs,Latn,kjs_Latn,East Kewa,a,Ll,LATIN SMALL LETTER A,235903,6,"2013,2018,2019,2020,2022,2023",1993,228454,86,48,1657,3665
kjs,Latn,kjs_Latn,East Kewa, ,Zs,SPACE,229967,6,"2013,2018,2019,2020,2022,2023",1717,223273,95,48,1478,3356
kjs,Latn,kjs_Latn,East Kewa,e,Ll,LATIN SMALL LETTER E,119472,6,"2013,2018,2019,2020,2022,2023",828,115971,36,21,784,1832
kjs,Latn,kjs_Latn,East Kewa,i,Ll,LATIN SMALL LETTER I,102233,6,"2013,2018,2019,2020,2022,2023",870,99265,28,18,574,1478
kjs,Latn,kjs_Latn,East Kewa,o,Ll,LATIN SMALL LETTER O,73469,6,"2013,2018,2019,2020,2022,2023",507,71141,65,21,552,1183
kjs,Latn,kjs_Latn,East Kewa,r,Ll,LATIN SMALL LETTER R,71625,6,"2013,2018,2019,2020,2022,2023",533,69544,43,26,461,1018
kjs,Latn,kjs_Latn,East Kewa,n,Ll,LATIN SMALL LETTER N,70164,6,"2013,2018,2019,2020,2022,2023",522,68044,34,8,465,1091
kjs,Latn,kjs_Latn,East Kewa,m,Ll,LATIN SMALL LETTER M,68712,6,"2013,2018,2019,2020,2022,2023",472,66633,18,11,454,1124
kjs,Latn,kjs_Latn,East Kewa,p,Ll,LATIN SMALL LETTER P,68562,6,"2013,2018,2019,2020,2022,2023",566,66231,8,24,502,1231
kjs,Latn,kjs_Latn,East Kewa,l,Ll,LATIN SMALL LETTER L,59226,6,"2013,2018,2019,2020,2022,2023",478,57369,41,7,403,928
kjs,Latn,kjs_Latn,East Kewa,u,Ll,LATIN SMALL LETTER U,57138,6,"2013,2018,2019,2020,2022,2023",500,55158,2,34,462,982
kjs,Latn,kjs_Latn,East Kewa,s,Ll,LATIN SMALL LETTER S,37868,6,"2013,2018,2019,2020,2022,2023",217,37102,25,15,146,363
kjs,Latn,kjs_Latn,East Kewa,d,Ll,LATIN SMALL LETTER D,26747,6,"2013,2018,2019,2020,2022,2023",202,26027,27,16,161,314
kjs,Latn,kjs_Latn,East Kewa,k,Ll,LATIN SMALL LETTER K,23790,5,"2013,2018,2019,2022,2023",215,22998,4,0,165,408
kjs,Latn,kjs_Latn,East Kewa,g,Ll,LATIN SMALL LETTER G,22205,6,"2013,2018,2019,2020,2022,2023",163,21475,9,7,182,369
kjs,Latn,kjs_Latn,East Kewa,-,Pd,HYPHEN-MINUS,22070,4,"2013,2018,2022,2023",200,21296,0,0,176,398
kjs,Latn,kjs_Latn,East Kewa,t,Ll,LATIN SMALL LETTER T,21314,6,"2013,2018,2019,2020,2022,2023",118,20931,7,18,76,164
kjs,Latn,kjs_Latn,East Kewa,.,Po,FULL STOP,16889,6,"2013,2018,2019,2020,2022,2023",152,16366,2,1,113,255
kjs,Latn,kjs_Latn,East Kewa,b,Ll,LATIN SMALL LETTER B,15630,6,"2013,2018,2019,2020,2022,2023",148,15183,2,2,94,201
kjs,Latn,kjs_Latn,East Kewa,G,Lu,LATIN CAPITAL LETTER G,14259,4,"2013,2018,2022,2023",116,13791,0,0,129,223
kjs,Latn,kjs_Latn,East Kewa,y,Ll,LATIN SMALL LETTER Y,9733,6,"2013,2018,2019,2020,2022,2023",52,9489,6,7,61,118
kjs,Latn,kjs_Latn,East Kewa,h,Ll,LATIN SMALL LETTER H,9490,3,"2013,2018,2019",11,9474,5,0,0,0
kjs,Latn,kjs_Latn,East Kewa,w,Ll,LATIN SMALL LETTER W,7991,6,"2013,2018,2019,2020,2022,2023",47,7810,4,10,43,77
kjs,Latn,kjs_Latn,East Kewa,1,Nd,DIGIT ONE,4323,5,"2013,2018,2019,2022,2023",24,4198,2,0,29,70
