iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2015_frequency,year_2018_frequency,year_2019_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency
wed,Latn,wed_Latn,Wedau,a,Ll,LATIN SMALL LETTER A,73888,6,"2015,2018,2019,2021,2022,2023",42,47679,2590,8193,15214,170
wed,Latn,wed_Latn,Wedau, ,Zs,SPACE,60975,6,"2015,2018,2019,2021,2022,2023",60,40172,2121,6260,12198,164
wed,Latn,wed_Latn,Wedau,i,Ll,LATIN SMALL LETTER I,36343,6,"2015,2018,2019,2021,2022,2023",48,23840,1343,3786,7254,72
wed,Latn,wed_Latn,Wedau,n,Ll,LATIN SMALL LETTER N,21443,6,"2015,2018,2019,2021,2022,2023",3,14159,817,2295,4122,47
wed,Latn,wed_Latn,Wedau,e,Ll,LATIN SMALL LETTER E,20469,6,"2015,2018,2019,2021,2022,2023",28,13963,680,1953,3783,62
wed,Latn,wed_Latn,Wedau,u,Ll,LATIN SMALL LETTER U,16482,6,"2015,2018,2019,2021,2022,2023",2,10506,603,1899,3428,44
wed,Latn,wed_Latn,Wedau,r,Ll,LATIN SMALL LETTER R,14103,5,"2018,2019,2021,2022,2023",0,9507,506,1368,2691,31
wed,Latn,wed_Latn,Wedau,o,Ll,LATIN SMALL LETTER O,12640,6,"2015,2018,2019,2021,2022,2023",2,8794,456,1210,2141,37
wed,Latn,wed_Latn,Wedau,m,Ll,LATIN SMALL LETTER M,12266,6,"2015,2018,2019,2021,2022,2023",1,7719,466,1407,2650,23
wed,Latn,wed_Latn,Wedau,t,Ll,LATIN SMALL LETTER T,11103,6,"2015,2018,2019,2021,2022,2023",2,7919,366,973,1825,18
wed,Latn,wed_Latn,Wedau,h,Ll,LATIN SMALL LETTER H,10421,6,"2015,2018,2019,2021,2022,2023",1,9981,26,127,277,9
wed,Latn,wed_Latn,Wedau,v,Ll,LATIN SMALL LETTER V,7600,5,"2018,2019,2021,2022,2023",0,5052,247,823,1467,11
wed,Latn,wed_Latn,Wedau,g,Ll,LATIN SMALL LETTER G,6039,6,"2015,2018,2019,2021,2022,2023",1,5074,100,325,533,6
wed,Latn,wed_Latn,Wedau,w,Ll,LATIN SMALL LETTER W,5623,6,"2015,2018,2019,2021,2022,2023",1,3982,158,495,979,8
wed,Latn,wed_Latn,Wedau,d,Ll,LATIN SMALL LETTER D,5453,6,"2015,2018,2019,2021,2022,2023",1,3402,135,666,1220,29
wed,Latn,wed_Latn,Wedau,p,Ll,LATIN SMALL LETTER P,5386,6,"2015,2018,2019,2021,2022,2023",1,3369,222,626,1159,9
wed,Latn,wed_Latn,Wedau,",",Po,COMMA,4091,6,"2015,2018,2019,2021,2022,2023",6,2963,124,352,635,11
wed,Latn,wed_Latn,Wedau,b,Ll,LATIN SMALL LETTER B,3918,6,"2015,2018,2019,2021,2022,2023",2,2509,122,400,868,17
wed,Latn,wed_Latn,Wedau,s,Ll,LATIN SMALL LETTER S,3820,6,"2015,2018,2019,2021,2022,2023",3,2987,107,236,465,22
wed,Latn,wed_Latn,Wedau,.,Po,FULL STOP,3627,6,"2015,2018,2019,2021,2022,2023",5,2335,128,420,730,9
wed,Latn,wed_Latn,Wedau,l,Ll,LATIN SMALL LETTER L,3542,6,"2015,2018,2019,2021,2022,2023",1,1416,141,667,1301,16
