iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2015_frequency,year_2016_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
acn,Latn,acn_Latn,Achang, ,Zs,SPACE,1173831,11,"2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024",154056,113014,1282,2099,166859,61145,25088,105242,104040,425269,15737
acn,Latn,acn_Latn,Achang,a,Ll,LATIN SMALL LETTER A,567219,11,"2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024",73094,53337,576,998,79203,27759,12429,48550,54023,209598,7652
acn,Latn,acn_Latn,Achang,s,Ll,LATIN SMALL LETTER S,446645,11,"2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024",61517,45533,493,812,60785,20368,9214,40109,40790,160806,6218
acn,Latn,acn_Latn,Achang,g,Ll,LATIN SMALL LETTER G,378717,11,"2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024",42783,30458,345,546,44422,20675,9911,28522,37238,158154,5663
acn,Latn,acn_Latn,Achang,n,Ll,LATIN SMALL LETTER N,373421,11,"2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024",52247,38725,499,691,56651,18388,8288,34707,30847,127715,4663
acn,Latn,acn_Latn,Achang,h,Ll,LATIN SMALL LETTER H,341465,11,"2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024",65817,52108,693,943,66355,10648,3852,42523,18342,77014,3170
acn,Latn,acn_Latn,Achang,i,Ll,LATIN SMALL LETTER I,257746,11,"2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024",36828,27431,291,544,40090,10903,4306,23874,22070,88048,3361
acn,Latn,acn_Latn,Achang,o,Ll,LATIN SMALL LETTER O,254526,11,"2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024",43299,34182,444,578,43001,9870,4395,28018,17856,70224,2659
acn,Latn,acn_Latn,Achang,y,Ll,LATIN SMALL LETTER Y,249530,11,"2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024",42423,32592,377,583,41494,9387,3930,27483,17157,71438,2666
acn,Latn,acn_Latn,Achang,d,Ll,LATIN SMALL LETTER D,206610,11,"2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024",18963,11932,161,226,22917,12706,5243,13056,23076,94545,3785
acn,Latn,acn_Latn,Achang,u,Ll,LATIN SMALL LETTER U,197331,11,"2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024",30708,23342,247,461,31531,8123,3060,20698,14447,62176,2538
