iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2014_frequency,year_2018_frequency,year_2019_frequency,year_2021_frequency,year_2022_frequency
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe, ,Zs,SPACE,151089,5,"2014,2018,2019,2021,2022",1176,110529,37882,336,1166
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,a,Ll,LATIN SMALL LETTER A,112572,5,"2014,2018,2019,2021,2022",847,83956,26578,257,934
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,j,Ll,LATIN SMALL LETTER J,81215,5,"2014,2018,2019,2021,2022",584,60699,19171,156,605
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,t,Ll,LATIN SMALL LETTER T,72433,5,"2014,2018,2019,2021,2022",537,53883,17237,207,569
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,ɨ,Ll,LATIN SMALL LETTER I WITH STROKE,61542,5,"2014,2018,2019,2021,2022",416,44511,15758,187,670
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,y,Ll,LATIN SMALL LETTER Y,56520,5,"2014,2018,2019,2021,2022",421,42320,13191,103,485
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,ø,Ll,LATIN SMALL LETTER O WITH STROKE,56351,5,"2014,2018,2019,2021,2022",403,41674,13676,151,447
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,n,Ll,LATIN SMALL LETTER N,48288,5,"2014,2018,2019,2021,2022",397,34152,13104,166,469
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,ꞌ,Ll,LATIN SMALL LETTER SALTILLO,45423,5,"2014,2018,2019,2021,2022",354,32811,11673,130,455
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,k,Ll,LATIN SMALL LETTER K,40674,5,"2014,2018,2019,2021,2022",253,30486,9515,89,331
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,̱,Mn,COMBINING MACRON BELOW,39376,5,"2014,2018,2019,2021,2022",298,29172,9430,102,374
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,s,Ll,LATIN SMALL LETTER S,38571,5,"2014,2018,2019,2021,2022",350,28447,9471,103,200
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,m,Ll,LATIN SMALL LETTER M,33746,5,"2014,2018,2019,2021,2022",261,24805,8311,91,278
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,e,Ll,LATIN SMALL LETTER E,28519,5,"2014,2018,2019,2021,2022",215,21088,6935,73,208
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,d,Ll,LATIN SMALL LETTER D,28438,5,"2014,2018,2019,2021,2022",183,20463,7381,103,308
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,u,Ll,LATIN SMALL LETTER U,25701,5,"2014,2018,2019,2021,2022",174,18856,6367,88,216
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,p,Ll,LATIN SMALL LETTER P,25277,5,"2014,2018,2019,2021,2022",176,18719,6142,58,182
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,i,Ll,LATIN SMALL LETTER I,19723,5,"2014,2018,2019,2021,2022",242,14210,5067,38,166
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,x,Ll,LATIN SMALL LETTER X,17463,5,"2014,2018,2019,2021,2022",135,12456,4695,50,127
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,o,Ll,LATIN SMALL LETTER O,16042,5,"2014,2018,2019,2021,2022",125,11577,4164,33,143
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,w,Ll,LATIN SMALL LETTER W,14882,5,"2014,2018,2019,2021,2022",111,11025,3600,31,115
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,",",Po,COMMA,10954,5,"2014,2018,2019,2021,2022",68,8421,2366,25,74
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,g,Ll,LATIN SMALL LETTER G,7503,5,"2014,2018,2019,2021,2022",49,5343,1993,33,85
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,.,Po,FULL STOP,6665,5,"2014,2018,2019,2021,2022",63,4701,1822,22,57
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,ñ,Ll,LATIN SMALL LETTER N WITH TILDE,6097,5,"2014,2018,2019,2021,2022",51,4732,1253,9,52
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,J,Lu,LATIN CAPITAL LETTER J,6061,5,"2014,2018,2019,2021,2022",79,4554,1395,10,23
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,b,Ll,LATIN SMALL LETTER B,4799,5,"2014,2018,2019,2021,2022",38,3588,1117,7,49
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,c,Ll,LATIN SMALL LETTER C,3312,5,"2014,2018,2019,2021,2022",19,2368,897,5,23
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,h,Ll,LATIN SMALL LETTER H,2919,5,"2014,2018,2019,2021,2022",14,2153,729,2,21
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,r,Ll,LATIN SMALL LETTER R,2831,5,"2014,2018,2019,2021,2022",34,2069,717,4,7
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,1,Nd,DIGIT ONE,2461,5,"2014,2018,2019,2021,2022",17,1741,668,11,24
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,D,Lu,LATIN CAPITAL LETTER D,2336,5,"2014,2018,2019,2021,2022",29,1422,861,2,22
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,:,Po,COLON,2209,5,"2014,2018,2019,2021,2022",32,1810,364,1,2
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,ú,Ll,LATIN SMALL LETTER U WITH ACUTE,2101,3,"2014,2018,2019",15,1776,310,0,0
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,2,Nd,DIGIT TWO,2022,5,"2014,2018,2019,2021,2022",15,1536,460,2,9
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,l,Ll,LATIN SMALL LETTER L,1804,5,"2014,2018,2019,2021,2022",23,1421,352,1,7
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,T,Lu,LATIN CAPITAL LETTER T,1592,4,"2014,2018,2019,2022",21,1045,522,0,4
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,K,Lu,LATIN CAPITAL LETTER K,1588,5,"2014,2018,2019,2021,2022",12,1166,397,3,10
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,―,Pd,HORIZONTAL BAR,1563,3,"2014,2018,2019",29,1256,278,0,0
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,3,Nd,DIGIT THREE,1547,5,"2014,2018,2019,2021,2022",15,1247,278,2,5
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,P,Lu,LATIN CAPITAL LETTER P,1243,5,"2014,2018,2019,2021,2022",6,912,318,2,5
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,4,Nd,DIGIT FOUR,1163,5,"2014,2018,2019,2021,2022",15,907,235,2,4
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,;,Po,SEMICOLON,1131,5,"2014,2018,2019,2021,2022",10,859,250,1,11
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,X,Lu,LATIN CAPITAL LETTER X,1123,3,"2014,2018,2019",7,977,139,0,0
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,M,Lu,LATIN CAPITAL LETTER M,1017,5,"2014,2018,2019,2021,2022",11,731,269,4,2
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,W,Lu,LATIN CAPITAL LETTER W,894,5,"2014,2018,2019,2021,2022",9,718,163,1,3
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,5,Nd,DIGIT FIVE,859,5,"2014,2018,2019,2021,2022",7,647,199,2,4
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,N,Lu,LATIN CAPITAL LETTER N,837,5,"2014,2018,2019,2021,2022",14,562,245,1,15
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,?,Po,QUESTION MARK,807,4,"2014,2018,2019,2022",11,651,143,0,2
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,¿,Po,INVERTED QUESTION MARK,807,4,"2014,2018,2019,2022",11,651,143,0,2
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,S,Lu,LATIN CAPITAL LETTER S,773,4,"2014,2018,2019,2022",9,626,136,0,2
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,A,Lu,LATIN CAPITAL LETTER A,721,4,"2014,2018,2019,2022",4,479,237,0,1
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,6,Nd,DIGIT SIX,697,5,"2014,2018,2019,2021,2022",5,519,167,2,4
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,7,Nd,DIGIT SEVEN,633,5,"2014,2018,2019,2021,2022",5,468,154,2,4
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,8,Nd,DIGIT EIGHT,603,5,"2014,2018,2019,2021,2022",5,454,138,2,4
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,9,Nd,DIGIT NINE,548,5,"2014,2018,2019,2021,2022",5,407,132,1,3
mxp,Latn,mxp_Latn,Tlahuitoltepec Mixe,0,Nd,DIGIT ZERO,538,5,"2014,2018,2019,2021,2022",5,400,129,1,3
