iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency
bib,Latn,bib_Latn,Bissa, ,Zs,SPACE,313838,8,"2013,2014,2016,2017,2018,2021,2022,2023",260805,11030,5607,33148,154,1330,933,831
bib,Latn,bib_Latn,Bissa,a,Ll,LATIN SMALL LETTER A,152956,8,"2013,2014,2016,2017,2018,2021,2022,2023",127755,5492,3017,15042,63,690,475,422
bib,Latn,bib_Latn,Bissa,ɔ,Ll,LATIN SMALL LETTER OPEN O,75323,8,"2013,2014,2016,2017,2018,2021,2022,2023",62545,2887,1429,7795,49,313,165,140
bib,Latn,bib_Latn,Bissa,ɩ,Ll,LATIN SMALL LETTER IOTA,70195,8,"2013,2014,2016,2017,2018,2021,2022,2023",57660,2374,1257,8055,28,337,253,231
bib,Latn,bib_Latn,Bissa,n,Ll,LATIN SMALL LETTER N,69252,8,"2013,2014,2016,2017,2018,2021,2022,2023",57832,2401,1290,6982,32,302,202,211
bib,Latn,bib_Latn,Bissa,m,Ll,LATIN SMALL LETTER M,49321,8,"2013,2014,2016,2017,2018,2021,2022,2023",41240,1711,879,5015,12,233,135,96
bib,Latn,bib_Latn,Bissa,ʋ,Ll,LATIN SMALL LETTER V WITH HOOK,45527,5,"2013,2014,2016,2017,2018",38288,1562,840,4813,24,0,0,0
bib,Latn,bib_Latn,Bissa,b,Ll,LATIN SMALL LETTER B,45316,8,"2013,2014,2016,2017,2018,2021,2022,2023",37509,1650,838,4819,34,179,164,123
bib,Latn,bib_Latn,Bissa,r,Ll,LATIN SMALL LETTER R,40219,8,"2013,2014,2016,2017,2018,2021,2022,2023",33744,1496,708,3834,18,183,127,109
bib,Latn,bib_Latn,Bissa,k,Ll,LATIN SMALL LETTER K,36080,8,"2013,2014,2016,2017,2018,2021,2022,2023",30281,1284,690,3415,21,159,120,110
bib,Latn,bib_Latn,Bissa,",",Po,COMMA,32826,8,"2013,2014,2016,2017,2018,2021,2022,2023",27213,1180,604,3507,11,125,98,88
bib,Latn,bib_Latn,Bissa,y,Ll,LATIN SMALL LETTER Y,25368,8,"2013,2014,2016,2017,2018,2021,2022,2023",20997,921,508,2647,10,127,84,74
bib,Latn,bib_Latn,Bissa,ɛ,Ll,LATIN SMALL LETTER OPEN E,24961,8,"2013,2014,2016,2017,2018,2021,2022,2023",20910,847,455,2478,8,102,81,80
bib,Latn,bib_Latn,Bissa,i,Ll,LATIN SMALL LETTER I,20836,8,"2013,2014,2016,2017,2018,2021,2022,2023",17674,688,355,1869,20,107,52,71
bib,Latn,bib_Latn,Bissa,s,Ll,LATIN SMALL LETTER S,20512,8,"2013,2014,2016,2017,2018,2021,2022,2023",17381,805,324,1780,11,78,77,56
bib,Latn,bib_Latn,Bissa,o,Ll,LATIN SMALL LETTER O,20465,8,"2013,2014,2016,2017,2018,2021,2022,2023",17499,790,325,1651,10,73,52,65
bib,Latn,bib_Latn,Bissa,e,Ll,LATIN SMALL LETTER E,19549,8,"2013,2014,2016,2017,2018,2021,2022,2023",16365,770,257,1941,9,75,48,84
bib,Latn,bib_Latn,Bissa,',Po,APOSTROPHE,19448,7,"2013,2014,2016,2017,2021,2022,2023",15987,747,362,2129,0,100,72,51
bib,Latn,bib_Latn,Bissa,ŋ,Ll,LATIN SMALL LETTER ENG,17205,8,"2013,2014,2016,2017,2018,2021,2022,2023",14464,576,307,1743,11,46,20,38
bib,Latn,bib_Latn,Bissa,t,Ll,LATIN SMALL LETTER T,17172,8,"2013,2014,2016,2017,2018,2021,2022,2023",14641,597,309,1433,8,77,43,64
bib,Latn,bib_Latn,Bissa,d,Ll,LATIN SMALL LETTER D,16941,8,"2013,2014,2016,2017,2018,2021,2022,2023",14203,575,290,1700,11,63,44,55
bib,Latn,bib_Latn,Bissa,h,Ll,LATIN SMALL LETTER H,14981,8,"2013,2014,2016,2017,2018,2021,2022,2023",12472,661,295,1409,10,55,40,39
bib,Latn,bib_Latn,Bissa,w,Ll,LATIN SMALL LETTER W,14728,8,"2013,2014,2016,2017,2018,2021,2022,2023",12351,568,315,1343,13,84,26,28
bib,Latn,bib_Latn,Bissa,.,Po,FULL STOP,14454,8,"2013,2014,2016,2017,2018,2021,2022,2023",11965,516,252,1521,9,99,63,29
bib,Latn,bib_Latn,Bissa,g,Ll,LATIN SMALL LETTER G,13353,8,"2013,2014,2016,2017,2018,2021,2022,2023",11219,524,246,1230,3,73,31,27
bib,Latn,bib_Latn,Bissa,z,Ll,LATIN SMALL LETTER Z,13151,8,"2013,2014,2016,2017,2018,2021,2022,2023",11054,367,258,1339,2,60,32,39
bib,Latn,bib_Latn,Bissa,u,Ll,LATIN SMALL LETTER U,13101,8,"2013,2014,2016,2017,2018,2021,2022,2023",10745,498,211,1525,4,40,41,37
