iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
bzj,Latn,bzj_Latn,Belize Kriol English, ,Zs,SPACE,805844,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",924,5681,45184,26750,380980,9625,18136,105714,211388,1462
bzj,Latn,bzj_Latn,Belize Kriol English,a,Ll,LATIN SMALL LETTER A,418827,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",363,2865,22485,13194,199403,4621,9458,55009,110542,887
bzj,Latn,bzj_Latn,Belize Kriol English,i,Ll,LATIN SMALL LETTER I,288111,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",309,1920,15644,8683,138546,3842,6451,35980,76142,594
bzj,Latn,bzj_Latn,Belize Kriol English,e,Ll,LATIN SMALL LETTER E,267668,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",453,2151,17000,9770,125038,3340,6027,35235,68068,586
bzj,Latn,bzj_Latn,Belize Kriol English,n,Ll,LATIN SMALL LETTER N,246463,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",288,1860,13515,8157,114845,3202,5583,33412,65109,492
bzj,Latn,bzj_Latn,Belize Kriol English,h,Ll,LATIN SMALL LETTER H,229571,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",221,1806,11838,7422,109269,2064,4977,31310,60266,398
bzj,Latn,bzj_Latn,Belize Kriol English,d,Ll,LATIN SMALL LETTER D,168405,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",172,1354,9373,6090,78817,2300,3836,23296,42884,283
bzj,Latn,bzj_Latn,Belize Kriol English,o,Ll,LATIN SMALL LETTER O,148460,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",227,1053,9716,4839,69323,2305,3641,19262,37791,303
bzj,Latn,bzj_Latn,Belize Kriol English,t,Ll,LATIN SMALL LETTER T,119801,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",292,848,8644,4345,55013,1651,2862,14637,31250,259
bzj,Latn,bzj_Latn,Belize Kriol English,s,Ll,LATIN SMALL LETTER S,114885,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",214,862,7061,3967,53672,1738,2748,15220,29150,253
bzj,Latn,bzj_Latn,Belize Kriol English,w,Ll,LATIN SMALL LETTER W,106144,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",109,605,5722,3621,52396,931,2214,13550,26802,194
bzj,Latn,bzj_Latn,Belize Kriol English,l,Ll,LATIN SMALL LETTER L,92934,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",164,588,6361,3398,43014,1536,2271,11371,24010,221
bzj,Latn,bzj_Latn,Belize Kriol English,r,Ll,LATIN SMALL LETTER R,81597,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",188,561,6211,3271,36928,1593,1965,10059,20620,201
bzj,Latn,bzj_Latn,Belize Kriol English,m,Ll,LATIN SMALL LETTER M,71603,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",114,620,3972,2024,33948,1233,1593,8700,19266,133
bzj,Latn,bzj_Latn,Belize Kriol English,k,Ll,LATIN SMALL LETTER K,68532,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",59,417,3767,1998,32866,794,1376,8572,18557,126
bzj,Latn,bzj_Latn,Belize Kriol English,f,Ll,LATIN SMALL LETTER F,62562,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",89,383,3405,1985,29907,1176,1403,7548,16541,125
bzj,Latn,bzj_Latn,Belize Kriol English,u,Ll,LATIN SMALL LETTER U,62513,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",155,351,4308,2792,27100,1227,1554,8435,16501,90
bzj,Latn,bzj_Latn,Belize Kriol English,y,Ll,LATIN SMALL LETTER Y,59896,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",126,387,3647,1821,27889,670,1544,7021,16664,127
bzj,Latn,bzj_Latn,Belize Kriol English,p,Ll,LATIN SMALL LETTER P,59258,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",71,304,3426,1798,29152,676,1172,7306,15224,129
bzj,Latn,bzj_Latn,Belize Kriol English,.,Po,FULL STOP,47404,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",92,329,3092,1409,23062,438,989,6046,11868,79
bzj,Latn,bzj_Latn,Belize Kriol English,g,Ll,LATIN SMALL LETTER G,42443,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",62,259,2780,1411,19652,1042,959,5418,10795,65
bzj,Latn,bzj_Latn,Belize Kriol English,b,Ll,LATIN SMALL LETTER B,41143,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",68,261,2883,1451,18862,547,922,4926,11133,90
bzj,Latn,bzj_Latn,Belize Kriol English,z,Ll,LATIN SMALL LETTER Z,38353,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",61,316,2954,1654,17472,267,804,4657,10100,68
bzj,Latn,bzj_Latn,Belize Kriol English,",",Po,COMMA,37407,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",62,300,1585,1295,17605,530,964,5398,9605,63
bzj,Latn,bzj_Latn,Belize Kriol English,v,Ll,LATIN SMALL LETTER V,30172,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",28,157,1578,896,14728,697,624,3585,7812,67
bzj,Latn,bzj_Latn,Belize Kriol English,c,Ll,LATIN SMALL LETTER C,22438,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",63,109,1780,899,10500,377,549,2345,5753,63
bzj,Latn,bzj_Latn,Belize Kriol English,A,Lu,LATIN CAPITAL LETTER A,16844,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",17,106,968,522,8176,161,289,2062,4518,25
bzj,Latn,bzj_Latn,Belize Kriol English,1,Nd,DIGIT ONE,16812,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",12,151,667,550,9116,60,302,2259,3669,26
bzj,Latn,bzj_Latn,Belize Kriol English,J,Lu,LATIN CAPITAL LETTER J,14582,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",6,180,629,398,7573,22,267,2002,3474,31
bzj,Latn,bzj_Latn,Belize Kriol English,D,Lu,LATIN CAPITAL LETTER D,12805,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",16,108,1046,454,5976,98,286,1536,3255,30
bzj,Latn,bzj_Latn,Belize Kriol English,W,Lu,LATIN CAPITAL LETTER W,11941,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",10,79,692,278,6422,66,194,1021,3117,62
bzj,Latn,bzj_Latn,Belize Kriol English,:,Po,COLON,11350,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",23,58,502,261,5858,100,200,1285,3053,10
bzj,Latn,bzj_Latn,Belize Kriol English,j,Ll,LATIN SMALL LETTER J,10675,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",12,66,611,287,5179,134,226,1237,2905,18
bzj,Latn,bzj_Latn,Belize Kriol English,2,Nd,DIGIT TWO,10202,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",10,95,396,294,5194,29,232,1641,2296,15
bzj,Latn,bzj_Latn,Belize Kriol English,S,Lu,LATIN CAPITAL LETTER S,9309,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",8,72,617,280,4285,88,260,1128,2544,27
bzj,Latn,bzj_Latn,Belize Kriol English,I,Lu,LATIN CAPITAL LETTER I,9087,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",13,53,674,287,4783,69,123,700,2372,13
bzj,Latn,bzj_Latn,Belize Kriol English,B,Lu,LATIN CAPITAL LETTER B,8505,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",5,40,691,183,3934,88,195,820,2523,26
bzj,Latn,bzj_Latn,Belize Kriol English,G,Lu,LATIN CAPITAL LETTER G,8401,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",4,57,414,505,3812,50,179,1072,2296,12
bzj,Latn,bzj_Latn,Belize Kriol English,?,Po,QUESTION MARK,7008,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",5,33,390,99,3914,31,83,600,1834,19
bzj,Latn,bzj_Latn,Belize Kriol English,H,Lu,LATIN CAPITAL LETTER H,6966,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",6,28,564,170,3527,34,112,642,1865,18
bzj,Latn,bzj_Latn,Belize Kriol English,“,Pi,LEFT DOUBLE QUOTATION MARK,6779,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",23,68,191,120,2998,13,62,1077,2223,4
bzj,Latn,bzj_Latn,Belize Kriol English,-,Pd,HYPHEN-MINUS,6575,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",12,125,354,214,3202,87,167,871,1535,8
bzj,Latn,bzj_Latn,Belize Kriol English,3,Nd,DIGIT THREE,6408,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",1,55,253,148,3325,11,107,981,1521,6
bzj,Latn,bzj_Latn,Belize Kriol English,E,Lu,LATIN CAPITAL LETTER E,6401,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",13,37,480,153,3175,63,120,507,1841,12
bzj,Latn,bzj_Latn,Belize Kriol English,”,Pf,RIGHT DOUBLE QUOTATION MARK,6330,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",22,68,192,120,2824,13,57,951,2081,2
bzj,Latn,bzj_Latn,Belize Kriol English,K,Lu,LATIN CAPITAL LETTER K,5981,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",15,22,514,325,2772,97,172,656,1383,25
bzj,Latn,bzj_Latn,Belize Kriol English,M,Lu,LATIN CAPITAL LETTER M,5338,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",7,56,425,138,2540,51,172,608,1327,14
bzj,Latn,bzj_Latn,Belize Kriol English,P,Lu,LATIN CAPITAL LETTER P,5146,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",5,31,416,205,2474,29,111,554,1309,12
bzj,Latn,bzj_Latn,Belize Kriol English,4,Nd,DIGIT FOUR,5090,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",2,53,205,126,2593,9,100,814,1184,4
bzj,Latn,bzj_Latn,Belize Kriol English,N,Lu,LATIN CAPITAL LETTER N,5005,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",7,48,447,162,2518,56,122,400,1234,11
bzj,Latn,bzj_Latn,Belize Kriol English,),Pe,RIGHT PARENTHESIS,4594,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",3,16,144,73,2905,25,97,407,918,6
bzj,Latn,bzj_Latn,Belize Kriol English,(,Ps,LEFT PARENTHESIS,4581,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",3,16,138,73,2901,25,94,407,918,6
