iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
tok,Latn,tok_Latn,Toki Pona, ,Zs,SPACE,567997,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",1182,760,7923,62343,34107,8983,47386,80315,96667,174281,54050
tok,Latn,tok_Latn,Toki Pona,a,Ll,LATIN SMALL LETTER A,310989,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",565,340,4694,32276,17282,4684,24851,43098,55545,97120,30534
tok,Latn,tok_Latn,Toki Pona,i,Ll,LATIN SMALL LETTER I,273386,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",564,325,3706,31067,17062,4346,23878,39348,44935,82739,25416
tok,Latn,tok_Latn,Toki Pona,n,Ll,LATIN SMALL LETTER N,227200,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",404,279,2902,23394,12957,3752,18945,33896,38333,71762,20576
tok,Latn,tok_Latn,Toki Pona,l,Ll,LATIN SMALL LETTER L,197702,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",362,194,2532,21054,11610,2841,16347,28419,33872,60499,19972
tok,Latn,tok_Latn,Toki Pona,e,Ll,LATIN SMALL LETTER E,166091,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",468,287,1977,20250,10563,2961,14562,24404,26575,48523,15521
tok,Latn,tok_Latn,Toki Pona,o,Ll,LATIN SMALL LETTER O,155208,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",308,263,1867,17267,9646,2533,13619,22309,27192,46276,13928
tok,Latn,tok_Latn,Toki Pona,t,Ll,LATIN SMALL LETTER T,104871,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",175,214,1322,12257,5983,1889,9072,15701,17915,31343,9000
tok,Latn,tok_Latn,Toki Pona,p,Ll,LATIN SMALL LETTER P,89568,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",273,102,952,9215,5224,1335,6954,13819,15657,27527,8510
tok,Latn,tok_Latn,Toki Pona,s,Ll,LATIN SMALL LETTER S,87303,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",242,151,1080,9892,5180,1403,7169,12076,14518,27153,8439
tok,Latn,tok_Latn,Toki Pona,k,Ll,LATIN SMALL LETTER K,86952,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",224,106,1244,9120,5079,1357,7416,12683,14755,26697,8271
tok,Latn,tok_Latn,Toki Pona,m,Ll,LATIN SMALL LETTER M,86788,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",175,111,1065,10186,6143,1193,7725,11668,15769,25087,7666
tok,Latn,tok_Latn,Toki Pona,u,Ll,LATIN SMALL LETTER U,72519,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",147,78,881,7304,4327,1053,4858,11191,13744,22122,6814
tok,Latn,tok_Latn,Toki Pona,w,Ll,LATIN SMALL LETTER W,49926,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",107,47,1069,5255,3294,719,3942,6113,9126,15042,5212
tok,Latn,tok_Latn,Toki Pona,.,Po,FULL STOP,45472,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",56,91,720,5915,3485,717,4705,6742,7204,11633,4204
tok,Latn,tok_Latn,Toki Pona,j,Ll,LATIN SMALL LETTER J,40196,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",69,22,759,4475,2548,713,3241,5825,7332,11762,3450
tok,Latn,tok_Latn,Toki Pona,|,Sm,VERTICAL LINE,18738,8,"2017,2018,2019,2020,2021,2022,2023,2024",0,0,0,929,4340,8,887,2588,4766,4673,547
tok,Latn,tok_Latn,Toki Pona,",",Po,COMMA,12294,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",11,14,62,620,468,102,827,1840,2422,4345,1583
