iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2014_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
cta,Latn,cta_Latn,Tataltepec Chatino, ,Zs,SPACE,188060,8,"2014,2017,2018,2019,2020,2022,2023,2024",1764,146,88,134264,1143,1760,34468,14427
cta,Latn,cta_Latn,Tataltepec Chatino,a,Ll,LATIN SMALL LETTER A,109171,8,"2014,2017,2018,2019,2020,2022,2023,2024",1029,104,57,77533,665,1027,20418,8338
cta,Latn,cta_Latn,Tataltepec Chatino,ꞌ,Ll,LATIN SMALL LETTER SALTILLO,92759,5,"2014,2019,2020,2023,2024",806,0,0,66858,564,0,17606,6925
cta,Latn,cta_Latn,Tataltepec Chatino,i,Ll,LATIN SMALL LETTER I,83296,8,"2014,2017,2018,2019,2020,2022,2023,2024",805,39,43,59420,526,802,14977,6684
cta,Latn,cta_Latn,Tataltepec Chatino,u,Ll,LATIN SMALL LETTER U,79215,8,"2014,2017,2018,2019,2020,2022,2023,2024",770,85,39,57393,561,770,13784,5813
cta,Latn,cta_Latn,Tataltepec Chatino,n,Ll,LATIN SMALL LETTER N,58067,8,"2014,2017,2018,2019,2020,2022,2023,2024",566,47,34,41461,365,561,10734,4299
cta,Latn,cta_Latn,Tataltepec Chatino,c,Ll,LATIN SMALL LETTER C,54232,8,"2014,2017,2018,2019,2020,2022,2023,2024",513,59,33,38655,332,511,9776,4353
cta,Latn,cta_Latn,Tataltepec Chatino,̱,Mn,COMBINING MACRON BELOW,35869,7,"2014,2018,2019,2020,2022,2023,2024",363,0,13,25797,242,363,6776,2315
cta,Latn,cta_Latn,Tataltepec Chatino,y,Ll,LATIN SMALL LETTER Y,33621,8,"2014,2017,2018,2019,2020,2022,2023,2024",340,29,15,23824,220,339,6015,2839
cta,Latn,cta_Latn,Tataltepec Chatino,t,Ll,LATIN SMALL LETTER T,31400,8,"2014,2017,2018,2019,2020,2022,2023,2024",245,24,23,22263,171,245,5880,2549
cta,Latn,cta_Latn,Tataltepec Chatino,o,Ll,LATIN SMALL LETTER O,30271,8,"2014,2017,2018,2019,2020,2022,2023,2024",267,15,13,22067,197,264,5174,2274
cta,Latn,cta_Latn,Tataltepec Chatino,s,Ll,LATIN SMALL LETTER S,26526,8,"2014,2017,2018,2019,2020,2022,2023,2024",263,10,10,18693,214,261,5004,2071
cta,Latn,cta_Latn,Tataltepec Chatino,l,Ll,LATIN SMALL LETTER L,24431,8,"2014,2017,2018,2019,2020,2022,2023,2024",280,20,8,17665,166,280,4209,1803
cta,Latn,cta_Latn,Tataltepec Chatino,h,Ll,LATIN SMALL LETTER H,18457,8,"2014,2017,2018,2019,2020,2022,2023,2024",165,22,14,13138,111,165,3372,1470
cta,Latn,cta_Latn,Tataltepec Chatino,j,Ll,LATIN SMALL LETTER J,18036,8,"2014,2017,2018,2019,2020,2022,2023,2024",144,14,9,12756,119,144,3320,1530
cta,Latn,cta_Latn,Tataltepec Chatino,g,Ll,LATIN SMALL LETTER G,15508,8,"2014,2017,2018,2019,2020,2022,2023,2024",104,3,4,11245,114,103,2795,1140
cta,Latn,cta_Latn,Tataltepec Chatino,e,Ll,LATIN SMALL LETTER E,12299,8,"2014,2017,2018,2019,2020,2022,2023,2024",143,11,7,8819,115,137,2271,796
cta,Latn,cta_Latn,Tataltepec Chatino,d,Ll,LATIN SMALL LETTER D,11102,8,"2014,2017,2018,2019,2020,2022,2023,2024",135,8,2,7984,86,133,1974,780
cta,Latn,cta_Latn,Tataltepec Chatino,",",Po,COMMA,9172,8,"2014,2017,2018,2019,2020,2022,2023,2024",77,5,4,6551,58,77,1643,757
cta,Latn,cta_Latn,Tataltepec Chatino,ñ,Ll,LATIN SMALL LETTER N WITH TILDE,8933,8,"2014,2017,2018,2019,2020,2022,2023,2024",85,3,1,6235,51,85,1769,704
