iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2024_frequency
bsq,Latn,bsq_Latn,Bassa, ,Zs,SPACE,98304,7,"2013,2017,2018,2019,2020,2021,2024",55,85518,11336,119,624,610,42
bsq,Latn,bsq_Latn,Bassa,ɛ,Ll,LATIN SMALL LETTER OPEN E,30360,7,"2013,2017,2018,2019,2020,2021,2024",6,26258,3745,67,142,133,9
bsq,Latn,bsq_Latn,Bassa,ɔ,Ll,LATIN SMALL LETTER OPEN O,23129,7,"2013,2017,2018,2019,2020,2021,2024",5,20121,2604,24,156,209,10
bsq,Latn,bsq_Latn,Bassa,n,Ll,LATIN SMALL LETTER N,22206,7,"2013,2017,2018,2019,2020,2021,2024",16,19398,2452,16,131,176,17
bsq,Latn,bsq_Latn,Bassa,̀,Mn,COMBINING GRAVE ACCENT,20866,7,"2013,2017,2018,2019,2020,2021,2024",2,18076,2489,45,131,112,11
bsq,Latn,bsq_Latn,Bassa,ɖ,Ll,LATIN SMALL LETTER D WITH TAIL,16105,5,"2017,2018,2020,2021,2024",0,14157,1774,0,100,67,7
bsq,Latn,bsq_Latn,Bassa,k,Ll,LATIN SMALL LETTER K,15255,7,"2013,2017,2018,2019,2020,2021,2024",1,13289,1735,21,111,94,4
bsq,Latn,bsq_Latn,Bassa,ɓ,Ll,LATIN SMALL LETTER B WITH HOOK,13759,6,"2017,2018,2019,2020,2021,2024",0,12081,1512,12,85,67,2
bsq,Latn,bsq_Latn,Bassa,́,Mn,COMBINING ACUTE ACCENT,13479,6,"2017,2018,2019,2020,2021,2024",0,11791,1579,12,49,43,5
bsq,Latn,bsq_Latn,Bassa,m,Ll,LATIN SMALL LETTER M,12980,7,"2013,2017,2018,2019,2020,2021,2024",3,11238,1539,4,86,106,4
bsq,Latn,bsq_Latn,Bassa,à,Ll,LATIN SMALL LETTER A WITH GRAVE,12839,6,"2017,2018,2019,2020,2021,2024",0,11250,1442,20,73,53,1
bsq,Latn,bsq_Latn,Bassa,y,Ll,LATIN SMALL LETTER Y,11656,7,"2013,2017,2018,2019,2020,2021,2024",4,10139,1306,4,89,107,7
bsq,Latn,bsq_Latn,Bassa,ì,Ll,LATIN SMALL LETTER I WITH GRAVE,10250,6,"2017,2018,2019,2020,2021,2024",0,9012,1110,9,64,48,7
bsq,Latn,bsq_Latn,Bassa,é,Ll,LATIN SMALL LETTER E WITH ACUTE,10105,5,"2017,2018,2019,2020,2021",0,8842,1144,9,65,45,0
bsq,Latn,bsq_Latn,Bassa,-,Pd,HYPHEN-MINUS,9789,7,"2013,2017,2018,2019,2020,2021,2024",2,8569,1049,6,85,67,11
bsq,Latn,bsq_Latn,Bassa,í,Ll,LATIN SMALL LETTER I WITH ACUTE,8070,6,"2017,2018,2019,2020,2021,2024",0,6972,1005,7,47,37,2
