iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2015_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
kas,Arab,kas_Arab,Kashmiri, ,Zs,SPACE,135959,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",2693,1990,993,138,13328,12512,51,3078,14462,67495,19219
kas,Arab,kas_Arab,Kashmiri,ا,Lo,ARABIC LETTER ALEF,47507,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",791,577,259,57,4605,4279,13,1250,4802,24306,6568
kas,Arab,kas_Arab,Kashmiri,ی,Lo,ARABIC LETTER FARSI YEH,46494,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",654,395,245,45,4484,3820,8,977,4538,24560,6768
kas,Arab,kas_Arab,Kashmiri,ن,Lo,ARABIC LETTER NOON,44364,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",896,769,280,66,5178,4331,16,1064,4502,20127,7135
kas,Arab,kas_Arab,Kashmiri,ہ,Lo,ARABIC LETTER HEH GOAL,37944,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",723,559,344,40,4400,4788,13,843,3857,17451,4926
kas,Arab,kas_Arab,Kashmiri,ر,Lo,ARABIC LETTER REH,31039,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",385,321,109,51,3072,2776,13,560,3189,15867,4696
kas,Arab,kas_Arab,Kashmiri,ت,Lo,ARABIC LETTER TEH,28715,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",463,433,205,40,2862,2694,8,660,2877,14354,4119
kas,Arab,kas_Arab,Kashmiri,و,Lo,ARABIC LETTER WAW,27421,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",538,426,168,31,2731,2368,9,529,3425,13047,4149
kas,Arab,kas_Arab,Kashmiri,م,Lo,ARABIC LETTER MEEM,27195,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",344,259,113,29,2461,2451,8,714,2774,13244,4798
kas,Arab,kas_Arab,Kashmiri,ک,Lo,ARABIC LETTER KEHEH,23973,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",391,339,126,26,2392,1894,12,515,2591,12057,3630
kas,Arab,kas_Arab,Kashmiri,س,Lo,ARABIC LETTER SEEN,22238,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",547,409,174,25,2452,2183,6,435,2401,10478,3128
kas,Arab,kas_Arab,Kashmiri,ِ,Mn,ARABIC KASRA,21009,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",537,477,192,7,2371,1128,10,593,3121,9850,2723
kas,Arab,kas_Arab,Kashmiri,ھ,Lo,ARABIC LETTER HEH DOACHASHMEE,18708,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",404,399,166,27,2173,1858,13,474,2360,8286,2548
