iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
und,Egyp,und_Egyp,Undetermined, ,Zs,SPACE,930200,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",1088,37562,29815,94020,46330,506324,109328,87898,17835
und,Egyp,und_Egyp,Undetermined,-,Pd,HYPHEN-MINUS,168373,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",1,9076,12518,47665,2256,42305,21751,27367,5434
und,Egyp,und_Egyp,Undetermined,e,Ll,LATIN SMALL LETTER E,74456,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",17,722,3043,12444,11285,35415,6762,4020,748
und,Egyp,und_Egyp,Undetermined,|,Sm,VERTICAL LINE,65407,8,"2017,2018,2019,2020,2021,2022,2023,2024",0,114,56,472,155,47454,10699,996,5461
und,Egyp,und_Egyp,Undetermined,o,Ll,LATIN SMALL LETTER O,58251,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",9,462,1965,7741,6784,32692,5359,2727,512
und,Egyp,und_Egyp,Undetermined,i,Ll,LATIN SMALL LETTER I,50867,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",4,584,1706,6816,5727,28446,4742,2419,423
und,Egyp,und_Egyp,Undetermined,𓇼,Lo,EGYPTIAN HIEROGLYPH N014,50610,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",1,26,52,174,16650,13687,10023,9982,15
und,Egyp,und_Egyp,Undetermined,t,Ll,LATIN SMALL LETTER T,46836,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",10,558,1989,7978,7189,21834,4087,2702,489
und,Egyp,und_Egyp,Undetermined,a,Ll,LATIN SMALL LETTER A,44317,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",9,664,1779,7242,6422,21673,3845,2241,442
und,Egyp,und_Egyp,Undetermined,r,Ll,LATIN SMALL LETTER R,42405,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",16,380,1610,6316,5496,22242,3846,2123,376
und,Egyp,und_Egyp,Undetermined,𓂀,Lo,EGYPTIAN HIEROGLYPH D010,42262,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",1,28,52,194,13815,11418,8345,8391,18
und,Egyp,und_Egyp,Undetermined,n,Ll,LATIN SMALL LETTER N,37269,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",5,386,1292,5094,4531,20216,3558,1858,329
und,Egyp,und_Egyp,Undetermined,p,Ll,LATIN SMALL LETTER P,29442,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",3,212,688,2519,1911,20161,2933,853,162
und,Egyp,und_Egyp,Undetermined,s,Ll,LATIN SMALL LETTER S,29282,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",11,340,1665,6808,6053,9470,2474,2014,447
und,Egyp,und_Egyp,Undetermined,g,Ll,LATIN SMALL LETTER G,28263,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",4,162,530,2015,1586,20161,2893,773,139
und,Egyp,und_Egyp,Undetermined,y,Ll,LATIN SMALL LETTER Y,26599,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",1,164,361,1370,1060,19991,2783,729,140
und,Egyp,und_Egyp,Undetermined,l,Ll,LATIN SMALL LETTER L,23692,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",1,194,1159,4563,4191,9991,1920,1399,274
und,Egyp,und_Egyp,Undetermined,c,Ll,LATIN SMALL LETTER C,23146,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",7,198,821,3022,2642,12976,2221,1064,195
und,Egyp,und_Egyp,Undetermined,0,Nd,DIGIT ZERO,20479,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",3,835,1474,4639,555,10149,1752,468,604
und,Egyp,und_Egyp,Undetermined,d,Ll,LATIN SMALL LETTER D,19626,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",6,214,643,2365,2110,11156,2019,950,163
und,Egyp,und_Egyp,Undetermined,𓐄,Lo,EGYPTIAN HIEROGLYPH Z016,17857,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",1,18,40,129,399,912,4802,9171,2385
und,Egyp,und_Egyp,Undetermined,h,Ll,LATIN SMALL LETTER H,16930,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",4,186,453,1511,1321,10916,1740,688,111
und,Egyp,und_Egyp,Undetermined,1,Nd,DIGIT ONE,16123,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",1,852,1668,4844,1174,4096,2600,410,478
und,Egyp,und_Egyp,Undetermined,m,Ll,LATIN SMALL LETTER M,13657,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",1,116,617,2821,2610,5307,1138,882,165
und,Egyp,und_Egyp,Undetermined,H,Lu,LATIN CAPITAL LETTER H,12149,8,"2017,2018,2019,2020,2021,2022,2023,2024",0,28,108,420,258,9767,1286,221,61
und,Egyp,und_Egyp,Undetermined,E,Lu,LATIN CAPITAL LETTER E,10793,8,"2017,2018,2019,2020,2021,2022,2023,2024",0,81,211,710,303,8055,1082,279,72
und,Egyp,und_Egyp,Undetermined,u,Ll,LATIN SMALL LETTER U,10762,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",7,150,837,3348,2961,1699,714,872,174
und,Egyp,und_Egyp,Undetermined,2,Nd,DIGIT TWO,10620,8,"2017,2018,2019,2020,2021,2022,2023,2024",0,272,479,1350,509,6080,1387,387,156
und,Egyp,und_Egyp,Undetermined,3,Nd,DIGIT THREE,10197,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",1,732,1548,4555,372,1829,601,115,444
und,Egyp,und_Egyp,Undetermined,:,Po,COLON,9396,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",2,40,48,164,1436,4403,3186,107,10
und,Egyp,und_Egyp,Undetermined,.,Po,FULL STOP,8410,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",10,174,385,1380,1244,3542,893,682,100
und,Egyp,und_Egyp,Undetermined,v,Ll,LATIN SMALL LETTER V,7855,8,"2017,2018,2019,2020,2021,2022,2023,2024",0,4,261,1103,994,4345,702,377,69
und,Egyp,und_Egyp,Undetermined,k,Ll,LATIN SMALL LETTER K,6143,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",1,176,470,1957,1714,903,347,469,106
und,Egyp,und_Egyp,Undetermined,U,Lu,LATIN CAPITAL LETTER U,6092,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",1,26,280,499,137,4210,704,115,120
und,Egyp,und_Egyp,Undetermined,C,Lu,LATIN CAPITAL LETTER C,6065,8,"2017,2018,2019,2020,2021,2022,2023,2024",0,66,192,576,265,4088,610,210,58
und,Egyp,und_Egyp,Undetermined,b,Ll,LATIN SMALL LETTER B,5988,8,"2017,2018,2019,2020,2021,2022,2023,2024",0,130,432,1820,1617,928,443,528,90
