iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
zpo,Latn,zpo_Latn,Amatlán Zapotec, ,Zs,SPACE,42204,7,"2013,2014,2016,2021,2022,2023,2024",610,3754,151,14212,21083,1492,902
zpo,Latn,zpo_Latn,Amatlán Zapotec,a,Ll,LATIN SMALL LETTER A,26484,7,"2013,2014,2016,2021,2022,2023,2024",377,2471,86,8928,13251,890,481
zpo,Latn,zpo_Latn,Amatlán Zapotec,e,Ll,LATIN SMALL LETTER E,18929,7,"2013,2014,2016,2021,2022,2023,2024",218,1707,68,6421,9410,659,446
zpo,Latn,zpo_Latn,Amatlán Zapotec,n,Ll,LATIN SMALL LETTER N,16523,7,"2013,2014,2016,2021,2022,2023,2024",199,1439,69,5635,8261,568,352
zpo,Latn,zpo_Latn,Amatlán Zapotec,l,Ll,LATIN SMALL LETTER L,8862,7,"2013,2014,2016,2021,2022,2023,2024",107,770,39,3088,4318,326,214
zpo,Latn,zpo_Latn,Amatlán Zapotec,o,Ll,LATIN SMALL LETTER O,7978,7,"2013,2014,2016,2021,2022,2023,2024",156,774,29,2547,3856,376,240
zpo,Latn,zpo_Latn,Amatlán Zapotec,u,Ll,LATIN SMALL LETTER U,6295,7,"2013,2014,2016,2021,2022,2023,2024",108,539,40,2242,2998,219,149
zpo,Latn,zpo_Latn,Amatlán Zapotec,k,Ll,LATIN SMALL LETTER K,5931,7,"2013,2014,2016,2021,2022,2023,2024",77,423,36,2162,2999,156,78
zpo,Latn,zpo_Latn,Amatlán Zapotec,x,Ll,LATIN SMALL LETTER X,5834,7,"2013,2014,2016,2021,2022,2023,2024",116,606,13,1923,2824,218,134
zpo,Latn,zpo_Latn,Amatlán Zapotec,i,Ll,LATIN SMALL LETTER I,5810,7,"2013,2014,2016,2021,2022,2023,2024",124,471,14,1977,2889,229,106
zpo,Latn,zpo_Latn,Amatlán Zapotec,z,Ll,LATIN SMALL LETTER Z,5094,7,"2013,2014,2016,2021,2022,2023,2024",82,547,29,1654,2404,232,146
