iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2021_frequency,year_2022_frequency
ken,Latn,ken_Latn,Kenyang, ,Zs,SPACE,154909,7,"2013,2014,2017,2018,2019,2021,2022",253,1591,60,99286,9744,13678,30297
ken,Latn,ken_Latn,Kenyang,ɛ,Ll,LATIN SMALL LETTER OPEN E,89425,7,"2013,2014,2017,2018,2019,2021,2022",88,775,33,57489,5854,8126,17060
ken,Latn,ken_Latn,Kenyang,n,Ll,LATIN SMALL LETTER N,55733,7,"2013,2014,2017,2018,2019,2021,2022",95,514,16,35362,3692,5250,10804
ken,Latn,ken_Latn,Kenyang,b,Ll,LATIN SMALL LETTER B,49874,7,"2013,2014,2017,2018,2019,2021,2022",65,410,28,32327,3311,4175,9558
ken,Latn,ken_Latn,Kenyang,a,Ll,LATIN SMALL LETTER A,45954,7,"2013,2014,2017,2018,2019,2021,2022",66,600,24,30260,2458,3607,8939
ken,Latn,ken_Latn,Kenyang,m,Ll,LATIN SMALL LETTER M,37234,7,"2013,2014,2017,2018,2019,2021,2022",46,342,16,24337,2381,3263,6849
ken,Latn,ken_Latn,Kenyang,k,Ll,LATIN SMALL LETTER K,36927,7,"2013,2014,2017,2018,2019,2021,2022",41,313,18,23883,2429,3169,7074
ken,Latn,ken_Latn,Kenyang,ɔ,Ll,LATIN SMALL LETTER OPEN O,32127,7,"2013,2014,2017,2018,2019,2021,2022",48,312,11,21001,1752,2541,6462
ken,Latn,ken_Latn,Kenyang,́,Mn,COMBINING ACUTE ACCENT,30812,7,"2013,2014,2017,2018,2019,2021,2022",31,274,14,19946,2009,2596,5942
ken,Latn,ken_Latn,Kenyang,h,Ll,LATIN SMALL LETTER H,28049,7,"2013,2014,2017,2018,2019,2021,2022",51,360,15,18136,1830,2509,5148
ken,Latn,ken_Latn,Kenyang,y,Ll,LATIN SMALL LETTER Y,24664,7,"2013,2014,2017,2018,2019,2021,2022",42,245,8,16120,1544,2050,4655
ken,Latn,ken_Latn,Kenyang,t,Ll,LATIN SMALL LETTER T,23351,7,"2013,2014,2017,2018,2019,2021,2022",42,229,12,14968,1527,2153,4420
ken,Latn,ken_Latn,Kenyang,á,Ll,LATIN SMALL LETTER A WITH ACUTE,22341,7,"2013,2014,2017,2018,2019,2021,2022",28,203,11,14749,1242,1787,4321
ken,Latn,ken_Latn,Kenyang,i,Ll,LATIN SMALL LETTER I,16422,7,"2013,2014,2017,2018,2019,2021,2022",51,287,9,10430,1062,1562,3021
ken,Latn,ken_Latn,Kenyang,ɨ,Ll,LATIN SMALL LETTER I WITH STROKE,15401,7,"2013,2014,2017,2018,2019,2021,2022",16,119,2,9576,1206,1594,2888
