iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency
bzh,Latn,bzh_Latn,Mapos Buang, ,Zs,SPACE,392430,4,"2017,2018,2019,2020",904,212276,158427,20823
bzh,Latn,bzh_Latn,Mapos Buang,a,Ll,LATIN SMALL LETTER A,162588,4,"2017,2018,2019,2020",379,88187,65522,8500
bzh,Latn,bzh_Latn,Mapos Buang,e,Ll,LATIN SMALL LETTER E,153340,4,"2017,2018,2019,2020",264,79094,65567,8415
bzh,Latn,bzh_Latn,Mapos Buang,n,Ll,LATIN SMALL LETTER N,146591,4,"2017,2018,2019,2020",359,80124,58402,7706
bzh,Latn,bzh_Latn,Mapos Buang,o,Ll,LATIN SMALL LETTER O,98897,4,"2017,2018,2019,2020",199,50044,43213,5441
bzh,Latn,bzh_Latn,Mapos Buang,i,Ll,LATIN SMALL LETTER I,92070,4,"2017,2018,2019,2020",171,48665,38188,5046
bzh,Latn,bzh_Latn,Mapos Buang,s,Ll,LATIN SMALL LETTER S,81592,4,"2017,2018,2019,2020",136,43187,34019,4250
bzh,Latn,bzh_Latn,Mapos Buang,r,Ll,LATIN SMALL LETTER R,73249,4,"2017,2018,2019,2020",133,35693,33356,4067
bzh,Latn,bzh_Latn,Mapos Buang,ë,Ll,LATIN SMALL LETTER E WITH DIAERESIS,70643,4,"2017,2018,2019,2020",212,39806,26870,3755
bzh,Latn,bzh_Latn,Mapos Buang,u,Ll,LATIN SMALL LETTER U,65359,4,"2017,2018,2019,2020",193,35756,26135,3275
bzh,Latn,bzh_Latn,Mapos Buang,m,Ll,LATIN SMALL LETTER M,62315,4,"2017,2018,2019,2020",119,32486,26352,3358
bzh,Latn,bzh_Latn,Mapos Buang,h,Ll,LATIN SMALL LETTER H,60169,4,"2017,2018,2019,2020",116,31271,25616,3166
bzh,Latn,bzh_Latn,Mapos Buang,g,Ll,LATIN SMALL LETTER G,56971,4,"2017,2018,2019,2020",110,30121,23524,3216
bzh,Latn,bzh_Latn,Mapos Buang,l,Ll,LATIN SMALL LETTER L,55209,4,"2017,2018,2019,2020",90,27375,24651,3093
bzh,Latn,bzh_Latn,Mapos Buang,t,Ll,LATIN SMALL LETTER T,47085,4,"2017,2018,2019,2020",85,22877,21598,2525
bzh,Latn,bzh_Latn,Mapos Buang,b,Ll,LATIN SMALL LETTER B,45621,4,"2017,2018,2019,2020",89,24375,18682,2475
bzh,Latn,bzh_Latn,Mapos Buang,v,Ll,LATIN SMALL LETTER V,41181,4,"2017,2018,2019,2020",109,22651,16218,2203
bzh,Latn,bzh_Latn,Mapos Buang,d,Ll,LATIN SMALL LETTER D,38611,4,"2017,2018,2019,2020",73,19329,17068,2141
bzh,Latn,bzh_Latn,Mapos Buang,ḳ,Ll,LATIN SMALL LETTER K WITH DOT BELOW,35045,4,"2017,2018,2019,2020",96,19746,13356,1847
bzh,Latn,bzh_Latn,Mapos Buang,ġ,Ll,LATIN SMALL LETTER G WITH DOT ABOVE,33859,4,"2017,2018,2019,2020",102,19337,12737,1683
bzh,Latn,bzh_Latn,Mapos Buang,y,Ll,LATIN SMALL LETTER Y,31279,4,"2017,2018,2019,2020",120,17280,12354,1525
bzh,Latn,bzh_Latn,Mapos Buang,k,Ll,LATIN SMALL LETTER K,24865,4,"2017,2018,2019,2020",50,13172,10281,1362
bzh,Latn,bzh_Latn,Mapos Buang,p,Ll,LATIN SMALL LETTER P,22939,4,"2017,2018,2019,2020",35,11826,9771,1307
bzh,Latn,bzh_Latn,Mapos Buang,",",Po,COMMA,20720,4,"2017,2018,2019,2020",55,10967,8644,1054
bzh,Latn,bzh_Latn,Mapos Buang,.,Po,FULL STOP,18994,4,"2017,2018,2019,2020",53,10658,7290,993
bzh,Latn,bzh_Latn,Mapos Buang,w,Ll,LATIN SMALL LETTER W,16633,4,"2017,2018,2019,2020",30,8458,7173,972
