iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2017_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
kcg,Latn,kcg_Latn,Tyap, ,Zs,SPACE,27094,7,"2013,2017,2020,2021,2022,2023,2024",1659,197,121,49,12866,7542,4660
kcg,Latn,kcg_Latn,Tyap,a,Ll,LATIN SMALL LETTER A,21946,7,"2013,2017,2020,2021,2022,2023,2024",1406,144,91,31,10500,5940,3834
kcg,Latn,kcg_Latn,Tyap,̱,Mn,COMBINING MACRON BELOW,12555,6,"2017,2020,2021,2022,2023,2024",0,57,57,24,6760,3472,2185
kcg,Latn,kcg_Latn,Tyap,n,Ll,LATIN SMALL LETTER N,12472,7,"2013,2017,2020,2021,2022,2023,2024",850,54,53,21,5759,3594,2141
kcg,Latn,kcg_Latn,Tyap,i,Ll,LATIN SMALL LETTER I,10957,7,"2013,2017,2020,2021,2022,2023,2024",494,51,35,21,5233,3326,1797
kcg,Latn,kcg_Latn,Tyap,t,Ll,LATIN SMALL LETTER T,6818,7,"2013,2017,2020,2021,2022,2023,2024",313,22,20,4,3084,2195,1180
kcg,Latn,kcg_Latn,Tyap,y,Ll,LATIN SMALL LETTER Y,5937,7,"2013,2017,2020,2021,2022,2023,2024",313,59,28,11,2923,1535,1068
kcg,Latn,kcg_Latn,Tyap,g,Ll,LATIN SMALL LETTER G,5680,7,"2013,2017,2020,2021,2022,2023,2024",411,11,25,12,2873,1421,927
kcg,Latn,kcg_Latn,Tyap,k,Ll,LATIN SMALL LETTER K,5450,7,"2013,2017,2020,2021,2022,2023,2024",286,35,13,6,2691,1464,955
kcg,Latn,kcg_Latn,Tyap,u,Ll,LATIN SMALL LETTER U,5365,7,"2013,2017,2020,2021,2022,2023,2024",413,17,29,6,2513,1386,1001
kcg,Latn,kcg_Latn,Tyap,m,Ll,LATIN SMALL LETTER M,4505,7,"2013,2017,2020,2021,2022,2023,2024",231,7,8,3,2057,1347,852
kcg,Latn,kcg_Latn,Tyap,e,Ll,LATIN SMALL LETTER E,4495,7,"2013,2017,2020,2021,2022,2023,2024",143,17,16,1,2051,1539,728
kcg,Latn,kcg_Latn,Tyap,s,Ll,LATIN SMALL LETTER S,3782,7,"2013,2017,2020,2021,2022,2023,2024",198,29,18,4,1931,988,614
kcg,Latn,kcg_Latn,Tyap,w,Ll,LATIN SMALL LETTER W,3772,7,"2013,2017,2020,2021,2022,2023,2024",268,12,16,8,1860,1010,598
kcg,Latn,kcg_Latn,Tyap,o,Ll,LATIN SMALL LETTER O,3686,7,"2013,2017,2020,2021,2022,2023,2024",146,12,7,16,1793,1088,624
kcg,Latn,kcg_Latn,Tyap,h,Ll,LATIN SMALL LETTER H,3287,7,"2013,2017,2020,2021,2022,2023,2024",220,8,12,5,1645,902,495
kcg,Latn,kcg_Latn,Tyap,b,Ll,LATIN SMALL LETTER B,2830,7,"2013,2017,2020,2021,2022,2023,2024",109,40,7,7,1426,806,435
kcg,Latn,kcg_Latn,Tyap,d,Ll,LATIN SMALL LETTER D,2196,7,"2013,2017,2020,2021,2022,2023,2024",100,2,12,10,1055,680,337
kcg,Latn,kcg_Latn,Tyap,l,Ll,LATIN SMALL LETTER L,1917,6,"2013,2020,2021,2022,2023,2024",51,0,8,2,888,634,334
kcg,Latn,kcg_Latn,Tyap,r,Ll,LATIN SMALL LETTER R,1600,7,"2013,2017,2020,2021,2022,2023,2024",25,7,5,3,730,562,268
kcg,Latn,kcg_Latn,Tyap,",",Po,COMMA,1347,7,"2013,2017,2020,2021,2022,2023,2024",54,7,11,1,683,331,260
kcg,Latn,kcg_Latn,Tyap,p,Ll,LATIN SMALL LETTER P,1281,6,"2013,2017,2020,2022,2023,2024",43,1,4,0,605,368,260
