iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency
mhi,Latn,mhi_Latn,Ma'di, ,Zs,SPACE,15019,7,"2013,2017,2018,2019,2020,2021,2022",6096,3201,117,582,3827,355,841
mhi,Latn,mhi_Latn,Ma'di,i,Ll,LATIN SMALL LETTER I,9496,7,"2013,2017,2018,2019,2020,2021,2022",3565,1942,69,333,2702,284,601
mhi,Latn,mhi_Latn,Ma'di,a,Ll,LATIN SMALL LETTER A,8281,7,"2013,2017,2018,2019,2020,2021,2022",3226,1873,73,356,1951,272,530
mhi,Latn,mhi_Latn,Ma'di,r,Ll,LATIN SMALL LETTER R,4509,7,"2013,2017,2018,2019,2020,2021,2022",1823,882,28,105,1249,126,296
mhi,Latn,mhi_Latn,Ma'di,e,Ll,LATIN SMALL LETTER E,3404,7,"2013,2017,2018,2019,2020,2021,2022",1471,643,23,101,886,86,194
mhi,Latn,mhi_Latn,Ma'di,n,Ll,LATIN SMALL LETTER N,3371,7,"2013,2017,2018,2019,2020,2021,2022",1298,803,22,135,822,136,155
mhi,Latn,mhi_Latn,Ma'di,u,Ll,LATIN SMALL LETTER U,3316,7,"2013,2017,2018,2019,2020,2021,2022",1394,623,28,78,924,71,198
mhi,Latn,mhi_Latn,Ma'di,o,Ll,LATIN SMALL LETTER O,3156,7,"2013,2017,2018,2019,2020,2021,2022",1317,513,17,126,727,222,234
mhi,Latn,mhi_Latn,Ma'di,d,Ll,LATIN SMALL LETTER D,3129,7,"2013,2017,2018,2019,2020,2021,2022",1192,632,19,74,934,112,166
mhi,Latn,mhi_Latn,Ma'di,k,Ll,LATIN SMALL LETTER K,1739,7,"2013,2017,2018,2019,2020,2021,2022",737,272,11,57,453,67,142
mhi,Latn,mhi_Latn,Ma'di,l,Ll,LATIN SMALL LETTER L,1584,7,"2013,2017,2018,2019,2020,2021,2022",665,296,8,39,390,49,137
mhi,Latn,mhi_Latn,Ma'di,t,Ll,LATIN SMALL LETTER T,1561,7,"2013,2017,2018,2019,2020,2021,2022",662,250,14,75,367,53,140
mhi,Latn,mhi_Latn,Ma'di,s,Ll,LATIN SMALL LETTER S,1490,7,"2013,2017,2018,2019,2020,2021,2022",594,281,12,44,425,43,91
mhi,Latn,mhi_Latn,Ma'di,b,Ll,LATIN SMALL LETTER B,1201,7,"2013,2017,2018,2019,2020,2021,2022",442,217,12,43,353,51,83
mhi,Latn,mhi_Latn,Ma'di,g,Ll,LATIN SMALL LETTER G,1009,7,"2013,2017,2018,2019,2020,2021,2022",388,222,8,25,247,46,73
mhi,Latn,mhi_Latn,Ma'di,m,Ll,LATIN SMALL LETTER M,934,7,"2013,2017,2018,2019,2020,2021,2022",363,236,19,34,175,62,45
mhi,Latn,mhi_Latn,Ma'di,`,Sk,GRAVE ACCENT,833,2,"2013,2020",516,0,0,0,317,0,0
mhi,Latn,mhi_Latn,Ma'di,’,Pf,RIGHT SINGLE QUOTATION MARK,759,6,"2013,2017,2018,2019,2020,2022",76,574,10,90,1,0,8
mhi,Latn,mhi_Latn,Ma'di,.,Po,FULL STOP,709,7,"2013,2017,2018,2019,2020,2021,2022",296,179,8,12,140,36,38
mhi,Latn,mhi_Latn,Ma'di,j,Ll,LATIN SMALL LETTER J,652,6,"2013,2017,2018,2019,2020,2022",336,82,4,14,151,0,65
mhi,Latn,mhi_Latn,Ma'di,",",Po,COMMA,643,7,"2013,2017,2018,2019,2020,2021,2022",192,195,8,56,135,23,34
mhi,Latn,mhi_Latn,Ma'di,y,Ll,LATIN SMALL LETTER Y,608,7,"2013,2017,2018,2019,2020,2021,2022",298,136,3,6,101,36,28
mhi,Latn,mhi_Latn,Ma'di,z,Ll,LATIN SMALL LETTER Z,584,7,"2013,2017,2018,2019,2020,2021,2022",223,143,1,21,131,35,30
mhi,Latn,mhi_Latn,Ma'di,v,Ll,LATIN SMALL LETTER V,497,7,"2013,2017,2018,2019,2020,2021,2022",207,103,9,14,128,13,23
mhi,Latn,mhi_Latn,Ma'di,c,Ll,LATIN SMALL LETTER C,443,6,"2013,2017,2018,2019,2020,2022",206,67,2,4,93,0,71
mhi,Latn,mhi_Latn,Ma'di,w,Ll,LATIN SMALL LETTER W,438,7,"2013,2017,2018,2019,2020,2021,2022",191,61,5,4,106,26,45
mhi,Latn,mhi_Latn,Ma'di,p,Ll,LATIN SMALL LETTER P,339,7,"2013,2017,2018,2019,2020,2021,2022",136,83,4,8,69,10,29
mhi,Latn,mhi_Latn,Ma'di,R,Lu,LATIN CAPITAL LETTER R,307,7,"2013,2017,2018,2019,2020,2021,2022",116,80,3,6,62,19,21
mhi,Latn,mhi_Latn,Ma'di,A,Lu,LATIN CAPITAL LETTER A,270,7,"2013,2017,2018,2019,2020,2021,2022",100,48,5,23,36,12,46
mhi,Latn,mhi_Latn,Ma'di,Y,Lu,LATIN CAPITAL LETTER Y,230,7,"2013,2017,2018,2019,2020,2021,2022",92,28,4,17,74,1,14
mhi,Latn,mhi_Latn,Ma'di,h,Ll,LATIN SMALL LETTER H,230,6,"2013,2017,2018,2019,2020,2022",120,16,5,1,73,0,15
mhi,Latn,mhi_Latn,Ma'di,K,Lu,LATIN CAPITAL LETTER K,215,7,"2013,2017,2018,2019,2020,2021,2022",76,44,2,4,66,5,18
mhi,Latn,mhi_Latn,Ma'di,O,Lu,LATIN CAPITAL LETTER O,205,7,"2013,2017,2018,2019,2020,2021,2022",87,12,5,11,53,7,30
