iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency
ifa,Latn,ifa_Latn,Amganad Ifugao, ,Zs,SPACE,6179,4,"2017,2018,2019,2020",64,1147,4359,609
ifa,Latn,ifa_Latn,Amganad Ifugao,a,Ll,LATIN SMALL LETTER A,6138,4,"2017,2018,2019,2020",63,1089,4387,599
ifa,Latn,ifa_Latn,Amganad Ifugao,n,Ll,LATIN SMALL LETTER N,4249,4,"2017,2018,2019,2020",39,775,3030,405
ifa,Latn,ifa_Latn,Amganad Ifugao,i,Ll,LATIN SMALL LETTER I,2603,4,"2017,2018,2019,2020",33,528,1790,252
ifa,Latn,ifa_Latn,Amganad Ifugao,u,Ll,LATIN SMALL LETTER U,1790,4,"2017,2018,2019,2020",19,289,1332,150
ifa,Latn,ifa_Latn,Amganad Ifugao,d,Ll,LATIN SMALL LETTER D,1696,4,"2017,2018,2019,2020",19,247,1238,192
ifa,Latn,ifa_Latn,Amganad Ifugao,h,Ll,LATIN SMALL LETTER H,1409,4,"2017,2018,2019,2020",18,263,1024,104
ifa,Latn,ifa_Latn,Amganad Ifugao,t,Ll,LATIN SMALL LETTER T,1396,4,"2017,2018,2019,2020",18,249,1005,124
ifa,Latn,ifa_Latn,Amganad Ifugao,o,Ll,LATIN SMALL LETTER O,1280,4,"2017,2018,2019,2020",13,253,915,99
ifa,Latn,ifa_Latn,Amganad Ifugao,y,Ll,LATIN SMALL LETTER Y,1231,4,"2017,2018,2019,2020",8,224,894,105
ifa,Latn,ifa_Latn,Amganad Ifugao,m,Ll,LATIN SMALL LETTER M,1194,4,"2017,2018,2019,2020",23,211,864,96
ifa,Latn,ifa_Latn,Amganad Ifugao,l,Ll,LATIN SMALL LETTER L,880,4,"2017,2018,2019,2020",11,168,606,95
ifa,Latn,ifa_Latn,Amganad Ifugao,g,Ll,LATIN SMALL LETTER G,842,4,"2017,2018,2019,2020",6,161,586,89
ifa,Latn,ifa_Latn,Amganad Ifugao,',Po,APOSTROPHE,729,4,"2017,2018,2019,2020",6,160,495,68
ifa,Latn,ifa_Latn,Amganad Ifugao,e,Ll,LATIN SMALL LETTER E,670,4,"2017,2018,2019,2020",4,138,452,76
ifa,Latn,ifa_Latn,Amganad Ifugao,p,Ll,LATIN SMALL LETTER P,662,4,"2017,2018,2019,2020",8,102,487,65
ifa,Latn,ifa_Latn,Amganad Ifugao,b,Ll,LATIN SMALL LETTER B,531,4,"2017,2018,2019,2020",13,82,363,73
ifa,Latn,ifa_Latn,Amganad Ifugao,s,Ll,LATIN SMALL LETTER S,402,3,"2018,2019,2020",0,86,285,31
ifa,Latn,ifa_Latn,Amganad Ifugao,.,Po,FULL STOP,357,4,"2017,2018,2019,2020",5,58,262,32
ifa,Latn,ifa_Latn,Amganad Ifugao,w,Ll,LATIN SMALL LETTER W,300,4,"2017,2018,2019,2020",4,63,212,21
ifa,Latn,ifa_Latn,Amganad Ifugao,k,Ll,LATIN SMALL LETTER K,174,4,"2017,2018,2019,2020",1,35,119,19
ifa,Latn,ifa_Latn,Amganad Ifugao,A,Lu,LATIN CAPITAL LETTER A,162,4,"2017,2018,2019,2020",1,31,117,13
ifa,Latn,ifa_Latn,Amganad Ifugao,1,Nd,DIGIT ONE,156,3,"2018,2019,2020",0,20,118,18
ifa,Latn,ifa_Latn,Amganad Ifugao,J,Lu,LATIN CAPITAL LETTER J,156,3,"2018,2019,2020",0,39,111,6
ifa,Latn,ifa_Latn,Amganad Ifugao,Y,Lu,LATIN CAPITAL LETTER Y,147,4,"2017,2018,2019,2020",4,23,109,11
ifa,Latn,ifa_Latn,Amganad Ifugao,r,Ll,LATIN SMALL LETTER R,117,3,"2018,2019,2020",0,29,70,18
ifa,Latn,ifa_Latn,Amganad Ifugao,H,Lu,LATIN CAPITAL LETTER H,116,3,"2018,2019,2020",0,27,75,14
ifa,Latn,ifa_Latn,Amganad Ifugao,T,Lu,LATIN CAPITAL LETTER T,115,3,"2018,2019,2020",0,22,82,11
ifa,Latn,ifa_Latn,Amganad Ifugao,",",Po,COMMA,114,4,"2017,2018,2019,2020",1,36,59,18
ifa,Latn,ifa_Latn,Amganad Ifugao,D,Lu,LATIN CAPITAL LETTER D,109,3,"2018,2019,2020",0,26,74,9
ifa,Latn,ifa_Latn,Amganad Ifugao,2,Nd,DIGIT TWO,108,3,"2018,2019,2020",0,17,85,6
ifa,Latn,ifa_Latn,Amganad Ifugao,M,Lu,LATIN CAPITAL LETTER M,93,3,"2018,2019,2020",0,16,70,7
ifa,Latn,ifa_Latn,Amganad Ifugao,3,Nd,DIGIT THREE,78,3,"2018,2019,2020",0,19,57,2
ifa,Latn,ifa_Latn,Amganad Ifugao,O,Lu,LATIN CAPITAL LETTER O,67,3,"2018,2019,2020",0,13,49,5
ifa,Latn,ifa_Latn,Amganad Ifugao,N,Lu,LATIN CAPITAL LETTER N,64,3,"2018,2019,2020",0,16,36,12
ifa,Latn,ifa_Latn,Amganad Ifugao,4,Nd,DIGIT FOUR,63,3,"2018,2019,2020",0,16,45,2
ifa,Latn,ifa_Latn,Amganad Ifugao,I,Lu,LATIN CAPITAL LETTER I,50,3,"2018,2019,2020",0,18,20,12
ifa,Latn,ifa_Latn,Amganad Ifugao,6,Nd,DIGIT SIX,39,3,"2018,2019,2020",0,6,31,2
ifa,Latn,ifa_Latn,Amganad Ifugao,5,Nd,DIGIT FIVE,38,3,"2018,2019,2020",0,7,29,2
ifa,Latn,ifa_Latn,Amganad Ifugao,0,Nd,DIGIT ZERO,34,3,"2018,2019,2020",0,5,27,2
ifa,Latn,ifa_Latn,Amganad Ifugao,8,Nd,DIGIT EIGHT,34,3,"2018,2019,2020",0,7,24,3
ifa,Latn,ifa_Latn,Amganad Ifugao,P,Lu,LATIN CAPITAL LETTER P,32,3,"2018,2019,2020",0,18,12,2
ifa,Latn,ifa_Latn,Amganad Ifugao,9,Nd,DIGIT NINE,32,3,"2018,2019,2020",0,5,23,4
ifa,Latn,ifa_Latn,Amganad Ifugao,7,Nd,DIGIT SEVEN,31,3,"2018,2019,2020",0,6,19,6
ifa,Latn,ifa_Latn,Amganad Ifugao,:,Po,COLON,31,3,"2018,2019,2020",0,4,23,4
ifa,Latn,ifa_Latn,Amganad Ifugao,E,Lu,LATIN CAPITAL LETTER E,30,3,"2018,2019,2020",0,5,11,14
ifa,Latn,ifa_Latn,Amganad Ifugao,"""",Po,QUOTATION MARK,29,3,"2017,2018,2019",1,9,19,0
