iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2016_frequency,year_2017_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
syl,Latn,syl_Latn,Sylheti, ,Zs,SPACE,13676,8,"2016,2017,2019,2020,2021,2022,2023,2024",91,134,572,938,5955,1071,2976,1939
syl,Latn,syl_Latn,Sylheti,a,Ll,LATIN SMALL LETTER A,8455,8,"2016,2017,2019,2020,2021,2022,2023,2024",61,85,276,568,4274,69,1584,1538
syl,Latn,syl_Latn,Sylheti,o,Ll,LATIN SMALL LETTER O,4933,8,"2016,2017,2019,2020,2021,2022,2023,2024",30,58,153,388,2601,87,470,1146
syl,Latn,syl_Latn,Sylheti,i,Ll,LATIN SMALL LETTER I,4737,8,"2016,2017,2019,2020,2021,2022,2023,2024",26,41,161,354,2349,68,873,865
syl,Latn,syl_Latn,Sylheti,r,Ll,LATIN SMALL LETTER R,4129,8,"2016,2017,2019,2020,2021,2022,2023,2024",26,24,123,286,2429,72,344,825
syl,Latn,syl_Latn,Sylheti,e,Ll,LATIN SMALL LETTER E,3608,8,"2016,2017,2019,2020,2021,2022,2023,2024",24,23,121,171,1501,52,1124,592
syl,Latn,syl_Latn,Sylheti,n,Ll,LATIN SMALL LETTER N,3334,8,"2016,2017,2019,2020,2021,2022,2023,2024",18,41,117,221,2123,72,213,529
syl,Latn,syl_Latn,Sylheti,l,Ll,LATIN SMALL LETTER L,2522,8,"2016,2017,2019,2020,2021,2022,2023,2024",23,17,79,148,1505,56,215,479
syl,Latn,syl_Latn,Sylheti,b,Ll,LATIN SMALL LETTER B,2255,8,"2016,2017,2019,2020,2021,2022,2023,2024",10,11,59,101,584,41,1184,265
syl,Latn,syl_Latn,Sylheti,t,Ll,LATIN SMALL LETTER T,2204,8,"2016,2017,2019,2020,2021,2022,2023,2024",19,10,104,168,1241,76,193,393
syl,Latn,syl_Latn,Sylheti,m,Ll,LATIN SMALL LETTER M,1972,8,"2016,2017,2019,2020,2021,2022,2023,2024",11,44,54,142,1146,49,93,433
syl,Latn,syl_Latn,Sylheti,c,Ll,LATIN SMALL LETTER C,1712,8,"2016,2017,2019,2020,2021,2022,2023,2024",7,1,12,81,454,214,927,16
syl,Latn,syl_Latn,Sylheti,h,Ll,LATIN SMALL LETTER H,1703,8,"2016,2017,2019,2020,2021,2022,2023,2024",6,21,69,140,491,56,694,226
syl,Latn,syl_Latn,Sylheti,u,Ll,LATIN SMALL LETTER U,1610,8,"2016,2017,2019,2020,2021,2022,2023,2024",16,7,58,120,819,48,153,389
syl,Latn,syl_Latn,Sylheti,g,Ll,LATIN SMALL LETTER G,1597,8,"2016,2017,2019,2020,2021,2022,2023,2024",18,8,38,102,341,45,931,114
