iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2018_frequency,year_2019_frequency
mhl,Latn,mhl_Latn,Mauwake, ,Zs,SPACE,241120,2,"2018,2019",239503,1617
mhl,Latn,mhl_Latn,Mauwake,a,Ll,LATIN SMALL LETTER A,210931,2,"2018,2019",209382,1549
mhl,Latn,mhl_Latn,Mauwake,i,Ll,LATIN SMALL LETTER I,133797,2,"2018,2019",132944,853
mhl,Latn,mhl_Latn,Mauwake,e,Ll,LATIN SMALL LETTER E,122573,2,"2018,2019",121705,868
mhl,Latn,mhl_Latn,Mauwake,n,Ll,LATIN SMALL LETTER N,99868,2,"2018,2019",99186,682
mhl,Latn,mhl_Latn,Mauwake,k,Ll,LATIN SMALL LETTER K,82451,2,"2018,2019",81777,674
mhl,Latn,mhl_Latn,Mauwake,o,Ll,LATIN SMALL LETTER O,76111,2,"2018,2019",75646,465
mhl,Latn,mhl_Latn,Mauwake,m,Ll,LATIN SMALL LETTER M,70707,2,"2018,2019",70167,540
mhl,Latn,mhl_Latn,Mauwake,r,Ll,LATIN SMALL LETTER R,56202,2,"2018,2019",55860,342
mhl,Latn,mhl_Latn,Mauwake,w,Ll,LATIN SMALL LETTER W,52882,2,"2018,2019",52602,280
mhl,Latn,mhl_Latn,Mauwake,u,Ll,LATIN SMALL LETTER U,47265,2,"2018,2019",46804,461
mhl,Latn,mhl_Latn,Mauwake,p,Ll,LATIN SMALL LETTER P,42258,2,"2018,2019",41949,309
mhl,Latn,mhl_Latn,Mauwake,s,Ll,LATIN SMALL LETTER S,39559,2,"2018,2019",39345,214
mhl,Latn,mhl_Latn,Mauwake,t,Ll,LATIN SMALL LETTER T,18731,2,"2018,2019",18660,71
mhl,Latn,mhl_Latn,Mauwake,.,Po,FULL STOP,17943,2,"2018,2019",17801,142
mhl,Latn,mhl_Latn,Mauwake,-,Pd,HYPHEN-MINUS,17080,2,"2018,2019",16934,146
mhl,Latn,mhl_Latn,Mauwake,y,Ll,LATIN SMALL LETTER Y,16771,2,"2018,2019",16661,110
mhl,Latn,mhl_Latn,Mauwake,l,Ll,LATIN SMALL LETTER L,13991,2,"2018,2019",13919,72
mhl,Latn,mhl_Latn,Mauwake,",",Po,COMMA,13088,2,"2018,2019",12967,121
mhl,Latn,mhl_Latn,Mauwake,f,Ll,LATIN SMALL LETTER F,12179,2,"2018,2019",12111,68
mhl,Latn,mhl_Latn,Mauwake,N,Lu,LATIN CAPITAL LETTER N,10093,2,"2018,2019",10024,69
mhl,Latn,mhl_Latn,Mauwake,h,Ll,LATIN SMALL LETTER H,10082,2,"2018,2019",10077,5
mhl,Latn,mhl_Latn,Mauwake,M,Lu,LATIN CAPITAL LETTER M,9978,2,"2018,2019",9870,108
mhl,Latn,mhl_Latn,Mauwake,d,Ll,LATIN SMALL LETTER D,6598,2,"2018,2019",6585,13
mhl,Latn,mhl_Latn,Mauwake,b,Ll,LATIN SMALL LETTER B,5315,2,"2018,2019",5285,30
mhl,Latn,mhl_Latn,Mauwake,1,Nd,DIGIT ONE,4516,2,"2018,2019",4479,37
mhl,Latn,mhl_Latn,Mauwake,c,Ll,LATIN SMALL LETTER C,4433,1,2018,4433,0
