iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency
noa,Latn,noa_Latn,Woun Meu,a,Ll,LATIN SMALL LETTER A,215194,8,"2013,2014,2017,2018,2019,2020,2021,2022",8546,794,1395,1573,127731,14786,59728,641
noa,Latn,noa_Latn,Woun Meu, ,Zs,SPACE,207881,8,"2013,2014,2017,2018,2019,2020,2021,2022",8418,721,3560,1425,122050,14549,56496,662
noa,Latn,noa_Latn,Woun Meu,h,Ll,LATIN SMALL LETTER H,85783,8,"2013,2014,2017,2018,2019,2020,2021,2022",3842,328,1047,440,49260,5388,25198,280
noa,Latn,noa_Latn,Woun Meu,i,Ll,LATIN SMALL LETTER I,84472,8,"2013,2014,2017,2018,2019,2020,2021,2022",3351,333,1301,636,50392,5975,22203,281
noa,Latn,noa_Latn,Woun Meu,m,Ll,LATIN SMALL LETTER M,72382,8,"2013,2014,2017,2018,2019,2020,2021,2022",2952,224,470,464,43642,4986,19434,210
noa,Latn,noa_Latn,Woun Meu,r,Ll,LATIN SMALL LETTER R,59292,8,"2013,2014,2017,2018,2019,2020,2021,2022",2133,221,604,491,35575,4232,15853,183
noa,Latn,noa_Latn,Woun Meu,u,Ll,LATIN SMALL LETTER U,53977,8,"2013,2014,2017,2018,2019,2020,2021,2022",2161,113,1051,386,31711,3756,14632,167
noa,Latn,noa_Latn,Woun Meu,e,Ll,LATIN SMALL LETTER E,48401,8,"2013,2014,2017,2018,2019,2020,2021,2022",2059,151,1155,339,28865,3342,12360,130
noa,Latn,noa_Latn,Woun Meu,j,Ll,LATIN SMALL LETTER J,41229,8,"2013,2014,2017,2018,2019,2020,2021,2022",1716,153,221,268,24998,2863,10901,109
noa,Latn,noa_Latn,Woun Meu,n,Ll,LATIN SMALL LETTER N,39401,8,"2013,2014,2017,2018,2019,2020,2021,2022",1525,109,864,252,22877,2703,10935,136
noa,Latn,noa_Latn,Woun Meu,g,Ll,LATIN SMALL LETTER G,38231,8,"2013,2014,2017,2018,2019,2020,2021,2022",1574,97,753,281,22699,2658,10068,101
noa,Latn,noa_Latn,Woun Meu,c,Ll,LATIN SMALL LETTER C,32757,8,"2013,2014,2017,2018,2019,2020,2021,2022",1326,124,228,231,19090,2250,9397,111
noa,Latn,noa_Latn,Woun Meu,k,Ll,LATIN SMALL LETTER K,30620,8,"2013,2014,2017,2018,2019,2020,2021,2022",1351,54,36,153,17525,2218,9156,127
