iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
cab,Latn,cab_Latn,Garifuna, ,Zs,SPACE,770454,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",141941,9118,26876,477052,63458,2776,8111,19483,1882,18420,1337
cab,Latn,cab_Latn,Garifuna,a,Ll,LATIN SMALL LETTER A,708740,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",136672,8374,23519,439043,56755,2203,7075,16900,1545,15553,1101
cab,Latn,cab_Latn,Garifuna,i,Ll,LATIN SMALL LETTER I,485844,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",92590,5408,13860,307484,38774,1440,3927,9554,1160,10899,748
cab,Latn,cab_Latn,Garifuna,u,Ll,LATIN SMALL LETTER U,482603,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",104753,6162,9989,300240,37562,1839,3006,6766,1111,10626,549
cab,Latn,cab_Latn,Garifuna,n,Ll,LATIN SMALL LETTER N,385367,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",73535,4638,12428,238827,31642,1442,3853,8875,900,8585,642
cab,Latn,cab_Latn,Garifuna,e,Ll,LATIN SMALL LETTER E,265783,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",47117,3194,11418,162199,21591,942,3393,8583,713,6028,605
cab,Latn,cab_Latn,Garifuna,l,Ll,LATIN SMALL LETTER L,262154,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",52596,3560,7401,161202,21756,1085,2255,5332,709,5895,363
cab,Latn,cab_Latn,Garifuna,r,Ll,LATIN SMALL LETTER R,219550,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",40486,2737,9344,132668,17961,896,2789,6789,557,4810,513
cab,Latn,cab_Latn,Garifuna,g,Ll,LATIN SMALL LETTER G,212551,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",49777,3151,3484,129580,16908,1041,1049,2102,539,4696,224
cab,Latn,cab_Latn,Garifuna,d,Ll,LATIN SMALL LETTER D,151866,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",24238,1471,6454,95688,13012,517,1841,4573,337,3420,315
cab,Latn,cab_Latn,Garifuna,b,Ll,LATIN SMALL LETTER B,147429,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",34662,2149,2903,88599,11682,557,992,2115,338,3291,141
cab,Latn,cab_Latn,Garifuna,h,Ll,LATIN SMALL LETTER H,134879,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",30827,1528,1914,85631,9917,152,613,1135,188,2884,90
cab,Latn,cab_Latn,Garifuna,m,Ll,LATIN SMALL LETTER M,118635,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",19996,1366,3964,75918,9665,502,1262,2887,258,2630,187
cab,Latn,cab_Latn,Garifuna,t,Ll,LATIN SMALL LETTER T,114085,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",18416,1240,5618,70263,9385,363,1618,4221,306,2351,304
cab,Latn,cab_Latn,Garifuna,s,Ll,LATIN SMALL LETTER S,113530,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",18202,1218,6604,68237,9213,356,1825,4840,306,2447,282
cab,Latn,cab_Latn,Garifuna,ü,Ll,LATIN SMALL LETTER U WITH DIAERESIS,87688,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",18867,1168,1699,55286,7210,286,427,941,142,1596,66
cab,Latn,cab_Latn,Garifuna,o,Ll,LATIN SMALL LETTER O,74837,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",6999,666,6545,44232,6512,166,2037,5314,263,1811,292
cab,Latn,cab_Latn,Garifuna,w,Ll,LATIN SMALL LETTER W,71283,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",8826,653,1601,49750,6384,259,451,1230,159,1888,82
cab,Latn,cab_Latn,Garifuna,ñ,Ll,LATIN SMALL LETTER N WITH TILDE,68663,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",17703,1066,851,41455,4919,305,283,474,179,1395,33
cab,Latn,cab_Latn,Garifuna,í,Ll,LATIN SMALL LETTER I WITH ACUTE,52789,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",9612,950,643,33639,5124,573,306,385,220,1323,14
cab,Latn,cab_Latn,Garifuna,á,Ll,LATIN SMALL LETTER A WITH ACUTE,51973,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",10393,1083,548,31775,5151,693,370,390,244,1307,19
cab,Latn,cab_Latn,Garifuna,.,Po,FULL STOP,49636,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",7649,570,1188,33206,4101,149,283,847,140,1412,91
cab,Latn,cab_Latn,Garifuna,",",Po,COMMA,49000,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",13395,788,2099,25324,3580,250,632,1649,162,1025,96
cab,Latn,cab_Latn,Garifuna,f,Ll,LATIN SMALL LETTER F,36328,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",7284,466,968,22422,2977,147,338,794,105,775,52
cab,Latn,cab_Latn,Garifuna,c,Ll,LATIN SMALL LETTER C,30221,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",3430,272,3380,16030,2407,140,1046,2500,141,718,157
cab,Latn,cab_Latn,Garifuna,k,Ll,LATIN SMALL LETTER K,28039,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",3764,184,2276,16475,2303,6,599,1711,41,591,89
cab,Latn,cab_Latn,Garifuna,é,Ll,LATIN SMALL LETTER E WITH ACUTE,26614,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",5657,357,451,16669,2220,153,151,320,62,569,5
cab,Latn,cab_Latn,Garifuna,A,Lu,LATIN CAPITAL LETTER A,25233,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",2783,169,670,17770,2259,25,102,503,23,911,18
cab,Latn,cab_Latn,Garifuna,ú,Ll,LATIN SMALL LETTER U WITH ACUTE,23448,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",4880,628,136,13597,2657,513,151,136,139,602,9
cab,Latn,cab_Latn,Garifuna,y,Ll,LATIN SMALL LETTER Y,22279,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",3907,310,1052,13398,1823,95,276,740,66,562,50
cab,Latn,cab_Latn,Garifuna,1,Nd,DIGIT ONE,20762,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",3137,219,596,13860,1729,69,115,376,43,565,53
cab,Latn,cab_Latn,Garifuna,H,Lu,LATIN CAPITAL LETTER H,18788,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",2979,109,495,12774,1522,6,86,267,18,526,6
cab,Latn,cab_Latn,Garifuna,p,Ll,LATIN SMALL LETTER P,16724,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",1218,122,2074,9214,1277,19,686,1556,53,452,53
cab,Latn,cab_Latn,Garifuna,L,Lu,LATIN CAPITAL LETTER L,15786,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",2171,179,639,10329,1307,51,96,411,51,511,41
cab,Latn,cab_Latn,Garifuna,ó,Ll,LATIN SMALL LETTER O WITH ACUTE,15450,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",2846,148,621,9542,1270,27,181,458,27,305,25
cab,Latn,cab_Latn,Garifuna,B,Lu,LATIN CAPITAL LETTER B,15250,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",2831,185,243,9674,1389,83,63,197,41,521,23
cab,Latn,cab_Latn,Garifuna,:,Po,COLON,13048,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",2079,72,171,9143,1051,1,24,98,14,393,2
cab,Latn,cab_Latn,Garifuna,2,Nd,DIGIT TWO,12157,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",2355,147,317,7856,871,33,45,178,43,290,22
cab,Latn,cab_Latn,Garifuna,I,Lu,LATIN CAPITAL LETTER I,9870,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",261,34,337,7452,1061,7,51,181,22,452,12
cab,Latn,cab_Latn,Garifuna,S,Lu,LATIN CAPITAL LETTER S,9769,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",1432,90,540,5996,843,15,100,408,24,294,27
cab,Latn,cab_Latn,Garifuna,M,Lu,LATIN CAPITAL LETTER M,9084,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",1139,134,595,5581,736,33,83,430,25,290,38
