iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2022_frequency
pss,Latn,pss_Latn,Kaulong, ,Zs,SPACE,863,1,2022,863
pss,Latn,pss_Latn,Kaulong,a,Ll,LATIN SMALL LETTER A,496,1,2022,496
pss,Latn,pss_Latn,Kaulong,i,Ll,LATIN SMALL LETTER I,266,1,2022,266
pss,Latn,pss_Latn,Kaulong,n,Ll,LATIN SMALL LETTER N,266,1,2022,266
pss,Latn,pss_Latn,Kaulong,o,Ll,LATIN SMALL LETTER O,196,1,2022,196
pss,Latn,pss_Latn,Kaulong,k,Ll,LATIN SMALL LETTER K,195,1,2022,195
pss,Latn,pss_Latn,Kaulong,e,Ll,LATIN SMALL LETTER E,180,1,2022,180
pss,Latn,pss_Latn,Kaulong,m,Ll,LATIN SMALL LETTER M,170,1,2022,170
pss,Latn,pss_Latn,Kaulong,t,Ll,LATIN SMALL LETTER T,168,1,2022,168
pss,Latn,pss_Latn,Kaulong,u,Ll,LATIN SMALL LETTER U,137,1,2022,137
pss,Latn,pss_Latn,Kaulong,s,Ll,LATIN SMALL LETTER S,122,1,2022,122
pss,Latn,pss_Latn,Kaulong,l,Ll,LATIN SMALL LETTER L,76,1,2022,76
pss,Latn,pss_Latn,Kaulong,w,Ll,LATIN SMALL LETTER W,72,1,2022,72
pss,Latn,pss_Latn,Kaulong,p,Ll,LATIN SMALL LETTER P,71,1,2022,71
pss,Latn,pss_Latn,Kaulong,.,Po,FULL STOP,69,1,2022,69
pss,Latn,pss_Latn,Kaulong,h,Ll,LATIN SMALL LETTER H,62,1,2022,62
pss,Latn,pss_Latn,Kaulong,y,Ll,LATIN SMALL LETTER Y,59,1,2022,59
pss,Latn,pss_Latn,Kaulong,M,Lu,LATIN CAPITAL LETTER M,58,1,2022,58
pss,Latn,pss_Latn,Kaulong,g,Ll,LATIN SMALL LETTER G,48,1,2022,48
pss,Latn,pss_Latn,Kaulong,Y,Lu,LATIN CAPITAL LETTER Y,39,1,2022,39
pss,Latn,pss_Latn,Kaulong,r,Ll,LATIN SMALL LETTER R,38,1,2022,38
pss,Latn,pss_Latn,Kaulong,1,Nd,DIGIT ONE,30,1,2022,30
pss,Latn,pss_Latn,Kaulong,A,Lu,LATIN CAPITAL LETTER A,24,1,2022,24
pss,Latn,pss_Latn,Kaulong,b,Ll,LATIN SMALL LETTER B,23,1,2022,23
pss,Latn,pss_Latn,Kaulong,2,Nd,DIGIT TWO,18,1,2022,18
pss,Latn,pss_Latn,Kaulong,S,Lu,LATIN CAPITAL LETTER S,15,1,2022,15
pss,Latn,pss_Latn,Kaulong,E,Lu,LATIN CAPITAL LETTER E,12,1,2022,12
pss,Latn,pss_Latn,Kaulong,K,Lu,LATIN CAPITAL LETTER K,12,1,2022,12
pss,Latn,pss_Latn,Kaulong,H,Lu,LATIN CAPITAL LETTER H,11,1,2022,11
pss,Latn,pss_Latn,Kaulong,d,Ll,LATIN SMALL LETTER D,9,1,2022,9
pss,Latn,pss_Latn,Kaulong,B,Lu,LATIN CAPITAL LETTER B,8,1,2022,8
pss,Latn,pss_Latn,Kaulong,D,Lu,LATIN CAPITAL LETTER D,7,1,2022,7
pss,Latn,pss_Latn,Kaulong,3,Nd,DIGIT THREE,7,1,2022,7
pss,Latn,pss_Latn,Kaulong,4,Nd,DIGIT FOUR,7,1,2022,7
pss,Latn,pss_Latn,Kaulong,T,Lu,LATIN CAPITAL LETTER T,6,1,2022,6
pss,Latn,pss_Latn,Kaulong,P,Lu,LATIN CAPITAL LETTER P,5,1,2022,5
pss,Latn,pss_Latn,Kaulong,I,Lu,LATIN CAPITAL LETTER I,5,1,2022,5
pss,Latn,pss_Latn,Kaulong,7,Nd,DIGIT SEVEN,4,1,2022,4
pss,Latn,pss_Latn,Kaulong,6,Nd,DIGIT SIX,4,1,2022,4
pss,Latn,pss_Latn,Kaulong,O,Lu,LATIN CAPITAL LETTER O,4,1,2022,4
pss,Latn,pss_Latn,Kaulong,R,Lu,LATIN CAPITAL LETTER R,4,1,2022,4
pss,Latn,pss_Latn,Kaulong,5,Nd,DIGIT FIVE,4,1,2022,4
pss,Latn,pss_Latn,Kaulong,#,Po,NUMBER SIGN,4,1,2022,4
pss,Latn,pss_Latn,Kaulong,-,Pd,HYPHEN-MINUS,3,1,2022,3
pss,Latn,pss_Latn,Kaulong,8,Nd,DIGIT EIGHT,3,1,2022,3
pss,Latn,pss_Latn,Kaulong,",",Po,COMMA,3,1,2022,3
pss,Latn,pss_Latn,Kaulong,“,Pi,LEFT DOUBLE QUOTATION MARK,3,1,2022,3
pss,Latn,pss_Latn,Kaulong,”,Pf,RIGHT DOUBLE QUOTATION MARK,3,1,2022,3
pss,Latn,pss_Latn,Kaulong,),Pe,RIGHT PARENTHESIS,2,1,2022,2
pss,Latn,pss_Latn,Kaulong,N,Lu,LATIN CAPITAL LETTER N,2,1,2022,2
pss,Latn,pss_Latn,Kaulong,L,Lu,LATIN CAPITAL LETTER L,2,1,2022,2
pss,Latn,pss_Latn,Kaulong,U,Lu,LATIN CAPITAL LETTER U,2,1,2022,2
pss,Latn,pss_Latn,Kaulong,9,Nd,DIGIT NINE,2,1,2022,2
pss,Latn,pss_Latn,Kaulong,0,Nd,DIGIT ZERO,2,1,2022,2
pss,Latn,pss_Latn,Kaulong,(,Ps,LEFT PARENTHESIS,2,1,2022,2
pss,Latn,pss_Latn,Kaulong,W,Lu,LATIN CAPITAL LETTER W,2,1,2022,2
