iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
hns,Latn,hns_Latn,Caribbean Hindustani, ,Zs,SPACE,105150,10,"2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",2464,149,1357,1437,5328,21673,61562,5690,951,4539
hns,Latn,hns_Latn,Caribbean Hindustani,a,Ll,LATIN SMALL LETTER A,72404,10,"2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",2276,142,896,1031,3995,21142,34218,2980,762,4962
hns,Latn,hns_Latn,Caribbean Hindustani,e,Ll,LATIN SMALL LETTER E,38761,10,"2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",1350,43,479,671,1965,12710,16795,1384,343,3021
hns,Latn,hns_Latn,Caribbean Hindustani,i,Ll,LATIN SMALL LETTER I,23085,10,"2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",861,50,521,447,1578,7366,9248,1161,302,1551
hns,Latn,hns_Latn,Caribbean Hindustani,h,Ll,LATIN SMALL LETTER H,22866,10,"2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",737,72,438,372,1461,5739,11497,1098,346,1106
hns,Latn,hns_Latn,Caribbean Hindustani,k,Ll,LATIN SMALL LETTER K,19213,10,"2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",423,29,298,368,1421,5456,8936,885,198,1199
hns,Latn,hns_Latn,Caribbean Hindustani,r,Ll,LATIN SMALL LETTER R,16915,10,"2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",587,34,216,275,1358,5413,6917,738,221,1156
hns,Latn,hns_Latn,Caribbean Hindustani,o,Ll,LATIN SMALL LETTER O,15619,10,"2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",768,15,173,371,832,4450,7113,728,159,1010
hns,Latn,hns_Latn,Caribbean Hindustani,n,Ll,LATIN SMALL LETTER N,14992,10,"2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",537,19,256,267,962,2918,8286,966,149,632
hns,Latn,hns_Latn,Caribbean Hindustani,s,Ll,LATIN SMALL LETTER S,14405,10,"2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",566,8,116,293,939,4419,6154,749,101,1060
hns,Latn,hns_Latn,Caribbean Hindustani,t,Ll,LATIN SMALL LETTER T,13358,10,"2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",560,15,122,277,587,4069,5916,770,179,863
hns,Latn,hns_Latn,Caribbean Hindustani,l,Ll,LATIN SMALL LETTER L,9046,10,"2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",266,15,108,195,696,3226,3317,437,137,649
hns,Latn,hns_Latn,Caribbean Hindustani,ा,Mc,DEVANAGARI VOWEL SIGN AA,8987,4,"2017,2021,2022,2023",0,0,52,0,0,0,8272,655,8,0
hns,Latn,hns_Latn,Caribbean Hindustani,क,Lo,DEVANAGARI LETTER KA,8522,4,"2017,2021,2022,2023",0,0,22,0,0,0,7901,591,8,0
hns,Latn,hns_Latn,Caribbean Hindustani,b,Ll,LATIN SMALL LETTER B,8434,10,"2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",322,7,108,174,650,2813,3272,314,82,692
hns,Latn,hns_Latn,Caribbean Hindustani,m,Ll,LATIN SMALL LETTER M,8361,10,"2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",284,22,276,188,640,2753,3191,346,113,548
