iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2015_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency
tzj,Latn,tzj_Latn,Tz'utujil, ,Zs,SPACE,606092,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",306323,262632,4597,6364,2762,1845,8396,1569,2404,8139,1061
tzj,Latn,tzj_Latn,Tz'utujil,a,Ll,LATIN SMALL LETTER A,427265,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",214222,186421,3192,4400,1989,1505,6009,1360,1726,5640,801
tzj,Latn,tzj_Latn,Tz'utujil,i,Ll,LATIN SMALL LETTER I,210196,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",105265,91272,2017,2656,1229,847,2716,791,879,2115,409
tzj,Latn,tzj_Latn,Tz'utujil,n,Ll,LATIN SMALL LETTER N,205167,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",102677,89552,1408,1949,861,659,3249,400,811,3257,344
tzj,Latn,tzj_Latn,Tz'utujil,c,Ll,LATIN SMALL LETTER C,195944,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",98310,86480,1347,1786,621,259,2864,229,689,3075,284
tzj,Latn,tzj_Latn,Tz'utujil,e,Ll,LATIN SMALL LETTER E,190468,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",96080,82244,1084,1764,847,591,3288,577,687,3075,231
tzj,Latn,tzj_Latn,Tz'utujil,',Po,APOSTROPHE,177350,10,"2013,2014,2015,2016,2017,2018,2019,2021,2022,2023",88959,79406,1239,1678,507,6,2286,0,253,2691,325
tzj,Latn,tzj_Latn,Tz'utujil,j,Ll,LATIN SMALL LETTER J,172049,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",85675,75648,1443,1932,939,460,2401,442,674,2075,360
tzj,Latn,tzj_Latn,Tz'utujil,r,Ll,LATIN SMALL LETTER R,131233,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",66948,56535,990,1309,493,356,1879,254,559,1662,248
tzj,Latn,tzj_Latn,Tz'utujil,t,Ll,LATIN SMALL LETTER T,124150,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",62695,53649,877,1314,533,389,1858,363,485,1751,236
tzj,Latn,tzj_Latn,Tz'utujil,o,Ll,LATIN SMALL LETTER O,120901,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",61796,51399,912,1384,550,538,1772,448,371,1515,216
tzj,Latn,tzj_Latn,Tz'utujil,u,Ll,LATIN SMALL LETTER U,119923,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",60403,52069,846,1229,492,388,1876,296,445,1663,216
tzj,Latn,tzj_Latn,Tz'utujil,l,Ll,LATIN SMALL LETTER L,88385,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",44983,37853,461,789,386,307,1451,332,314,1326,183
tzj,Latn,tzj_Latn,Tz'utujil,h,Ll,LATIN SMALL LETTER H,86759,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",43759,37625,614,799,375,195,1375,177,341,1379,120
tzj,Latn,tzj_Latn,Tz'utujil,k,Ll,LATIN SMALL LETTER K,78342,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",39261,33802,484,754,358,384,1244,392,324,1217,122
tzj,Latn,tzj_Latn,Tz'utujil,x,Ll,LATIN SMALL LETTER X,69670,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",35273,30644,461,613,257,136,931,88,228,949,90
