iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
kzj,Latn,kzj_Latn,UNKNOWN, ,Zs,SPACE,76887,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",26312,1644,8944,514,7195,2947,9208,9480,7256,3387
kzj,Latn,kzj_Latn,UNKNOWN,o,Ll,LATIN SMALL LETTER O,60371,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",20289,1358,6928,438,5307,2213,7109,7815,6117,2797
kzj,Latn,kzj_Latn,UNKNOWN,a,Ll,LATIN SMALL LETTER A,59202,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",22504,1490,7068,405,5384,2245,6465,6702,4885,2054
kzj,Latn,kzj_Latn,UNKNOWN,i,Ll,LATIN SMALL LETTER I,45833,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",16108,1051,5140,327,3859,1767,5454,5722,4472,1933
kzj,Latn,kzj_Latn,UNKNOWN,n,Ll,LATIN SMALL LETTER N,44961,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",17226,1107,5462,287,3600,1737,4814,5207,3650,1871
kzj,Latn,kzj_Latn,UNKNOWN,u,Ll,LATIN SMALL LETTER U,26746,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",9321,616,3236,182,2566,1009,3050,3195,2394,1177
kzj,Latn,kzj_Latn,UNKNOWN,d,Ll,LATIN SMALL LETTER D,23493,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",7276,482,2765,159,2385,807,2910,3190,2501,1018
kzj,Latn,kzj_Latn,UNKNOWN,m,Ll,LATIN SMALL LETTER M,18554,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",7095,459,2079,145,1393,722,2070,2263,1628,700
kzj,Latn,kzj_Latn,UNKNOWN,t,Ll,LATIN SMALL LETTER T,18520,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",6524,449,2227,144,1602,744,2192,2100,1793,745
kzj,Latn,kzj_Latn,UNKNOWN,k,Ll,LATIN SMALL LETTER K,17175,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",6423,480,1996,95,1386,650,1813,2022,1633,677
kzj,Latn,kzj_Latn,UNKNOWN,g,Ll,LATIN SMALL LETTER G,15836,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",5907,348,1799,93,1376,619,1643,2046,1315,690
kzj,Latn,kzj_Latn,UNKNOWN,s,Ll,LATIN SMALL LETTER S,13943,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",4962,354,1548,116,1174,539,1758,1623,1335,534
kzj,Latn,kzj_Latn,UNKNOWN,p,Ll,LATIN SMALL LETTER P,12005,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",4966,272,1348,100,809,487,1226,1393,901,503
kzj,Latn,kzj_Latn,UNKNOWN,h,Ll,LATIN SMALL LETTER H,8605,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",3109,195,1159,70,863,398,850,1014,611,336
kzj,Latn,kzj_Latn,UNKNOWN,b,Ll,LATIN SMALL LETTER B,6644,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",2812,142,749,55,495,257,663,726,520,225
kzj,Latn,kzj_Latn,UNKNOWN,v,Ll,LATIN SMALL LETTER V,5070,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1551,101,599,29,512,147,688,696,523,224
kzj,Latn,kzj_Latn,UNKNOWN,l,Ll,LATIN SMALL LETTER L,4957,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",2356,179,596,49,315,250,453,351,265,143
kzj,Latn,kzj_Latn,UNKNOWN,z,Ll,LATIN SMALL LETTER Z,4342,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1393,84,600,8,558,172,545,441,381,160
kzj,Latn,kzj_Latn,UNKNOWN,",",Po,COMMA,4205,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1565,110,479,26,253,217,564,486,335,170
kzj,Latn,kzj_Latn,UNKNOWN,.,Po,FULL STOP,3896,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1132,99,509,16,497,137,502,500,341,163
kzj,Latn,kzj_Latn,UNKNOWN,K,Lu,LATIN CAPITAL LETTER K,3506,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1177,63,486,14,425,109,544,352,244,92
kzj,Latn,kzj_Latn,UNKNOWN,e,Ll,LATIN SMALL LETTER E,3360,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1143,70,489,41,186,184,571,292,211,173
kzj,Latn,kzj_Latn,UNKNOWN,r,Ll,LATIN SMALL LETTER R,2756,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1074,60,360,29,130,185,436,268,119,95
kzj,Latn,kzj_Latn,UNKNOWN,M,Lu,LATIN CAPITAL LETTER M,2137,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1054,56,203,29,162,117,215,150,114,37
kzj,Latn,kzj_Latn,UNKNOWN,P,Lu,LATIN CAPITAL LETTER P,1821,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",837,72,170,18,81,125,210,150,109,49
kzj,Latn,kzj_Latn,UNKNOWN,S,Lu,LATIN CAPITAL LETTER S,1820,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",862,33,204,19,127,115,204,144,71,41
kzj,Latn,kzj_Latn,UNKNOWN,A,Lu,LATIN CAPITAL LETTER A,1713,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",756,46,161,5,111,60,270,127,130,47
kzj,Latn,kzj_Latn,UNKNOWN,T,Lu,LATIN CAPITAL LETTER T,1654,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",540,29,180,12,89,53,316,213,159,63
kzj,Latn,kzj_Latn,UNKNOWN,N,Lu,LATIN CAPITAL LETTER N,1439,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",519,15,192,5,145,60,213,133,104,53
kzj,Latn,kzj_Latn,UNKNOWN,’,Pf,RIGHT SINGLE QUOTATION MARK,1379,9,"2013,2016,2017,2018,2020,2021,2022,2023,2024",56,4,17,2,0,24,326,572,339,39
kzj,Latn,kzj_Latn,UNKNOWN,I,Lu,LATIN CAPITAL LETTER I,1189,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",272,24,88,2,69,54,247,197,191,45
kzj,Latn,kzj_Latn,UNKNOWN,D,Lu,LATIN CAPITAL LETTER D,1125,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",386,10,93,10,104,50,173,156,110,33
kzj,Latn,kzj_Latn,UNKNOWN,O,Lu,LATIN CAPITAL LETTER O,1066,9,"2013,2016,2017,2019,2020,2021,2022,2023,2024",232,12,81,0,109,41,253,140,140,58
kzj,Latn,kzj_Latn,UNKNOWN,y,Ll,LATIN SMALL LETTER Y,986,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",499,29,114,33,36,46,102,66,17,44
kzj,Latn,kzj_Latn,UNKNOWN,j,Ll,LATIN SMALL LETTER J,963,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",563,54,97,8,36,23,67,71,26,18
kzj,Latn,kzj_Latn,UNKNOWN,0,Nd,DIGIT ZERO,910,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",514,13,98,6,64,5,160,25,18,7
kzj,Latn,kzj_Latn,UNKNOWN,B,Lu,LATIN CAPITAL LETTER B,846,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",414,20,109,3,80,61,68,60,11,20
kzj,Latn,kzj_Latn,UNKNOWN,-,Pd,HYPHEN-MINUS,702,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",107,6,67,3,116,50,140,97,98,18
kzj,Latn,kzj_Latn,UNKNOWN,1,Nd,DIGIT ONE,683,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",336,6,78,8,30,32,92,54,40,7
kzj,Latn,kzj_Latn,UNKNOWN,2,Nd,DIGIT TWO,663,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",345,8,75,4,25,2,112,48,39,5
kzj,Latn,kzj_Latn,UNKNOWN,U,Lu,LATIN CAPITAL LETTER U,657,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",291,10,91,6,34,31,73,58,56,7
