iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
tvk,Latn,tvk_Latn,Southeast Ambrym, ,Zs,SPACE,286907,9,"2014,2016,2017,2018,2019,2021,2022,2023,2024",169,61,25355,159753,776,5099,1008,92565,2121
tvk,Latn,tvk_Latn,Southeast Ambrym,i,Ll,LATIN SMALL LETTER I,141963,9,"2014,2016,2017,2018,2019,2021,2022,2023,2024",70,14,12943,77232,353,2756,346,47229,1020
tvk,Latn,tvk_Latn,Southeast Ambrym,e,Ll,LATIN SMALL LETTER E,137158,9,"2014,2016,2017,2018,2019,2021,2022,2023,2024",21,17,12099,75991,360,2278,302,45011,1079
tvk,Latn,tvk_Latn,Southeast Ambrym,a,Ll,LATIN SMALL LETTER A,128725,9,"2014,2016,2017,2018,2019,2021,2022,2023,2024",42,25,11804,70675,392,2468,455,41817,1047
tvk,Latn,tvk_Latn,Southeast Ambrym,n,Ll,LATIN SMALL LETTER N,102792,9,"2014,2016,2017,2018,2019,2021,2022,2023,2024",74,22,9260,55768,315,1765,81,34799,708
tvk,Latn,tvk_Latn,Southeast Ambrym,l,Ll,LATIN SMALL LETTER L,80597,9,"2014,2016,2017,2018,2019,2021,2022,2023,2024",4,16,7165,43957,270,1081,324,27147,633
tvk,Latn,tvk_Latn,Southeast Ambrym,t,Ll,LATIN SMALL LETTER T,77967,9,"2014,2016,2017,2018,2019,2021,2022,2023,2024",16,2,6762,43405,240,1369,186,25387,600
tvk,Latn,tvk_Latn,Southeast Ambrym,m,Ll,LATIN SMALL LETTER M,55589,9,"2014,2016,2017,2018,2019,2021,2022,2023,2024",4,10,5141,30909,201,1266,43,17655,360
tvk,Latn,tvk_Latn,Southeast Ambrym,o,Ll,LATIN SMALL LETTER O,51927,9,"2014,2016,2017,2018,2019,2021,2022,2023,2024",55,20,4307,30989,154,1278,253,14587,284
tvk,Latn,tvk_Latn,Southeast Ambrym,s,Ll,LATIN SMALL LETTER S,51635,9,"2014,2016,2017,2018,2019,2021,2022,2023,2024",2,5,4189,30390,87,774,161,15721,306
tvk,Latn,tvk_Latn,Southeast Ambrym,x,Ll,LATIN SMALL LETTER X,46809,9,"2014,2016,2017,2018,2019,2021,2022,2023,2024",46,9,4150,24550,112,875,97,16647,323
