iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2015_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
blk,Mymr,blk_Mymr,Pa'o Karen, ,Zs,SPACE,131688,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",839,177,252,5560,47683,2669,3327,637,25434,34262,10848
blk,Mymr,blk_Mymr,Pa'o Karen,်,Mn,MYANMAR SIGN ASAT,104151,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",153,8,187,977,1323,649,1458,355,39057,46725,13259
blk,Mymr,blk_Mymr,Pa'o Karen,ာ,Mc,MYANMAR VOWEL SIGN AA,93919,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",475,61,219,3637,30772,1793,1432,472,21349,26273,7436
blk,Mymr,blk_Mymr,Pa'o Karen,ေ,Mc,MYANMAR VOWEL SIGN E,70638,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",427,44,163,2792,22963,1397,1256,454,16131,19228,5783
blk,Mymr,blk_Mymr,Pa'o Karen,ႏ,Mc,MYANMAR SIGN RUMAI PALAUNG TONE-5,68670,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",43,6,28,217,5305,125,208,102,25218,29467,7951
blk,Mymr,blk_Mymr,Pa'o Karen,ိ,Mn,MYANMAR VOWEL SIGN I,64635,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",446,56,142,2508,23860,1261,1048,412,14070,16540,4292
blk,Mymr,blk_Mymr,Pa'o Karen,ု,Mn,MYANMAR VOWEL SIGN U,60765,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",416,64,145,2310,7973,1538,1241,465,18293,22241,6079
blk,Mymr,blk_Mymr,Pa'o Karen,ꩻ,Mc,MYANMAR SIGN PAO KAREN TONE,60459,6,"2016,2020,2021,2022,2023,2024",0,0,13,0,0,0,121,67,24902,28011,7345
blk,Mymr,blk_Mymr,Pa'o Karen,တ,Lo,MYANMAR LETTER TA,59571,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",368,60,173,2820,20096,1661,1204,427,13209,15173,4380
blk,Mymr,blk_Mymr,Pa'o Karen,န,Lo,MYANMAR LETTER NA,52885,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",317,36,111,1624,12435,784,718,294,14830,17129,4607
blk,Mymr,blk_Mymr,Pa'o Karen,ွ,Mn,MYANMAR CONSONANT SIGN MEDIAL WA,47531,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",96,19,61,916,1004,575,480,207,18181,20435,5557
blk,Mymr,blk_Mymr,Pa'o Karen,မ,Lo,MYANMAR LETTER MA,44372,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",293,46,119,2174,12071,1144,875,323,11042,12615,3670
blk,Mymr,blk_Mymr,Pa'o Karen,း,Mc,MYANMAR SIGN VISARGA,41896,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",435,73,165,2845,1517,1701,1464,517,12666,15616,4897
blk,Mymr,blk_Mymr,Pa'o Karen,က,Lo,MYANMAR LETTER KA,41362,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",342,62,164,2393,10206,1576,1182,439,9169,11918,3911
blk,Mymr,blk_Mymr,Pa'o Karen,သ,Lo,MYANMAR LETTER SA,39305,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",208,15,72,1614,12649,459,562,158,9712,11108,2748
blk,Mymr,blk_Mymr,Pa'o Karen,င,Lo,MYANMAR LETTER NGA,39158,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",338,39,123,2051,729,877,895,277,13628,15712,4489
blk,Mymr,blk_Mymr,Pa'o Karen,ဝ,Lo,MYANMAR LETTER WA,34886,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",6,0,17,131,8759,50,124,37,10343,12143,3276
blk,Mymr,blk_Mymr,Pa'o Karen,အ,Lo,MYANMAR LETTER A,34869,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",254,14,78,1184,5626,713,727,231,9666,12745,3631
blk,Mymr,blk_Mymr,Pa'o Karen,ပ,Lo,MYANMAR LETTER PA,32094,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",290,65,119,2001,11330,1602,942,440,5906,7333,2066
blk,Mymr,blk_Mymr,Pa'o Karen,လ,Lo,MYANMAR LETTER LA,29827,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",259,59,91,1310,3916,880,574,284,9094,10394,2966
blk,Mymr,blk_Mymr,Pa'o Karen,ရ,Lo,MYANMAR LETTER RA,25616,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",161,26,63,1406,8921,766,603,226,5108,6319,2017
blk,Mymr,blk_Mymr,Pa'o Karen,ဲ,Mn,MYANMAR VOWEL SIGN AI,23414,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",186,35,56,724,847,528,372,144,7937,9605,2980
blk,Mymr,blk_Mymr,Pa'o Karen,္,Mn,MYANMAR SIGN VIRAMA,23364,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",1157,142,270,6584,2925,3429,1713,911,2206,2886,1141
blk,Mymr,blk_Mymr,Pa'o Karen,ံ,Mn,MYANMAR SIGN ANUSVARA,21281,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",88,11,21,563,9238,294,273,82,3931,5390,1390
blk,Mymr,blk_Mymr,Pa'o Karen,ယ,Lo,MYANMAR LETTER YA,21113,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",131,23,51,908,7111,572,381,142,4383,5919,1492
blk,Mymr,blk_Mymr,Pa'o Karen,ါ,Mc,MYANMAR VOWEL SIGN TALL AA,19885,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",120,28,59,759,5380,537,331,117,5083,5831,1640
blk,Mymr,blk_Mymr,Pa'o Karen,ခ,Lo,MYANMAR LETTER KHA,19723,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",166,14,36,881,1859,507,401,170,5984,7486,2219
blk,Mymr,blk_Mymr,Pa'o Karen,ီ,Mn,MYANMAR VOWEL SIGN II,19234,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",138,20,31,722,2874,377,290,135,5239,7422,1986
blk,Mymr,blk_Mymr,Pa'o Karen,စ,Lo,MYANMAR LETTER CA,18597,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",129,19,51,1312,4248,690,533,200,4114,5537,1764
blk,Mymr,blk_Mymr,Pa'o Karen,၊,Po,MYANMAR SIGN LITTLE SECTION,18360,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",55,15,8,382,9957,195,81,41,3498,3361,767
blk,Mymr,blk_Mymr,Pa'o Karen,ထ,Lo,MYANMAR LETTER THA,16977,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",66,9,24,468,1703,331,222,98,5581,6682,1793
blk,Mymr,blk_Mymr,Pa'o Karen,ဒ,Lo,MYANMAR LETTER DA,16831,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",66,7,29,355,5514,86,147,50,3820,5353,1404
blk,Mymr,blk_Mymr,Pa'o Karen,့,Mn,MYANMAR SIGN DOT BELOW,16013,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",128,27,57,1225,624,697,565,144,4792,5877,1877
blk,Mymr,blk_Mymr,Pa'o Karen,ဖ,Lo,MYANMAR LETTER PHA,15497,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",127,11,16,737,476,291,233,120,4748,6610,2128
blk,Mymr,blk_Mymr,Pa'o Karen,ူ,Mn,MYANMAR VOWEL SIGN UU,15350,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",74,12,30,469,1229,207,223,61,4946,6423,1676
blk,Mymr,blk_Mymr,Pa'o Karen,ျ,Mc,MYANMAR CONSONANT SIGN MEDIAL YA,14723,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",91,22,35,919,499,413,442,181,4665,5913,1543
blk,Mymr,blk_Mymr,Pa'o Karen,။,Po,MYANMAR SIGN SECTION,12726,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",88,19,53,1113,3399,467,358,108,2644,3512,965
blk,Mymr,blk_Mymr,Pa'o Karen,ြ,Mc,MYANMAR CONSONANT SIGN MEDIAL RA,10651,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",393,29,76,1055,1556,654,556,171,2045,2984,1132
blk,Mymr,blk_Mymr,Pa'o Karen,ဟ,Lo,MYANMAR LETTER HA,10384,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",25,1,2,329,6413,52,71,15,1566,1588,322
blk,Mymr,blk_Mymr,Pa'o Karen,ဗ,Lo,MYANMAR LETTER BA,10207,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",49,2,12,195,2847,21,23,7,2996,3280,775
blk,Mymr,blk_Mymr,Pa'o Karen,ဉ,Lo,MYANMAR LETTER NYA,8784,8,"2016,2017,2018,2020,2021,2022,2023,2024",0,0,1,26,125,0,33,3,2675,4768,1153
blk,Mymr,blk_Mymr,Pa'o Karen,',Po,APOSTROPHE,6736,5,"2017,2018,2022,2023,2024",0,0,0,12,6547,0,0,0,80,70,27
blk,Mymr,blk_Mymr,Pa'o Karen,e,Ll,LATIN SMALL LETTER E,6585,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",58,46,47,471,198,463,821,52,618,2176,1635
blk,Mymr,blk_Mymr,Pa'o Karen,ဂ,Lo,MYANMAR LETTER GA,6424,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",4,2,15,133,4185,37,20,4,832,984,208
blk,Mymr,blk_Mymr,Pa'o Karen,ဘ,Lo,MYANMAR LETTER BHA,6405,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",15,8,12,306,3844,204,121,29,855,837,174
blk,Mymr,blk_Mymr,Pa'o Karen,ဆ,Lo,MYANMAR LETTER CHA,5484,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",49,11,27,408,342,275,266,64,1481,2008,553
blk,Mymr,blk_Mymr,Pa'o Karen,ဇ,Lo,MYANMAR LETTER JA,5362,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",14,1,1,85,4167,13,41,6,325,605,104
blk,Mymr,blk_Mymr,Pa'o Karen,(,Ps,LEFT PARENTHESIS,5159,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",26,12,14,551,553,105,104,55,937,2166,636
blk,Mymr,blk_Mymr,Pa'o Karen,),Pe,RIGHT PARENTHESIS,5129,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",26,12,14,575,491,107,104,59,940,2165,636
blk,Mymr,blk_Mymr,Pa'o Karen,i,Ll,LATIN SMALL LETTER I,5087,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",31,52,41,401,126,290,622,21,519,1737,1247
blk,Mymr,blk_Mymr,Pa'o Karen,a,Ll,LATIN SMALL LETTER A,4912,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",56,49,39,357,146,286,554,44,456,1776,1149
