iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2019_frequency,year_2022_frequency,year_2023_frequency
tih,Latn,tih_Latn,Timugon Murut, ,Zs,SPACE,10123,7,"2013,2014,2016,2017,2019,2022,2023",255,2862,589,1448,3122,168,1679
tih,Latn,tih_Latn,Timugon Murut,a,Ll,LATIN SMALL LETTER A,9544,7,"2013,2014,2016,2017,2019,2022,2023",265,2478,546,1579,2815,216,1645
tih,Latn,tih_Latn,Timugon Murut,n,Ll,LATIN SMALL LETTER N,5246,7,"2013,2014,2016,2017,2019,2022,2023",112,1410,316,894,1545,119,850
tih,Latn,tih_Latn,Timugon Murut,i,Ll,LATIN SMALL LETTER I,4637,7,"2013,2014,2016,2017,2019,2022,2023",122,1452,279,643,1387,79,675
tih,Latn,tih_Latn,Timugon Murut,o,Ll,LATIN SMALL LETTER O,4395,7,"2013,2014,2016,2017,2019,2022,2023",88,1317,279,759,1456,46,450
tih,Latn,tih_Latn,Timugon Murut,u,Ll,LATIN SMALL LETTER U,3598,7,"2013,2014,2016,2017,2019,2022,2023",77,1112,233,465,1129,61,521
tih,Latn,tih_Latn,Timugon Murut,r,Ll,LATIN SMALL LETTER R,2700,7,"2013,2014,2016,2017,2019,2022,2023",94,756,135,418,827,41,429
tih,Latn,tih_Latn,Timugon Murut,m,Ll,LATIN SMALL LETTER M,2138,7,"2013,2014,2016,2017,2019,2022,2023",59,582,133,383,688,32,261
tih,Latn,tih_Latn,Timugon Murut,g,Ll,LATIN SMALL LETTER G,1982,7,"2013,2014,2016,2017,2019,2022,2023",57,587,122,327,613,17,259
tih,Latn,tih_Latn,Timugon Murut,k,Ll,LATIN SMALL LETTER K,1867,7,"2013,2014,2016,2017,2019,2022,2023",41,534,90,344,524,26,308
tih,Latn,tih_Latn,Timugon Murut,l,Ll,LATIN SMALL LETTER L,1832,7,"2013,2014,2016,2017,2019,2022,2023",43,543,87,307,552,39,261
tih,Latn,tih_Latn,Timugon Murut,t,Ll,LATIN SMALL LETTER T,1815,7,"2013,2014,2016,2017,2019,2022,2023",85,449,101,307,476,30,367
tih,Latn,tih_Latn,Timugon Murut,s,Ll,LATIN SMALL LETTER S,1607,7,"2013,2014,2016,2017,2019,2022,2023",38,469,109,219,448,30,294
tih,Latn,tih_Latn,Timugon Murut,p,Ll,LATIN SMALL LETTER P,1207,7,"2013,2014,2016,2017,2019,2022,2023",26,277,63,256,348,33,204
tih,Latn,tih_Latn,Timugon Murut,',Po,APOSTROPHE,1076,5,"2013,2014,2016,2019,2023",24,453,85,0,513,0,1
tih,Latn,tih_Latn,Timugon Murut,b,Ll,LATIN SMALL LETTER B,766,7,"2013,2014,2016,2017,2019,2022,2023",31,198,48,116,276,11,86
