iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency
mjw,Latn,mjw_Latn,Karbi, ,Zs,SPACE,495239,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",133,8228,635,33473,166013,281940,1334,1075,1375,1033
mjw,Latn,mjw_Latn,Karbi,a,Ll,LATIN SMALL LETTER A,397259,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",127,6292,392,27641,134959,224843,607,883,781,734
mjw,Latn,mjw_Latn,Karbi,n,Ll,LATIN SMALL LETTER N,272232,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",81,4431,345,18712,90846,155283,616,519,839,560
mjw,Latn,mjw_Latn,Karbi,i,Ll,LATIN SMALL LETTER I,196123,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",53,3454,220,13161,66472,111061,412,391,478,421
mjw,Latn,mjw_Latn,Karbi,e,Ll,LATIN SMALL LETTER E,183999,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",50,2768,265,13265,60822,104810,509,593,524,393
mjw,Latn,mjw_Latn,Karbi,o,Ll,LATIN SMALL LETTER O,167241,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",58,2889,207,10860,55248,96283,391,422,442,441
mjw,Latn,mjw_Latn,Karbi,g,Ll,LATIN SMALL LETTER G,132383,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",43,2210,161,8604,44357,75835,318,191,403,261
mjw,Latn,mjw_Latn,Karbi,h,Ll,LATIN SMALL LETTER H,131551,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",41,2150,187,9178,44166,74581,295,351,334,268
mjw,Latn,mjw_Latn,Karbi,t,Ll,LATIN SMALL LETTER T,130195,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",27,1994,151,8996,43392,74639,274,249,253,220
mjw,Latn,mjw_Latn,Karbi,p,Ll,LATIN SMALL LETTER P,121974,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",32,1960,197,8353,41385,68932,253,385,189,288
mjw,Latn,mjw_Latn,Karbi,k,Ll,LATIN SMALL LETTER K,121189,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",55,2069,159,8617,39482,69824,215,266,226,276
mjw,Latn,mjw_Latn,Karbi,l,Ll,LATIN SMALL LETTER L,109198,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",26,1711,115,8068,36657,61663,201,354,223,180
mjw,Latn,mjw_Latn,Karbi,r,Ll,LATIN SMALL LETTER R,104268,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",46,1853,98,6371,35718,59302,205,202,249,224
mjw,Latn,mjw_Latn,Karbi,m,Ll,LATIN SMALL LETTER M,86267,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",27,1312,72,6025,29162,48873,240,203,163,190
mjw,Latn,mjw_Latn,Karbi,u,Ll,LATIN SMALL LETTER U,85114,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",18,1282,127,5785,29218,47986,176,190,176,156
mjw,Latn,mjw_Latn,Karbi,s,Ll,LATIN SMALL LETTER S,82285,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",21,1166,81,5322,28115,46702,259,190,210,219
mjw,Latn,mjw_Latn,Karbi,d,Ll,LATIN SMALL LETTER D,47628,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",19,743,37,3192,16327,26866,96,109,125,114
mjw,Latn,mjw_Latn,Karbi,c,Ll,LATIN SMALL LETTER C,45953,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",8,614,38,2841,15749,26361,90,60,88,104
mjw,Latn,mjw_Latn,Karbi,j,Ll,LATIN SMALL LETTER J,29862,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",11,418,43,2139,9995,16978,60,66,98,54
mjw,Latn,mjw_Latn,Karbi,b,Ll,LATIN SMALL LETTER B,26188,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",2,471,55,1912,8862,14612,79,43,54,98
mjw,Latn,mjw_Latn,Karbi,.,Po,FULL STOP,24428,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",8,570,61,1776,7817,13590,175,49,338,44
mjw,Latn,mjw_Latn,Karbi,A,Lu,LATIN CAPITAL LETTER A,21301,9,"2014,2016,2017,2018,2019,2020,2021,2022,2023",0,464,9,1092,7129,12430,55,43,22,57
