iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2017_frequency
ddn,Latn,ddn_Latn,Dendi (Benin), ,Zs,SPACE,257,1,2017,257
ddn,Latn,ddn_Latn,Dendi (Benin),ɑ,Ll,LATIN SMALL LETTER ALPHA,179,1,2017,179
ddn,Latn,ddn_Latn,Dendi (Benin),n,Ll,LATIN SMALL LETTER N,74,1,2017,74
ddn,Latn,ddn_Latn,Dendi (Benin),i,Ll,LATIN SMALL LETTER I,65,1,2017,65
ddn,Latn,ddn_Latn,Dendi (Benin),m,Ll,LATIN SMALL LETTER M,62,1,2017,62
ddn,Latn,ddn_Latn,Dendi (Benin),o,Ll,LATIN SMALL LETTER O,55,1,2017,55
ddn,Latn,ddn_Latn,Dendi (Benin),u,Ll,LATIN SMALL LETTER U,51,1,2017,51
ddn,Latn,ddn_Latn,Dendi (Benin),k,Ll,LATIN SMALL LETTER K,50,1,2017,50
ddn,Latn,ddn_Latn,Dendi (Benin),ɛ,Ll,LATIN SMALL LETTER OPEN E,36,1,2017,36
ddn,Latn,ddn_Latn,Dendi (Benin),d,Ll,LATIN SMALL LETTER D,35,1,2017,35
ddn,Latn,ddn_Latn,Dendi (Benin),g,Ll,LATIN SMALL LETTER G,29,1,2017,29
ddn,Latn,ddn_Latn,Dendi (Benin),l,Ll,LATIN SMALL LETTER L,23,1,2017,23
ddn,Latn,ddn_Latn,Dendi (Benin),b,Ll,LATIN SMALL LETTER B,22,1,2017,22
ddn,Latn,ddn_Latn,Dendi (Benin),e,Ll,LATIN SMALL LETTER E,22,1,2017,22
ddn,Latn,ddn_Latn,Dendi (Benin),y,Ll,LATIN SMALL LETTER Y,20,1,2017,20
ddn,Latn,ddn_Latn,Dendi (Benin),w,Ll,LATIN SMALL LETTER W,19,1,2017,19
ddn,Latn,ddn_Latn,Dendi (Benin),r,Ll,LATIN SMALL LETTER R,18,1,2017,18
ddn,Latn,ddn_Latn,Dendi (Benin),.,Po,FULL STOP,18,1,2017,18
ddn,Latn,ddn_Latn,Dendi (Benin),c,Ll,LATIN SMALL LETTER C,14,1,2017,14
ddn,Latn,ddn_Latn,Dendi (Benin),z,Ll,LATIN SMALL LETTER Z,13,1,2017,13
ddn,Latn,ddn_Latn,Dendi (Benin),h,Ll,LATIN SMALL LETTER H,12,1,2017,12
ddn,Latn,ddn_Latn,Dendi (Benin),s,Ll,LATIN SMALL LETTER S,12,1,2017,12
ddn,Latn,ddn_Latn,Dendi (Benin),1,Nd,DIGIT ONE,12,1,2017,12
ddn,Latn,ddn_Latn,Dendi (Benin),p,Ll,LATIN SMALL LETTER P,11,1,2017,11
ddn,Latn,ddn_Latn,Dendi (Benin),ɔ,Ll,LATIN SMALL LETTER OPEN O,9,1,2017,9
ddn,Latn,ddn_Latn,Dendi (Benin),I,Lu,LATIN CAPITAL LETTER I,9,1,2017,9
ddn,Latn,ddn_Latn,Dendi (Benin),t,Ll,LATIN SMALL LETTER T,8,1,2017,8
ddn,Latn,ddn_Latn,Dendi (Benin),W,Lu,LATIN CAPITAL LETTER W,7,1,2017,7
ddn,Latn,ddn_Latn,Dendi (Benin),̀,Mn,COMBINING GRAVE ACCENT,7,1,2017,7
ddn,Latn,ddn_Latn,Dendi (Benin),j,Ll,LATIN SMALL LETTER J,6,1,2017,6
ddn,Latn,ddn_Latn,Dendi (Benin),f,Ll,LATIN SMALL LETTER F,6,1,2017,6
ddn,Latn,ddn_Latn,Dendi (Benin),B,Lu,LATIN CAPITAL LETTER B,5,1,2017,5
ddn,Latn,ddn_Latn,Dendi (Benin),N,Lu,LATIN CAPITAL LETTER N,4,1,2017,4
ddn,Latn,ddn_Latn,Dendi (Benin),",",Po,COMMA,4,1,2017,4
ddn,Latn,ddn_Latn,Dendi (Benin),E,Lu,LATIN CAPITAL LETTER E,3,1,2017,3
