iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
soq,Latn,soq_Latn,Kanasi,a,Ll,LATIN SMALL LETTER A,338080,7,"2018,2019,2020,2021,2022,2023,2024",228908,53837,574,9276,9483,35675,327
soq,Latn,soq_Latn,Kanasi, ,Zs,SPACE,281896,7,"2018,2019,2020,2021,2022,2023,2024",193147,42457,1197,7148,7533,30139,275
soq,Latn,soq_Latn,Kanasi,e,Ll,LATIN SMALL LETTER E,173778,7,"2018,2019,2020,2021,2022,2023,2024",120438,25655,960,4513,4361,17679,172
soq,Latn,soq_Latn,Kanasi,i,Ll,LATIN SMALL LETTER I,121532,7,"2018,2019,2020,2021,2022,2023,2024",83932,18475,895,3186,3182,11735,127
soq,Latn,soq_Latn,Kanasi,n,Ll,LATIN SMALL LETTER N,119622,7,"2018,2019,2020,2021,2022,2023,2024",81270,17829,1241,3215,3174,12753,140
soq,Latn,soq_Latn,Kanasi,o,Ll,LATIN SMALL LETTER O,100288,7,"2018,2019,2020,2021,2022,2023,2024",68521,15096,551,2655,2686,10686,93
soq,Latn,soq_Latn,Kanasi,w,Ll,LATIN SMALL LETTER W,83754,7,"2018,2019,2020,2021,2022,2023,2024",55928,13529,505,2366,2442,8902,82
soq,Latn,soq_Latn,Kanasi,d,Ll,LATIN SMALL LETTER D,77541,7,"2018,2019,2020,2021,2022,2023,2024",53061,12361,102,2136,2079,7726,76
soq,Latn,soq_Latn,Kanasi,m,Ll,LATIN SMALL LETTER M,68084,7,"2018,2019,2020,2021,2022,2023,2024",46788,10729,139,1676,1754,6950,48
soq,Latn,soq_Latn,Kanasi,u,Ll,LATIN SMALL LETTER U,63255,7,"2018,2019,2020,2021,2022,2023,2024",42952,9970,119,1707,1757,6706,44
soq,Latn,soq_Latn,Kanasi,s,Ll,LATIN SMALL LETTER S,57803,7,"2018,2019,2020,2021,2022,2023,2024",42203,7698,106,1179,1362,5212,43
soq,Latn,soq_Latn,Kanasi,t,Ll,LATIN SMALL LETTER T,51545,7,"2018,2019,2020,2021,2022,2023,2024",35653,7330,126,1294,1488,5617,37
soq,Latn,soq_Latn,Kanasi,p,Ll,LATIN SMALL LETTER P,47346,7,"2018,2019,2020,2021,2022,2023,2024",32204,7241,68,1319,1349,5117,48
soq,Latn,soq_Latn,Kanasi,l,Ll,LATIN SMALL LETTER L,39542,7,"2018,2019,2020,2021,2022,2023,2024",27778,6013,422,928,925,3436,40
soq,Latn,soq_Latn,Kanasi,b,Ll,LATIN SMALL LETTER B,36458,7,"2018,2019,2020,2021,2022,2023,2024",24532,5775,125,883,1015,4096,32
soq,Latn,soq_Latn,Kanasi,r,Ll,LATIN SMALL LETTER R,24092,7,"2018,2019,2020,2021,2022,2023,2024",18161,3064,75,564,433,1782,13
soq,Latn,soq_Latn,Kanasi,.,Po,FULL STOP,17892,7,"2018,2019,2020,2021,2022,2023,2024",11769,2909,30,503,503,2164,14
soq,Latn,soq_Latn,Kanasi,",",Po,COMMA,16026,7,"2018,2019,2020,2021,2022,2023,2024",11694,2234,27,373,334,1345,19
