iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2017_frequency,year_2019_frequency
kwd,Latn,kwd_Latn,Kwaio,a,Ll,LATIN SMALL LETTER A,235654,2,"2017,2019",234615,1039
kwd,Latn,kwd_Latn,Kwaio, ,Zs,SPACE,206426,2,"2017,2019",205511,915
kwd,Latn,kwd_Latn,Kwaio,i,Ll,LATIN SMALL LETTER I,77736,2,"2017,2019",77356,380
kwd,Latn,kwd_Latn,Kwaio,',Po,APOSTROPHE,75645,2,"2017,2019",75305,340
kwd,Latn,kwd_Latn,Kwaio,n,Ll,LATIN SMALL LETTER N,74158,2,"2017,2019",73831,327
kwd,Latn,kwd_Latn,Kwaio,o,Ll,LATIN SMALL LETTER O,70599,2,"2017,2019",70359,240
kwd,Latn,kwd_Latn,Kwaio,l,Ll,LATIN SMALL LETTER L,48120,2,"2017,2019",47868,252
kwd,Latn,kwd_Latn,Kwaio,u,Ll,LATIN SMALL LETTER U,47777,2,"2017,2019",47558,219
kwd,Latn,kwd_Latn,Kwaio,e,Ll,LATIN SMALL LETTER E,47128,2,"2017,2019",46839,289
kwd,Latn,kwd_Latn,Kwaio,g,Ll,LATIN SMALL LETTER G,45506,2,"2017,2019",45316,190
kwd,Latn,kwd_Latn,Kwaio,t,Ll,LATIN SMALL LETTER T,29671,2,"2017,2019",29539,132
kwd,Latn,kwd_Latn,Kwaio,f,Ll,LATIN SMALL LETTER F,27281,2,"2017,2019",27149,132
kwd,Latn,kwd_Latn,Kwaio,m,Ll,LATIN SMALL LETTER M,27178,2,"2017,2019",27071,107
kwd,Latn,kwd_Latn,Kwaio,r,Ll,LATIN SMALL LETTER R,24850,2,"2017,2019",24725,125
kwd,Latn,kwd_Latn,Kwaio,k,Ll,LATIN SMALL LETTER K,17472,2,"2017,2019",17382,90
kwd,Latn,kwd_Latn,Kwaio,s,Ll,LATIN SMALL LETTER S,17007,2,"2017,2019",16928,79
