iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
tuv,Latn,tuv_Latn,Turkana, ,Zs,SPACE,2870,5,"2020,2021,2022,2023,2024",998,827,48,428,569
tuv,Latn,tuv_Latn,Turkana,a,Ll,LATIN SMALL LETTER A,2527,5,"2020,2021,2022,2023,2024",736,717,53,459,562
tuv,Latn,tuv_Latn,Turkana,i,Ll,LATIN SMALL LETTER I,1811,5,"2020,2021,2022,2023,2024",590,478,39,257,447
tuv,Latn,tuv_Latn,Turkana,n,Ll,LATIN SMALL LETTER N,1659,5,"2020,2021,2022,2023,2024",554,491,34,239,341
tuv,Latn,tuv_Latn,Turkana,o,Ll,LATIN SMALL LETTER O,1637,5,"2020,2021,2022,2023,2024",524,465,17,267,364
tuv,Latn,tuv_Latn,Turkana,e,Ll,LATIN SMALL LETTER E,1278,5,"2020,2021,2022,2023,2024",436,404,21,187,230
tuv,Latn,tuv_Latn,Turkana,k,Ll,LATIN SMALL LETTER K,1116,5,"2020,2021,2022,2023,2024",315,340,19,210,232
tuv,Latn,tuv_Latn,Turkana,t,Ll,LATIN SMALL LETTER T,878,5,"2020,2021,2022,2023,2024",301,206,17,160,194
tuv,Latn,tuv_Latn,Turkana,r,Ll,LATIN SMALL LETTER R,779,5,"2020,2021,2022,2023,2024",276,233,6,115,149
tuv,Latn,tuv_Latn,Turkana,g,Ll,LATIN SMALL LETTER G,723,5,"2020,2021,2022,2023,2024",232,200,17,123,151
tuv,Latn,tuv_Latn,Turkana,u,Ll,LATIN SMALL LETTER U,643,5,"2020,2021,2022,2023,2024",197,205,9,105,127
tuv,Latn,tuv_Latn,Turkana,l,Ll,LATIN SMALL LETTER L,552,5,"2020,2021,2022,2023,2024",195,168,11,81,97
tuv,Latn,tuv_Latn,Turkana,m,Ll,LATIN SMALL LETTER M,464,5,"2020,2021,2022,2023,2024",146,115,2,54,147
tuv,Latn,tuv_Latn,Turkana,s,Ll,LATIN SMALL LETTER S,450,5,"2020,2021,2022,2023,2024",186,135,4,58,67
tuv,Latn,tuv_Latn,Turkana,b,Ll,LATIN SMALL LETTER B,355,5,"2020,2021,2022,2023,2024",115,104,10,42,84
tuv,Latn,tuv_Latn,Turkana,y,Ll,LATIN SMALL LETTER Y,345,5,"2020,2021,2022,2023,2024",127,84,5,62,67
tuv,Latn,tuv_Latn,Turkana,d,Ll,LATIN SMALL LETTER D,303,5,"2020,2021,2022,2023,2024",115,79,9,61,39
