iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2014_frequency,year_2015_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency
gub,Latn,gub_Latn,Guajajára, ,Zs,SPACE,273345,8,"2014,2015,2018,2019,2020,2021,2022,2023",2068,2246,30674,377,18381,172022,15642,31935
gub,Latn,gub_Latn,Guajajára,e,Ll,LATIN SMALL LETTER E,201847,8,"2014,2015,2018,2019,2020,2021,2022,2023",1505,1578,22308,243,14073,126989,10258,24893
gub,Latn,gub_Latn,Guajajára,a,Ll,LATIN SMALL LETTER A,129008,8,"2014,2015,2018,2019,2020,2021,2022,2023",947,1036,14596,178,8862,81731,7343,14315
gub,Latn,gub_Latn,Guajajára,u,Ll,LATIN SMALL LETTER U,90067,8,"2014,2015,2018,2019,2020,2021,2022,2023",699,764,10271,154,6198,56575,4859,10547
gub,Latn,gub_Latn,Guajajára,w,Ll,LATIN SMALL LETTER W,80758,8,"2014,2015,2018,2019,2020,2021,2022,2023",568,748,9013,112,5179,51390,5280,8468
gub,Latn,gub_Latn,Guajajára,r,Ll,LATIN SMALL LETTER R,78810,8,"2014,2015,2018,2019,2020,2021,2022,2023",628,568,9115,127,5231,49692,4820,8629
gub,Latn,gub_Latn,Guajajára,h,Ll,LATIN SMALL LETTER H,61368,8,"2014,2015,2018,2019,2020,2021,2022,2023",452,399,6911,77,4202,38796,3336,7195
gub,Latn,gub_Latn,Guajajára,p,Ll,LATIN SMALL LETTER P,57021,8,"2014,2015,2018,2019,2020,2021,2022,2023",397,470,6364,72,3991,35944,3161,6622
gub,Latn,gub_Latn,Guajajára,',Po,APOSTROPHE,55527,8,"2014,2015,2018,2019,2020,2021,2022,2023",462,572,6054,89,3888,34490,2699,7273
gub,Latn,gub_Latn,Guajajára,i,Ll,LATIN SMALL LETTER I,55004,8,"2014,2015,2018,2019,2020,2021,2022,2023",454,448,6205,99,3448,34381,4066,5903
gub,Latn,gub_Latn,Guajajára,m,Ll,LATIN SMALL LETTER M,49580,8,"2014,2015,2018,2019,2020,2021,2022,2023",351,361,5444,71,3274,31520,2989,5570
gub,Latn,gub_Latn,Guajajára,n,Ll,LATIN SMALL LETTER N,48697,8,"2014,2015,2018,2019,2020,2021,2022,2023",337,322,5545,51,3506,30999,2378,5559
gub,Latn,gub_Latn,Guajajára,o,Ll,LATIN SMALL LETTER O,48020,8,"2014,2015,2018,2019,2020,2021,2022,2023",417,312,5415,77,3204,30516,3073,5006
gub,Latn,gub_Latn,Guajajára,k,Ll,LATIN SMALL LETTER K,45748,8,"2014,2015,2018,2019,2020,2021,2022,2023",360,371,5094,76,3016,29171,2502,5158
gub,Latn,gub_Latn,Guajajára,z,Ll,LATIN SMALL LETTER Z,41001,8,"2014,2015,2018,2019,2020,2021,2022,2023",304,364,4648,68,2534,25638,2311,5134
gub,Latn,gub_Latn,Guajajára,t,Ll,LATIN SMALL LETTER T,35421,8,"2014,2015,2018,2019,2020,2021,2022,2023",234,235,3944,29,2415,22709,1928,3927
gub,Latn,gub_Latn,Guajajára,à,Ll,LATIN SMALL LETTER A WITH GRAVE,34558,8,"2014,2015,2018,2019,2020,2021,2022,2023",241,342,4081,42,2190,21699,2301,3662
