iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2015_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
rop,Latn,rop_Latn,Kriol, ,Zs,SPACE,1074367,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",11991,4818,1643,367236,201882,90463,6280,163543,189848,25114,11549
rop,Latn,rop_Latn,Kriol,a,Ll,LATIN SMALL LETTER A,754010,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",8286,3553,1240,259806,144001,64870,3582,114800,129314,16678,7880
rop,Latn,rop_Latn,Kriol,i,Ll,LATIN SMALL LETTER I,582759,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",6609,2582,802,200039,109861,49007,3626,89695,100369,13653,6516
rop,Latn,rop_Latn,Kriol,n,Ll,LATIN SMALL LETTER N,458301,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",5233,1978,700,158341,86839,39372,2373,69809,78533,10419,4704
rop,Latn,rop_Latn,Kriol,e,Ll,LATIN SMALL LETTER E,321964,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",3574,1404,476,109923,61413,27277,1893,49476,55827,7429,3272
rop,Latn,rop_Latn,Kriol,l,Ll,LATIN SMALL LETTER L,318347,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",3398,1432,553,109364,60309,27395,1938,49140,54014,7246,3558
rop,Latn,rop_Latn,Kriol,b,Ll,LATIN SMALL LETTER B,303023,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",3490,1389,440,104656,58014,25915,1488,46538,51359,6619,3115
rop,Latn,rop_Latn,Kriol,m,Ll,LATIN SMALL LETTER M,279519,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",3553,1257,359,96164,53224,23460,1605,41957,48828,6207,2905
rop,Latn,rop_Latn,Kriol,d,Ll,LATIN SMALL LETTER D,239235,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",2428,1032,361,83098,46014,19921,1127,36305,41275,5239,2435
rop,Latn,rop_Latn,Kriol,t,Ll,LATIN SMALL LETTER T,239140,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",2579,1172,441,82065,45386,20659,1319,36652,40961,5276,2630
rop,Latn,rop_Latn,Kriol,o,Ll,LATIN SMALL LETTER O,231552,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",2708,1270,370,78831,43754,20270,1401,34885,40056,5278,2729
rop,Latn,rop_Latn,Kriol,g,Ll,LATIN SMALL LETTER G,225041,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",2455,1069,337,78239,42472,19271,1202,33045,39293,5263,2395
rop,Latn,rop_Latn,Kriol,r,Ll,LATIN SMALL LETTER R,182118,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1844,1025,319,61901,34714,16090,1143,26877,31749,4362,2094
rop,Latn,rop_Latn,Kriol,u,Ll,LATIN SMALL LETTER U,164682,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1784,795,287,56511,31535,13606,1196,25017,28065,3866,2020
rop,Latn,rop_Latn,Kriol,s,Ll,LATIN SMALL LETTER S,116617,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1347,452,179,39090,21901,9871,1061,18702,20032,2829,1153
rop,Latn,rop_Latn,Kriol,w,Ll,LATIN SMALL LETTER W,96957,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1143,482,116,32884,18323,8220,542,14845,16874,2445,1083
rop,Latn,rop_Latn,Kriol,k,Ll,LATIN SMALL LETTER K,82647,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1067,371,102,28367,15152,6859,629,12403,14678,1985,1034
rop,Latn,rop_Latn,Kriol,p,Ll,LATIN SMALL LETTER P,74866,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",879,371,150,25445,14237,6560,381,11522,12849,1646,826
rop,Latn,rop_Latn,Kriol,y,Ll,LATIN SMALL LETTER Y,67059,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",852,357,96,23549,12713,5771,374,9734,11373,1504,736
rop,Latn,rop_Latn,Kriol,j,Ll,LATIN SMALL LETTER J,66503,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",656,358,112,22926,12961,5580,326,10254,11042,1485,803
rop,Latn,rop_Latn,Kriol,",",Po,COMMA,60256,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",764,242,91,20820,11575,5038,248,9469,10223,1235,551
rop,Latn,rop_Latn,Kriol,.,Po,FULL STOP,57036,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",587,285,84,19393,10556,4767,372,9141,9869,1309,673
rop,Latn,rop_Latn,Kriol,h,Ll,LATIN SMALL LETTER H,39336,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",385,184,57,13092,7371,3309,401,6289,6751,1061,436
rop,Latn,rop_Latn,Kriol,f,Ll,LATIN SMALL LETTER F,27955,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",369,135,32,9426,5065,2465,208,4289,5005,637,324
rop,Latn,rop_Latn,Kriol,W,Lu,LATIN CAPITAL LETTER W,22772,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",276,112,35,7982,4232,2057,40,3400,3965,473,200
rop,Latn,rop_Latn,Kriol,E,Lu,LATIN CAPITAL LETTER E,19156,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",175,85,31,6748,3406,1746,47,2865,3503,421,129
rop,Latn,rop_Latn,Kriol,1,Nd,DIGIT ONE,19075,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",186,66,27,6124,3433,1482,43,2920,4054,463,277
rop,Latn,rop_Latn,Kriol,I,Lu,LATIN CAPITAL LETTER I,17953,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",204,102,37,6329,3188,1625,111,2649,3040,511,157
rop,Latn,rop_Latn,Kriol,Y,Lu,LATIN CAPITAL LETTER Y,14258,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",158,110,28,4920,2695,1307,25,2082,2489,315,129
rop,Latn,rop_Latn,Kriol,2,Nd,DIGIT TWO,13153,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",151,58,20,4220,2177,988,61,2149,2818,308,203
rop,Latn,rop_Latn,Kriol,A,Lu,LATIN CAPITAL LETTER A,12909,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",107,77,22,4449,2378,1198,58,2000,2166,333,121
rop,Latn,rop_Latn,Kriol,J,Lu,LATIN CAPITAL LETTER J,12653,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",214,33,23,4039,2333,1101,44,2295,2283,193,95
rop,Latn,rop_Latn,Kriol,B,Lu,LATIN CAPITAL LETTER B,10514,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",119,33,16,3221,1937,884,123,1909,1810,320,142
rop,Latn,rop_Latn,Kriol,G,Lu,LATIN CAPITAL LETTER G,10161,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",83,51,6,3613,1934,836,45,1551,1748,175,119
rop,Latn,rop_Latn,Kriol,D,Lu,LATIN CAPITAL LETTER D,9899,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",58,45,7,3318,1764,670,136,1817,1688,292,104
rop,Latn,rop_Latn,Kriol,“,Pi,LEFT DOUBLE QUOTATION MARK,9376,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",155,39,12,3412,1678,839,14,1314,1648,170,95
rop,Latn,rop_Latn,Kriol,3,Nd,DIGIT THREE,8144,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",105,26,6,2676,1390,666,16,1307,1698,166,88
rop,Latn,rop_Latn,Kriol,S,Lu,LATIN CAPITAL LETTER S,7906,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",28,19,6,2672,1486,623,62,1402,1323,200,85
rop,Latn,rop_Latn,Kriol,K,Lu,LATIN CAPITAL LETTER K,7220,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",26,6,1,2311,1282,533,203,1331,1235,175,117
