iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
lex,Latn,lex_Latn,Luang,a,Ll,LATIN SMALL LETTER A,232976,7,"2017,2018,2019,2021,2022,2023,2024",10260,172817,13449,3550,31659,1185,56
lex,Latn,lex_Latn,Luang, ,Zs,SPACE,225818,7,"2017,2018,2019,2021,2022,2023,2024",10480,169155,9104,3572,32331,1099,77
lex,Latn,lex_Latn,Luang,i,Ll,LATIN SMALL LETTER I,109640,7,"2017,2018,2019,2021,2022,2023,2024",4960,80613,7655,1460,14427,493,32
lex,Latn,lex_Latn,Luang,n,Ll,LATIN SMALL LETTER N,101132,7,"2017,2018,2019,2021,2022,2023,2024",4349,74000,6936,1641,13655,528,23
lex,Latn,lex_Latn,Luang,e,Ll,LATIN SMALL LETTER E,88946,7,"2017,2018,2019,2021,2022,2023,2024",3930,66988,4076,1299,12203,399,51
lex,Latn,lex_Latn,Luang,r,Ll,LATIN SMALL LETTER R,82174,7,"2017,2018,2019,2021,2022,2023,2024",3570,61259,4456,1022,11468,365,34
lex,Latn,lex_Latn,Luang,l,Ll,LATIN SMALL LETTER L,76040,7,"2017,2018,2019,2021,2022,2023,2024",3836,56839,3976,1062,10011,312,4
lex,Latn,lex_Latn,Luang,m,Ll,LATIN SMALL LETTER M,66425,7,"2017,2018,2019,2021,2022,2023,2024",2758,49300,4643,912,8531,278,3
lex,Latn,lex_Latn,Luang,o,Ll,LATIN SMALL LETTER O,63121,7,"2017,2018,2019,2021,2022,2023,2024",2909,47442,3120,958,8413,276,3
lex,Latn,lex_Latn,Luang,t,Ll,LATIN SMALL LETTER T,48449,7,"2017,2018,2019,2021,2022,2023,2024",2402,35371,3355,626,6434,256,5
lex,Latn,lex_Latn,Luang,k,Ll,LATIN SMALL LETTER K,42107,6,"2017,2018,2019,2021,2022,2023",1739,30764,3520,547,5352,185,0
lex,Latn,lex_Latn,Luang,u,Ll,LATIN SMALL LETTER U,40925,7,"2017,2018,2019,2021,2022,2023,2024",2131,29299,3550,629,5094,195,27
lex,Latn,lex_Latn,Luang,d,Ll,LATIN SMALL LETTER D,36672,7,"2017,2018,2019,2021,2022,2023,2024",1598,28043,1202,551,5094,172,12
lex,Latn,lex_Latn,Luang,h,Ll,LATIN SMALL LETTER H,36239,7,"2017,2018,2019,2021,2022,2023,2024",1488,26285,2751,457,5086,169,3
lex,Latn,lex_Latn,Luang,',Po,APOSTROPHE,35296,6,"2017,2018,2019,2021,2022,2023",1511,25676,2287,718,4894,210,0
lex,Latn,lex_Latn,Luang,w,Ll,LATIN SMALL LETTER W,31973,6,"2017,2018,2019,2021,2022,2023",1406,23614,2022,523,4280,128,0
lex,Latn,lex_Latn,Luang,p,Ll,LATIN SMALL LETTER P,30333,7,"2017,2018,2019,2021,2022,2023,2024",1374,22754,1649,464,3920,146,26
lex,Latn,lex_Latn,Luang,y,Ll,LATIN SMALL LETTER Y,19235,7,"2017,2018,2019,2021,2022,2023,2024",850,14712,555,217,2808,92,1
lex,Latn,lex_Latn,Luang,-,Pd,HYPHEN-MINUS,18731,6,"2017,2018,2019,2021,2022,2023",929,13088,2157,188,2285,84,0
lex,Latn,lex_Latn,Luang,.,Po,FULL STOP,11452,6,"2017,2018,2019,2021,2022,2023",573,9060,63,178,1525,53,0
lex,Latn,lex_Latn,Luang,s,Ll,LATIN SMALL LETTER S,11087,7,"2017,2018,2019,2021,2022,2023,2024",888,8334,276,97,1411,76,5
lex,Latn,lex_Latn,Luang,",",Po,COMMA,10653,6,"2017,2018,2019,2021,2022,2023",424,8603,57,133,1365,71,0
lex,Latn,lex_Latn,Luang,g,Ll,LATIN SMALL LETTER G,8405,6,"2017,2018,2019,2021,2022,2023",288,6010,785,119,1180,23,0
lex,Latn,lex_Latn,Luang,N,Lu,LATIN CAPITAL LETTER N,7154,7,"2017,2018,2019,2021,2022,2023,2024",387,5559,85,124,968,29,2
lex,Latn,lex_Latn,Luang,Y,Lu,LATIN CAPITAL LETTER Y,4734,6,"2017,2018,2019,2021,2022,2023",277,3654,59,57,653,34,0
lex,Latn,lex_Latn,Luang,U,Lu,LATIN CAPITAL LETTER U,4154,6,"2017,2018,2019,2021,2022,2023",245,3312,32,21,526,18,0
lex,Latn,lex_Latn,Luang,M,Lu,LATIN CAPITAL LETTER M,3629,7,"2017,2018,2019,2021,2022,2023,2024",147,2821,27,65,522,27,20
lex,Latn,lex_Latn,Luang,1,Nd,DIGIT ONE,3443,6,"2017,2018,2019,2021,2022,2023",335,2492,20,56,498,42,0
lex,Latn,lex_Latn,Luang,A,Lu,LATIN CAPITAL LETTER A,3163,6,"2017,2018,2019,2021,2022,2023",162,2335,26,98,521,21,0
lex,Latn,lex_Latn,Luang,L,Lu,LATIN CAPITAL LETTER L,2508,6,"2017,2018,2019,2021,2022,2023",131,1947,34,50,338,8,0
lex,Latn,lex_Latn,Luang,E,Lu,LATIN CAPITAL LETTER E,2343,6,"2017,2018,2019,2021,2022,2023",160,1686,46,21,415,15,0
lex,Latn,lex_Latn,Luang,2,Nd,DIGIT TWO,2028,6,"2017,2018,2019,2021,2022,2023",153,1562,16,27,260,10,0
lex,Latn,lex_Latn,Luang,:,Po,COLON,1879,6,"2017,2018,2019,2021,2022,2023",186,1311,29,52,267,34,0
lex,Latn,lex_Latn,Luang,”,Pf,RIGHT DOUBLE QUOTATION MARK,1598,6,"2017,2018,2019,2021,2022,2023",30,1312,27,51,174,4,0
lex,Latn,lex_Latn,Luang,P,Lu,LATIN CAPITAL LETTER P,1574,7,"2017,2018,2019,2021,2022,2023,2024",160,1199,16,20,162,6,11
lex,Latn,lex_Latn,Luang,H,Lu,LATIN CAPITAL LETTER H,1487,7,"2017,2018,2019,2021,2022,2023,2024",69,1054,9,64,278,11,2
lex,Latn,lex_Latn,Luang,K,Lu,LATIN CAPITAL LETTER K,1461,6,"2017,2018,2019,2021,2022,2023",177,1132,7,5,138,2,0
lex,Latn,lex_Latn,Luang,I,Lu,LATIN CAPITAL LETTER I,1376,6,"2017,2018,2019,2021,2022,2023",107,1032,7,38,180,12,0
lex,Latn,lex_Latn,Luang,O,Lu,LATIN CAPITAL LETTER O,1357,6,"2017,2018,2019,2021,2022,2023",80,969,11,86,199,12,0
lex,Latn,lex_Latn,Luang,3,Nd,DIGIT THREE,1285,6,"2017,2018,2019,2021,2022,2023",72,1003,17,12,177,4,0
lex,Latn,lex_Latn,Luang,R,Lu,LATIN CAPITAL LETTER R,1139,6,"2017,2018,2019,2021,2022,2023",88,765,8,95,174,9,0
lex,Latn,lex_Latn,Luang,"""",Po,QUOTATION MARK,1071,2,"2018,2023",0,1065,0,0,0,6,0
lex,Latn,lex_Latn,Luang,!,Po,EXCLAMATION MARK,1057,6,"2017,2018,2019,2021,2022,2023",35,799,10,52,149,12,0
lex,Latn,lex_Latn,Luang,4,Nd,DIGIT FOUR,1005,6,"2017,2018,2019,2021,2022,2023",69,741,17,11,163,4,0
lex,Latn,lex_Latn,Luang,b,Ll,LATIN SMALL LETTER B,935,6,"2017,2018,2019,2021,2022,2023",30,723,49,15,97,21,0
lex,Latn,lex_Latn,Luang,5,Nd,DIGIT FIVE,803,6,"2017,2018,2019,2021,2022,2023",52,595,7,12,133,4,0
lex,Latn,lex_Latn,Luang,6,Nd,DIGIT SIX,698,6,"2017,2018,2019,2021,2022,2023",51,534,5,11,93,4,0
lex,Latn,lex_Latn,Luang,(,Ps,LEFT PARENTHESIS,678,6,"2017,2018,2019,2021,2022,2023",105,475,9,9,77,3,0
lex,Latn,lex_Latn,Luang,),Pe,RIGHT PARENTHESIS,678,6,"2017,2018,2019,2021,2022,2023",105,475,9,9,77,3,0
lex,Latn,lex_Latn,Luang,7,Nd,DIGIT SEVEN,643,6,"2017,2018,2019,2021,2022,2023",31,499,5,9,96,3,0
lex,Latn,lex_Latn,Luang,8,Nd,DIGIT EIGHT,642,6,"2017,2018,2019,2021,2022,2023",41,489,5,10,94,3,0
lex,Latn,lex_Latn,Luang,?,Po,QUESTION MARK,597,6,"2017,2018,2019,2021,2022,2023",17,461,11,14,83,11,0
lex,Latn,lex_Latn,Luang,0,Nd,DIGIT ZERO,591,7,"2017,2018,2019,2021,2022,2023,2024",43,456,6,10,72,3,1
lex,Latn,lex_Latn,Luang,9,Nd,DIGIT NINE,590,6,"2017,2018,2019,2021,2022,2023",30,461,6,9,81,3,0
lex,Latn,lex_Latn,Luang,S,Lu,LATIN CAPITAL LETTER S,584,7,"2017,2018,2019,2021,2022,2023,2024",12,464,5,2,64,10,27
lex,Latn,lex_Latn,Luang,D,Lu,LATIN CAPITAL LETTER D,496,7,"2017,2018,2019,2021,2022,2023,2024",16,380,4,10,80,5,1
lex,Latn,lex_Latn,Luang,T,Lu,LATIN CAPITAL LETTER T,457,7,"2017,2018,2019,2021,2022,2023,2024",51,335,4,6,58,2,1
lex,Latn,lex_Latn,Luang,W,Lu,LATIN CAPITAL LETTER W,323,5,"2017,2018,2019,2021,2022",24,254,6,1,38,0,0
lex,Latn,lex_Latn,Luang,“,Pi,LEFT DOUBLE QUOTATION MARK,284,5,"2017,2019,2021,2022,2023",31,0,27,52,172,2,0
lex,Latn,lex_Latn,Luang,B,Lu,LATIN CAPITAL LETTER B,279,6,"2017,2018,2019,2021,2022,2023",10,173,2,35,53,6,0
lex,Latn,lex_Latn,Luang,G,Lu,LATIN CAPITAL LETTER G,218,6,"2017,2018,2019,2021,2022,2024",29,134,1,26,27,0,1
lex,Latn,lex_Latn,Luang,f,Ll,LATIN SMALL LETTER F,179,7,"2017,2018,2019,2021,2022,2023,2024",7,131,13,4,12,9,3
lex,Latn,lex_Latn,Luang,*,Po,ASTERISK,178,5,"2017,2018,2021,2022,2023",11,126,0,1,39,1,0
lex,Latn,lex_Latn,Luang,†,Po,DAGGER,95,3,"2017,2018,2022",4,81,0,0,10,0,0
lex,Latn,lex_Latn,Luang,F,Lu,LATIN CAPITAL LETTER F,95,4,"2017,2018,2021,2024",1,89,0,4,0,0,1
lex,Latn,lex_Latn,Luang,c,Ll,LATIN SMALL LETTER C,71,6,"2017,2018,2019,2022,2023,2024",1,17,9,0,4,11,29
lex,Latn,lex_Latn,Luang,j,Ll,LATIN SMALL LETTER J,63,5,"2017,2018,2019,2021,2022",2,44,13,2,2,0,0
lex,Latn,lex_Latn,Luang,’,Pf,RIGHT SINGLE QUOTATION MARK,54,2,"2018,2019",0,20,34,0,0,0,0
lex,Latn,lex_Latn,Luang,‡,Po,DOUBLE DAGGER,52,4,"2017,2018,2021,2022",3,42,0,1,6,0,0
lex,Latn,lex_Latn,Luang,§,Po,SECTION SIGN,29,2,"2018,2022",0,24,0,0,5,0,0
lex,Latn,lex_Latn,Luang,ä,Ll,LATIN SMALL LETTER A WITH DIAERESIS,21,1,2018,0,21,0,0,0,0,0
lex,Latn,lex_Latn,Luang,;,Po,SEMICOLON,19,3,"2017,2018,2022",9,6,0,0,4,0,0
lex,Latn,lex_Latn,Luang,z,Ll,LATIN SMALL LETTER Z,15,3,"2018,2019,2023",0,11,1,0,0,3,0
lex,Latn,lex_Latn,Luang,v,Ll,LATIN SMALL LETTER V,14,1,2018,0,14,0,0,0,0,0
lex,Latn,lex_Latn,Luang,å,Ll,LATIN SMALL LETTER A WITH RING ABOVE,12,1,2018,0,12,0,0,0,0,0
