iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2015_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
niu,Latn,niu_Latn,Niuean, ,Zs,SPACE,721226,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",21134,161,252,11248,5648,532421,12239,49548,24260,55760,8555
niu,Latn,niu_Latn,Niuean,a,Ll,LATIN SMALL LETTER A,633113,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",17988,145,199,9493,4942,467709,10954,44612,21519,48624,6928
niu,Latn,niu_Latn,Niuean,e,Ll,LATIN SMALL LETTER E,288117,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",8707,64,102,4384,2112,208334,4962,20576,9433,25564,3879
niu,Latn,niu_Latn,Niuean,o,Ll,LATIN SMALL LETTER O,210040,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",6918,71,79,3245,1643,152085,4100,15678,7142,16412,2667
niu,Latn,niu_Latn,Niuean,k,Ll,LATIN SMALL LETTER K,200942,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",7048,27,43,3246,1547,141797,3555,15736,7156,18204,2583
niu,Latn,niu_Latn,Niuean,u,Ll,LATIN SMALL LETTER U,200162,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",5794,58,83,3540,1698,144991,3372,14366,7309,16619,2332
niu,Latn,niu_Latn,Niuean,t,Ll,LATIN SMALL LETTER T,196715,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",5049,65,100,3163,1643,145375,3469,13581,6662,15336,2272
niu,Latn,niu_Latn,Niuean,i,Ll,LATIN SMALL LETTER I,194497,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",6520,76,84,3325,1599,139142,3517,14629,7409,15682,2514
niu,Latn,niu_Latn,Niuean,h,Ll,LATIN SMALL LETTER H,128655,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",4537,35,46,1915,933,94342,2195,8976,4425,9709,1542
niu,Latn,niu_Latn,Niuean,l,Ll,LATIN SMALL LETTER L,110819,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",3167,51,71,1754,860,81897,1803,7231,3557,9061,1367
niu,Latn,niu_Latn,Niuean,m,Ll,LATIN SMALL LETTER M,100272,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2026,17,25,1624,888,73119,1951,7175,3491,8661,1295
niu,Latn,niu_Latn,Niuean,n,Ll,LATIN SMALL LETTER N,84460,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2550,44,55,1428,638,61582,1688,5721,2934,6722,1098
niu,Latn,niu_Latn,Niuean,f,Ll,LATIN SMALL LETTER F,81133,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2810,20,30,1191,652,59038,1531,6168,2818,5970,905
niu,Latn,niu_Latn,Niuean,g,Ll,LATIN SMALL LETTER G,65194,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",1842,27,27,899,499,45778,1335,5613,2574,5629,971
niu,Latn,niu_Latn,Niuean,p,Ll,LATIN SMALL LETTER P,34952,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",1457,19,20,596,262,23562,790,2843,1272,3587,544
niu,Latn,niu_Latn,Niuean,.,Po,FULL STOP,31490,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",341,1,3,471,293,24749,466,1822,743,2282,319
