iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
gag,Cyrl,gag_Cyrl,Gagauz, ,Zs,SPACE,525853,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",138477,4154,1608,367036,75,5281,4388,1288,387,2414,745
gag,Cyrl,gag_Cyrl,Gagauz,а,Ll,CYRILLIC SMALL LETTER A,434023,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",98703,3054,1124,321450,45,3119,2975,1018,347,1673,515
gag,Cyrl,gag_Cyrl,Gagauz,и,Ll,CYRILLIC SMALL LETTER I,288769,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",69715,2159,841,207898,58,2579,2334,891,324,1406,564
gag,Cyrl,gag_Cyrl,Gagauz,н,Ll,CYRILLIC SMALL LETTER EN,228428,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",75554,2303,846,143354,43,1912,2084,625,191,1133,383
gag,Cyrl,gag_Cyrl,Gagauz,р,Ll,CYRILLIC SMALL LETTER ER,216048,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",52150,1682,616,155871,29,1779,1797,562,262,943,357
gag,Cyrl,gag_Cyrl,Gagauz,л,Ll,CYRILLIC SMALL LETTER EL,190497,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",43368,1356,478,140021,23,1636,1686,505,221,886,317
gag,Cyrl,gag_Cyrl,Gagauz,д,Ll,CYRILLIC SMALL LETTER DE,153381,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",38525,1281,465,109428,12,1224,1150,379,89,604,224
gag,Cyrl,gag_Cyrl,Gagauz,м,Ll,CYRILLIC SMALL LETTER EM,131544,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",25462,767,285,102306,15,722,867,319,84,494,223
gag,Cyrl,gag_Cyrl,Gagauz,е,Ll,CYRILLIC SMALL LETTER IE,129378,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",48364,1391,580,72671,27,1994,2055,680,295,916,405
gag,Cyrl,gag_Cyrl,Gagauz,ы,Ll,CYRILLIC SMALL LETTER YERU,126867,10,"2013,2014,2016,2017,2018,2019,2020,2021,2023,2024",35649,1154,381,86917,25,651,1207,245,0,546,92
gag,Cyrl,gag_Cyrl,Gagauz,у,Ll,CYRILLIC SMALL LETTER U,114638,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",21242,640,280,89496,9,1093,808,239,98,486,247
gag,Cyrl,gag_Cyrl,Gagauz,с,Ll,CYRILLIC SMALL LETTER ES,103980,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",29049,946,383,70617,9,947,863,284,123,564,195
gag,Cyrl,gag_Cyrl,Gagauz,к,Ll,CYRILLIC SMALL LETTER KA,99471,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",29204,909,317,65930,8,885,1056,327,116,517,202
gag,Cyrl,gag_Cyrl,Gagauz,т,Ll,CYRILLIC SMALL LETTER TE,98928,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",20336,619,229,75244,12,698,817,318,90,382,183
gag,Cyrl,gag_Cyrl,Gagauz,э,Ll,CYRILLIC SMALL LETTER E,84964,10,"2013,2014,2016,2017,2018,2019,2020,2021,2023,2024",4215,111,54,80186,6,18,228,49,0,84,13
gag,Cyrl,gag_Cyrl,Gagauz,о,Ll,CYRILLIC SMALL LETTER O,75709,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",19299,637,242,53251,7,693,574,237,115,497,157
gag,Cyrl,gag_Cyrl,Gagauz,б,Ll,CYRILLIC SMALL LETTER BE,68770,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",16237,435,166,50254,15,620,527,165,53,214,84
