iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2017_frequency,year_2019_frequency,year_2024_frequency
pbi,Latn,pbi_Latn,Parkwa, ,Zs,SPACE,30010,4,"2013,2017,2019,2024",593,27807,1034,576
pbi,Latn,pbi_Latn,Parkwa,a,Ll,LATIN SMALL LETTER A,22952,4,"2013,2017,2019,2024",532,21179,785,456
pbi,Latn,pbi_Latn,Parkwa,ə,Ll,LATIN SMALL LETTER SCHWA,16707,4,"2013,2017,2019,2024",417,15464,650,176
pbi,Latn,pbi_Latn,Parkwa,k,Ll,LATIN SMALL LETTER K,6360,4,"2013,2017,2019,2024",90,5996,222,52
pbi,Latn,pbi_Latn,Parkwa,n,Ll,LATIN SMALL LETTER N,5507,4,"2013,2017,2019,2024",112,5001,211,183
pbi,Latn,pbi_Latn,Parkwa,d,Ll,LATIN SMALL LETTER D,5332,4,"2013,2017,2019,2024",111,4882,229,110
pbi,Latn,pbi_Latn,Parkwa,l,Ll,LATIN SMALL LETTER L,4623,4,"2013,2017,2019,2024",132,4178,133,180
pbi,Latn,pbi_Latn,Parkwa,e,Ll,LATIN SMALL LETTER E,4605,4,"2013,2017,2019,2024",80,4089,154,282
pbi,Latn,pbi_Latn,Parkwa,m,Ll,LATIN SMALL LETTER M,4414,4,"2013,2017,2019,2024",101,4069,156,88
pbi,Latn,pbi_Latn,Parkwa,i,Ll,LATIN SMALL LETTER I,4280,4,"2013,2017,2019,2024",103,3873,142,162
pbi,Latn,pbi_Latn,Parkwa,t,Ll,LATIN SMALL LETTER T,4030,4,"2013,2017,2019,2024",56,3677,173,124
pbi,Latn,pbi_Latn,Parkwa,w,Ll,LATIN SMALL LETTER W,3338,4,"2013,2017,2019,2024",53,3131,132,22
pbi,Latn,pbi_Latn,Parkwa,s,Ll,LATIN SMALL LETTER S,3206,4,"2013,2017,2019,2024",73,2874,104,155
pbi,Latn,pbi_Latn,Parkwa,ŋ,Ll,LATIN SMALL LETTER ENG,3076,4,"2013,2017,2019,2024",48,2873,98,57
pbi,Latn,pbi_Latn,Parkwa,u,Ll,LATIN SMALL LETTER U,2291,4,"2013,2017,2019,2024",104,1983,78,126
pbi,Latn,pbi_Latn,Parkwa,r,Ll,LATIN SMALL LETTER R,2167,4,"2013,2017,2019,2024",58,1880,80,149
pbi,Latn,pbi_Latn,Parkwa,b,Ll,LATIN SMALL LETTER B,1994,4,"2013,2017,2019,2024",60,1822,56,56
pbi,Latn,pbi_Latn,Parkwa,",",Po,COMMA,1992,4,"2013,2017,2019,2024",33,1866,58,35
pbi,Latn,pbi_Latn,Parkwa,h,Ll,LATIN SMALL LETTER H,1959,4,"2013,2017,2019,2024",87,1747,95,30
pbi,Latn,pbi_Latn,Parkwa,.,Po,FULL STOP,1798,4,"2013,2017,2019,2024",65,1567,64,102
pbi,Latn,pbi_Latn,Parkwa,g,Ll,LATIN SMALL LETTER G,1780,4,"2013,2017,2019,2024",23,1637,46,74
pbi,Latn,pbi_Latn,Parkwa,y,Ll,LATIN SMALL LETTER Y,1531,4,"2013,2017,2019,2024",34,1426,47,24
pbi,Latn,pbi_Latn,Parkwa,z,Ll,LATIN SMALL LETTER Z,1442,4,"2013,2017,2019,2024",48,1327,45,22
pbi,Latn,pbi_Latn,Parkwa,ɗ,Ll,LATIN SMALL LETTER D WITH HOOK,1260,4,"2013,2017,2019,2024",29,1158,46,27
pbi,Latn,pbi_Latn,Parkwa,v,Ll,LATIN SMALL LETTER V,1178,4,"2013,2017,2019,2024",22,1052,41,63
pbi,Latn,pbi_Latn,Parkwa,ɨ,Ll,LATIN SMALL LETTER I WITH STROKE,1034,4,"2013,2017,2019,2024",22,951,49,12
pbi,Latn,pbi_Latn,Parkwa,́,Mn,COMBINING ACUTE ACCENT,967,4,"2013,2017,2019,2024",12,916,25,14
pbi,Latn,pbi_Latn,Parkwa,á,Ll,LATIN SMALL LETTER A WITH ACUTE,837,4,"2013,2017,2019,2024",10,764,41,22
pbi,Latn,pbi_Latn,Parkwa,à,Ll,LATIN SMALL LETTER A WITH GRAVE,689,3,"2017,2019,2024",0,642,20,27
pbi,Latn,pbi_Latn,Parkwa,A,Lu,LATIN CAPITAL LETTER A,640,4,"2013,2017,2019,2024",30,572,25,13
pbi,Latn,pbi_Latn,Parkwa,f,Ll,LATIN SMALL LETTER F,634,4,"2013,2017,2019,2024",26,586,6,16
pbi,Latn,pbi_Latn,Parkwa,p,Ll,LATIN SMALL LETTER P,580,4,"2013,2017,2019,2024",10,435,39,96
pbi,Latn,pbi_Latn,Parkwa,Z,Lu,LATIN CAPITAL LETTER Z,543,4,"2013,2017,2019,2024",39,484,19,1
pbi,Latn,pbi_Latn,Parkwa,ɓ,Ll,LATIN SMALL LETTER B WITH HOOK,522,4,"2013,2017,2019,2024",15,480,21,6
pbi,Latn,pbi_Latn,Parkwa,«,Pi,LEFT-POINTING DOUBLE ANGLE QUOTATION MARK,486,3,"2013,2017,2019",5,468,13,0
pbi,Latn,pbi_Latn,Parkwa,»,Pf,RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK,465,3,"2013,2017,2019",5,447,13,0
pbi,Latn,pbi_Latn,Parkwa,j,Ll,LATIN SMALL LETTER J,436,4,"2013,2017,2019,2024",20,388,17,11
