iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2017_frequency,year_2019_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
sil,Latn,sil_Latn,Tumulung Sisaala, ,Zs,SPACE,76533,7,"2013,2014,2017,2019,2022,2023,2024",3161,716,3402,635,28099,24124,16396
sil,Latn,sil_Latn,Tumulung Sisaala,a,Ll,LATIN SMALL LETTER A,47827,7,"2013,2014,2017,2019,2022,2023,2024",1808,399,2140,381,17626,15278,10195
sil,Latn,sil_Latn,Tumulung Sisaala,i,Ll,LATIN SMALL LETTER I,42981,7,"2013,2014,2017,2019,2022,2023,2024",1740,395,1942,299,16087,13468,9050
sil,Latn,sil_Latn,Tumulung Sisaala,ŋ,Ll,LATIN SMALL LETTER ENG,18427,7,"2013,2014,2017,2019,2022,2023,2024",624,168,814,112,6822,5784,4103
sil,Latn,sil_Latn,Tumulung Sisaala,u,Ll,LATIN SMALL LETTER U,15427,7,"2013,2014,2017,2019,2022,2023,2024",678,197,707,148,5498,4533,3666
sil,Latn,sil_Latn,Tumulung Sisaala,l,Ll,LATIN SMALL LETTER L,14812,7,"2013,2014,2017,2019,2022,2023,2024",633,176,679,177,5707,4400,3040
sil,Latn,sil_Latn,Tumulung Sisaala,ɛ,Ll,LATIN SMALL LETTER OPEN E,12824,7,"2013,2014,2017,2019,2022,2023,2024",514,146,593,117,4756,3978,2720
sil,Latn,sil_Latn,Tumulung Sisaala,n,Ll,LATIN SMALL LETTER N,10063,7,"2013,2014,2017,2019,2022,2023,2024",418,81,508,61,3632,3136,2227
sil,Latn,sil_Latn,Tumulung Sisaala,m,Ll,LATIN SMALL LETTER M,8369,7,"2013,2014,2017,2019,2022,2023,2024",367,57,285,77,3005,2914,1664
sil,Latn,sil_Latn,Tumulung Sisaala,s,Ll,LATIN SMALL LETTER S,8362,7,"2013,2014,2017,2019,2022,2023,2024",393,81,333,106,3091,2573,1785
sil,Latn,sil_Latn,Tumulung Sisaala,b,Ll,LATIN SMALL LETTER B,8054,7,"2013,2014,2017,2019,2022,2023,2024",365,106,308,76,2836,2527,1836
sil,Latn,sil_Latn,Tumulung Sisaala,t,Ll,LATIN SMALL LETTER T,6947,7,"2013,2014,2017,2019,2022,2023,2024",242,80,300,41,2649,2242,1393
sil,Latn,sil_Latn,Tumulung Sisaala,e,Ll,LATIN SMALL LETTER E,6291,7,"2013,2014,2017,2019,2022,2023,2024",375,71,202,34,2347,1869,1393
sil,Latn,sil_Latn,Tumulung Sisaala,d,Ll,LATIN SMALL LETTER D,6171,7,"2013,2014,2017,2019,2022,2023,2024",304,60,269,30,2319,1844,1345
sil,Latn,sil_Latn,Tumulung Sisaala,r,Ll,LATIN SMALL LETTER R,5308,7,"2013,2014,2017,2019,2022,2023,2024",278,68,180,59,1990,1593,1140
sil,Latn,sil_Latn,Tumulung Sisaala,k,Ll,LATIN SMALL LETTER K,5291,7,"2013,2014,2017,2019,2022,2023,2024",232,48,241,48,1768,1734,1220
sil,Latn,sil_Latn,Tumulung Sisaala,o,Ll,LATIN SMALL LETTER O,5125,7,"2013,2014,2017,2019,2022,2023,2024",301,49,229,43,1694,1669,1140
sil,Latn,sil_Latn,Tumulung Sisaala,.,Po,FULL STOP,4974,7,"2013,2014,2017,2019,2022,2023,2024",202,44,231,51,1868,1501,1077
sil,Latn,sil_Latn,Tumulung Sisaala,-,Pd,HYPHEN-MINUS,4678,7,"2013,2014,2017,2019,2022,2023,2024",183,62,247,19,1681,1444,1042
sil,Latn,sil_Latn,Tumulung Sisaala,ɔ,Ll,LATIN SMALL LETTER OPEN O,4451,3,"2022,2023,2024",0,0,0,0,1893,1489,1069
sil,Latn,sil_Latn,Tumulung Sisaala,",",Po,COMMA,3801,7,"2013,2014,2017,2019,2022,2023,2024",180,42,177,34,1240,1261,867
sil,Latn,sil_Latn,Tumulung Sisaala,w,Ll,LATIN SMALL LETTER W,3685,7,"2013,2014,2017,2019,2022,2023,2024",100,30,202,6,1458,1184,705
sil,Latn,sil_Latn,Tumulung Sisaala,h,Ll,LATIN SMALL LETTER H,3592,7,"2013,2014,2017,2019,2022,2023,2024",170,36,165,34,1252,1102,833
sil,Latn,sil_Latn,Tumulung Sisaala,p,Ll,LATIN SMALL LETTER P,2746,7,"2013,2014,2017,2019,2022,2023,2024",158,27,80,5,969,866,641
sil,Latn,sil_Latn,Tumulung Sisaala,j,Ll,LATIN SMALL LETTER J,2650,7,"2013,2014,2017,2019,2022,2023,2024",97,25,125,17,874,871,641
sil,Latn,sil_Latn,Tumulung Sisaala,W,Lu,LATIN CAPITAL LETTER W,2348,7,"2013,2014,2017,2019,2022,2023,2024",66,16,146,9,965,695,451
sil,Latn,sil_Latn,Tumulung Sisaala,y,Ll,LATIN SMALL LETTER Y,2192,7,"2013,2014,2017,2019,2022,2023,2024",96,24,57,26,842,708,439
sil,Latn,sil_Latn,Tumulung Sisaala,g,Ll,LATIN SMALL LETTER G,1857,7,"2013,2014,2017,2019,2022,2023,2024",57,6,69,1,602,713,409
sil,Latn,sil_Latn,Tumulung Sisaala,c,Ll,LATIN SMALL LETTER C,1693,7,"2013,2014,2017,2019,2022,2023,2024",61,15,94,4,555,552,412
sil,Latn,sil_Latn,Tumulung Sisaala,f,Ll,LATIN SMALL LETTER F,1321,7,"2013,2014,2017,2019,2022,2023,2024",93,25,28,32,526,395,222
sil,Latn,sil_Latn,Tumulung Sisaala,1,Nd,DIGIT ONE,1321,7,"2013,2014,2017,2019,2022,2023,2024",58,11,62,14,440,442,294
sil,Latn,sil_Latn,Tumulung Sisaala,M,Lu,LATIN CAPITAL LETTER M,1271,7,"2013,2014,2017,2019,2022,2023,2024",40,3,41,10,456,434,287
sil,Latn,sil_Latn,Tumulung Sisaala,í,Ll,LATIN SMALL LETTER I WITH ACUTE,838,7,"2013,2014,2017,2019,2022,2023,2024",24,8,20,5,293,316,172
sil,Latn,sil_Latn,Tumulung Sisaala,2,Nd,DIGIT TWO,824,7,"2013,2014,2017,2019,2022,2023,2024",37,5,31,9,239,274,229
sil,Latn,sil_Latn,Tumulung Sisaala,B,Lu,LATIN CAPITAL LETTER B,778,7,"2013,2014,2017,2019,2022,2023,2024",48,19,34,12,334,169,162
sil,Latn,sil_Latn,Tumulung Sisaala,Ŋ,Lu,LATIN CAPITAL LETTER ENG,776,7,"2013,2014,2017,2019,2022,2023,2024",49,13,24,3,286,191,210
sil,Latn,sil_Latn,Tumulung Sisaala,U,Lu,LATIN CAPITAL LETTER U,719,7,"2013,2014,2017,2019,2022,2023,2024",36,10,32,12,363,150,116
sil,Latn,sil_Latn,Tumulung Sisaala,Y,Lu,LATIN CAPITAL LETTER Y,712,7,"2013,2014,2017,2019,2022,2023,2024",40,3,14,5,264,172,214
sil,Latn,sil_Latn,Tumulung Sisaala,z,Ll,LATIN SMALL LETTER Z,665,7,"2013,2014,2017,2019,2022,2023,2024",28,12,20,19,298,174,114
sil,Latn,sil_Latn,Tumulung Sisaala,D,Lu,LATIN CAPITAL LETTER D,656,7,"2013,2014,2017,2019,2022,2023,2024",42,5,52,11,176,212,158
