iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency
xtd,Latn,xtd_Latn,Diuxi-Tilantongo Mixtec, ,Zs,SPACE,94933,8,"2013,2016,2017,2018,2019,2021,2022,2023",747,169,3562,1054,2231,461,1195,85514
xtd,Latn,xtd_Latn,Diuxi-Tilantongo Mixtec,a,Ll,LATIN SMALL LETTER A,76871,8,"2013,2016,2017,2018,2019,2021,2022,2023",547,129,2867,865,1682,399,989,69393
xtd,Latn,xtd_Latn,Diuxi-Tilantongo Mixtec,n,Ll,LATIN SMALL LETTER N,49380,8,"2013,2016,2017,2018,2019,2021,2022,2023",339,82,1716,504,1159,221,751,44608
xtd,Latn,xtd_Latn,Diuxi-Tilantongo Mixtec,u,Ll,LATIN SMALL LETTER U,49068,8,"2013,2016,2017,2018,2019,2021,2022,2023",356,117,2052,533,1095,228,583,44104
xtd,Latn,xtd_Latn,Diuxi-Tilantongo Mixtec,i,Ll,LATIN SMALL LETTER I,38540,8,"2013,2016,2017,2018,2019,2021,2022,2023",280,76,1537,344,831,197,541,34734
xtd,Latn,xtd_Latn,Diuxi-Tilantongo Mixtec,‐,Pd,HYPHEN,25335,7,"2013,2017,2018,2019,2021,2022,2023",176,0,801,271,493,154,287,23153
xtd,Latn,xtd_Latn,Diuxi-Tilantongo Mixtec,k,Ll,LATIN SMALL LETTER K,23836,8,"2013,2016,2017,2018,2019,2021,2022,2023",188,44,777,226,466,145,281,21709
xtd,Latn,xtd_Latn,Diuxi-Tilantongo Mixtec,x,Ll,LATIN SMALL LETTER X,21246,8,"2013,2016,2017,2018,2019,2021,2022,2023",151,23,930,144,355,105,287,19251
xtd,Latn,xtd_Latn,Diuxi-Tilantongo Mixtec,e,Ll,LATIN SMALL LETTER E,19438,8,"2013,2016,2017,2018,2019,2021,2022,2023",161,58,792,209,540,88,190,17400
xtd,Latn,xtd_Latn,Diuxi-Tilantongo Mixtec,d,Ll,LATIN SMALL LETTER D,18020,8,"2013,2016,2017,2018,2019,2021,2022,2023",140,43,620,171,392,111,240,16303
xtd,Latn,xtd_Latn,Diuxi-Tilantongo Mixtec,ꞌ,Ll,LATIN SMALL LETTER SALTILLO,17699,5,"2018,2019,2021,2022,2023",0,0,0,68,231,90,260,17050
xtd,Latn,xtd_Latn,Diuxi-Tilantongo Mixtec,t,Ll,LATIN SMALL LETTER T,14931,8,"2013,2016,2017,2018,2019,2021,2022,2023",111,44,606,237,361,76,164,13332
xtd,Latn,xtd_Latn,Diuxi-Tilantongo Mixtec,o,Ll,LATIN SMALL LETTER O,13938,8,"2013,2016,2017,2018,2019,2021,2022,2023",189,18,464,184,302,98,140,12543
