iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2017_frequency
tqo,Latn,tqo_Latn,Toaripi, ,Zs,SPACE,150,1,2017,150
tqo,Latn,tqo_Latn,Toaripi,a,Ll,LATIN SMALL LETTER A,142,1,2017,142
tqo,Latn,tqo_Latn,Toaripi,e,Ll,LATIN SMALL LETTER E,116,1,2017,116
tqo,Latn,tqo_Latn,Toaripi,i,Ll,LATIN SMALL LETTER I,79,1,2017,79
tqo,Latn,tqo_Latn,Toaripi,r,Ll,LATIN SMALL LETTER R,66,1,2017,66
tqo,Latn,tqo_Latn,Toaripi,o,Ll,LATIN SMALL LETTER O,59,1,2017,59
tqo,Latn,tqo_Latn,Toaripi,t,Ll,LATIN SMALL LETTER T,41,1,2017,41
tqo,Latn,tqo_Latn,Toaripi,v,Ll,LATIN SMALL LETTER V,36,1,2017,36
tqo,Latn,tqo_Latn,Toaripi,l,Ll,LATIN SMALL LETTER L,32,1,2017,32
tqo,Latn,tqo_Latn,Toaripi,s,Ll,LATIN SMALL LETTER S,22,1,2017,22
tqo,Latn,tqo_Latn,Toaripi,u,Ll,LATIN SMALL LETTER U,18,1,2017,18
tqo,Latn,tqo_Latn,Toaripi,k,Ll,LATIN SMALL LETTER K,17,1,2017,17
tqo,Latn,tqo_Latn,Toaripi,m,Ll,LATIN SMALL LETTER M,14,1,2017,14
tqo,Latn,tqo_Latn,Toaripi,h,Ll,LATIN SMALL LETTER H,14,1,2017,14
tqo,Latn,tqo_Latn,Toaripi,p,Ll,LATIN SMALL LETTER P,10,1,2017,10
tqo,Latn,tqo_Latn,Toaripi,.,Po,FULL STOP,10,1,2017,10
tqo,Latn,tqo_Latn,Toaripi,d,Ll,LATIN SMALL LETTER D,9,1,2017,9
tqo,Latn,tqo_Latn,Toaripi,n,Ll,LATIN SMALL LETTER N,8,1,2017,8
tqo,Latn,tqo_Latn,Toaripi,w,Ll,LATIN SMALL LETTER W,8,1,2017,8
tqo,Latn,tqo_Latn,Toaripi,B,Lu,LATIN CAPITAL LETTER B,8,1,2017,8
tqo,Latn,tqo_Latn,Toaripi,b,Ll,LATIN SMALL LETTER B,7,1,2017,7
tqo,Latn,tqo_Latn,Toaripi,",",Po,COMMA,6,1,2017,6
tqo,Latn,tqo_Latn,Toaripi,f,Ll,LATIN SMALL LETTER F,6,1,2017,6
tqo,Latn,tqo_Latn,Toaripi,ō,Ll,LATIN SMALL LETTER O WITH MACRON,5,1,2017,5
tqo,Latn,tqo_Latn,Toaripi,W,Lu,LATIN CAPITAL LETTER W,4,1,2017,4
tqo,Latn,tqo_Latn,Toaripi,K,Lu,LATIN CAPITAL LETTER K,4,1,2017,4
tqo,Latn,tqo_Latn,Toaripi,c,Ll,LATIN SMALL LETTER C,3,1,2017,3
tqo,Latn,tqo_Latn,Toaripi,g,Ll,LATIN SMALL LETTER G,2,1,2017,2
tqo,Latn,tqo_Latn,Toaripi,U,Lu,LATIN CAPITAL LETTER U,2,1,2017,2
tqo,Latn,tqo_Latn,Toaripi,%,Po,PERCENT SIGN,2,1,2017,2
tqo,Latn,tqo_Latn,Toaripi,?,Po,QUESTION MARK,2,1,2017,2
tqo,Latn,tqo_Latn,Toaripi,I,Lu,LATIN CAPITAL LETTER I,2,1,2017,2
tqo,Latn,tqo_Latn,Toaripi,M,Lu,LATIN CAPITAL LETTER M,2,1,2017,2
tqo,Latn,tqo_Latn,Toaripi,A,Lu,LATIN CAPITAL LETTER A,2,1,2017,2
tqo,Latn,tqo_Latn,Toaripi,L,Lu,LATIN CAPITAL LETTER L,1,1,2017,1
tqo,Latn,tqo_Latn,Toaripi,H,Lu,LATIN CAPITAL LETTER H,1,1,2017,1
tqo,Latn,tqo_Latn,Toaripi,T,Lu,LATIN CAPITAL LETTER T,1,1,2017,1
tqo,Latn,tqo_Latn,Toaripi,—,Pd,EM DASH,1,1,2017,1
tqo,Latn,tqo_Latn,Toaripi,F,Lu,LATIN CAPITAL LETTER F,1,1,2017,1
tqo,Latn,tqo_Latn,Toaripi,y,Ll,LATIN SMALL LETTER Y,1,1,2017,1
tqo,Latn,tqo_Latn,Toaripi,-,Pd,HYPHEN-MINUS,1,1,2017,1
tqo,Latn,tqo_Latn,Toaripi,1,Nd,DIGIT ONE,1,1,2017,1
tqo,Latn,tqo_Latn,Toaripi,5,Nd,DIGIT FIVE,1,1,2017,1
tqo,Latn,tqo_Latn,Toaripi,0,Nd,DIGIT ZERO,1,1,2017,1
tqo,Latn,tqo_Latn,Toaripi,!,Po,EXCLAMATION MARK,1,1,2017,1
tqo,Latn,tqo_Latn,Toaripi,á,Ll,LATIN SMALL LETTER A WITH ACUTE,1,1,2017,1
