iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2023_frequency
cso,Latn,cso_Latn,Sochiapam Chinantec, ,Zs,SPACE,266006,8,"2013,2014,2016,2017,2019,2020,2021,2023",191276,7901,2978,52560,9056,256,145,1834
cso,Latn,cso_Latn,Sochiapam Chinantec,3,Nd,DIGIT THREE,156795,8,"2013,2014,2016,2017,2019,2020,2021,2023",112693,4700,1776,31128,5249,145,79,1025
cso,Latn,cso_Latn,Sochiapam Chinantec,2,Nd,DIGIT TWO,132475,8,"2013,2014,2016,2017,2019,2020,2021,2023",95206,4009,1528,26152,4446,117,62,955
cso,Latn,cso_Latn,Sochiapam Chinantec,h,Ll,LATIN SMALL LETTER H,106485,8,"2013,2014,2016,2017,2019,2020,2021,2023",76947,2965,1299,21008,3369,95,43,759
cso,Latn,cso_Latn,Sochiapam Chinantec,n,Ll,LATIN SMALL LETTER N,94233,8,"2013,2014,2016,2017,2019,2020,2021,2023",68000,2578,1098,18633,3198,99,54,573
cso,Latn,cso_Latn,Sochiapam Chinantec,á,Ll,LATIN SMALL LETTER A WITH ACUTE,87043,8,"2013,2014,2016,2017,2019,2020,2021,2023",62584,2532,951,17634,2717,70,45,510
cso,Latn,cso_Latn,Sochiapam Chinantec,1,Nd,DIGIT ONE,84902,8,"2013,2014,2016,2017,2019,2020,2021,2023",61163,2392,896,16825,2974,74,39,539
cso,Latn,cso_Latn,Sochiapam Chinantec,u,Ll,LATIN SMALL LETTER U,65058,8,"2013,2014,2016,2017,2019,2020,2021,2023",47049,2072,695,12844,1936,59,23,380
cso,Latn,cso_Latn,Sochiapam Chinantec,i,Ll,LATIN SMALL LETTER I,62683,8,"2013,2014,2016,2017,2019,2020,2021,2023",44753,1725,711,12606,2244,87,31,526
cso,Latn,cso_Latn,Sochiapam Chinantec,j,Ll,LATIN SMALL LETTER J,55045,8,"2013,2014,2016,2017,2019,2020,2021,2023",39496,1709,599,10995,1882,47,29,288
cso,Latn,cso_Latn,Sochiapam Chinantec,a,Ll,LATIN SMALL LETTER A,53940,8,"2013,2014,2016,2017,2019,2020,2021,2023",38812,1739,605,10594,1721,73,44,352
cso,Latn,cso_Latn,Sochiapam Chinantec,ɨ,Ll,LATIN SMALL LETTER I WITH STROKE,49729,8,"2013,2014,2016,2017,2019,2020,2021,2023",35615,1615,539,9930,1623,48,19,340
cso,Latn,cso_Latn,Sochiapam Chinantec,t,Ll,LATIN SMALL LETTER T,47462,8,"2013,2014,2016,2017,2019,2020,2021,2023",33681,1539,540,9622,1601,57,23,399
cso,Latn,cso_Latn,Sochiapam Chinantec,s,Ll,LATIN SMALL LETTER S,39141,8,"2013,2014,2016,2017,2019,2020,2021,2023",28012,1219,435,7816,1313,32,24,290
cso,Latn,cso_Latn,Sochiapam Chinantec,c,Ll,LATIN SMALL LETTER C,37368,8,"2013,2014,2016,2017,2019,2020,2021,2023",27069,1234,388,7213,1198,45,29,192
cso,Latn,cso_Latn,Sochiapam Chinantec,í,Ll,LATIN SMALL LETTER I WITH ACUTE,33971,8,"2013,2014,2016,2017,2019,2020,2021,2023",24479,1019,348,6732,1142,30,20,201
cso,Latn,cso_Latn,Sochiapam Chinantec,l,Ll,LATIN SMALL LETTER L,32882,8,"2013,2014,2016,2017,2019,2020,2021,2023",23656,906,362,6614,1065,22,18,239
cso,Latn,cso_Latn,Sochiapam Chinantec,m,Ll,LATIN SMALL LETTER M,28908,8,"2013,2014,2016,2017,2019,2020,2021,2023",20824,847,322,5744,927,34,16,194
cso,Latn,cso_Latn,Sochiapam Chinantec,́,Mn,COMBINING ACUTE ACCENT,25414,8,"2013,2014,2016,2017,2019,2020,2021,2023",18255,781,303,5056,822,21,8,168
cso,Latn,cso_Latn,Sochiapam Chinantec,o,Ll,LATIN SMALL LETTER O,22233,8,"2013,2014,2016,2017,2019,2020,2021,2023",15984,592,264,4409,812,27,9,136
cso,Latn,cso_Latn,Sochiapam Chinantec,ú,Ll,LATIN SMALL LETTER U WITH ACUTE,20765,8,"2013,2014,2016,2017,2019,2020,2021,2023",14923,680,216,4015,729,17,8,177
cso,Latn,cso_Latn,Sochiapam Chinantec,",",Po,COMMA,15988,8,"2013,2014,2016,2017,2019,2020,2021,2023",11491,445,199,3167,537,19,8,122
cso,Latn,cso_Latn,Sochiapam Chinantec,e,Ll,LATIN SMALL LETTER E,13111,8,"2013,2014,2016,2017,2019,2020,2021,2023",9273,399,130,2667,507,36,14,85
cso,Latn,cso_Latn,Sochiapam Chinantec,ñ,Ll,LATIN SMALL LETTER N WITH TILDE,11468,8,"2013,2014,2016,2017,2019,2020,2021,2023",8263,416,106,2267,343,9,2,62
cso,Latn,cso_Latn,Sochiapam Chinantec,é,Ll,LATIN SMALL LETTER E WITH ACUTE,9863,8,"2013,2014,2016,2017,2019,2020,2021,2023",7135,328,91,1934,305,20,4,46
cso,Latn,cso_Latn,Sochiapam Chinantec,q,Ll,LATIN SMALL LETTER Q,9749,8,"2013,2014,2016,2017,2019,2020,2021,2023",6936,289,106,2033,310,14,6,55
cso,Latn,cso_Latn,Sochiapam Chinantec,ó,Ll,LATIN SMALL LETTER O WITH ACUTE,9058,8,"2013,2014,2016,2017,2019,2020,2021,2023",6458,251,112,1765,397,10,4,61
cso,Latn,cso_Latn,Sochiapam Chinantec,.,Po,FULL STOP,9008,8,"2013,2014,2016,2017,2019,2020,2021,2023",6517,287,103,1737,295,8,3,58
cso,Latn,cso_Latn,Sochiapam Chinantec,b,Ll,LATIN SMALL LETTER B,8150,8,"2013,2014,2016,2017,2019,2020,2021,2023",6010,228,70,1526,258,5,6,47
cso,Latn,cso_Latn,Sochiapam Chinantec,J,Lu,LATIN CAPITAL LETTER J,7864,8,"2013,2014,2016,2017,2019,2020,2021,2023",5734,269,87,1467,274,8,7,18
