iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
eve,Cyrl,eve_Cyrl,Even, ,Zs,SPACE,82800,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1343,530,45772,2537,9726,2158,1906,372,10451,8005
eve,Cyrl,eve_Cyrl,Even,э,Ll,CYRILLIC SMALL LETTER E,54713,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",950,322,31357,1453,6251,1458,1028,214,6325,5355
eve,Cyrl,eve_Cyrl,Even,и,Ll,CYRILLIC SMALL LETTER I,54131,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",778,324,30060,1760,5833,1336,1119,241,7226,5454
eve,Cyrl,eve_Cyrl,Even,а,Ll,CYRILLIC SMALL LETTER A,53904,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",756,459,28142,1743,6005,1548,1274,294,7514,6169
eve,Cyrl,eve_Cyrl,Even,н,Ll,CYRILLIC SMALL LETTER EN,48620,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",951,404,22951,1940,6897,1365,1186,260,6834,5832
eve,Cyrl,eve_Cyrl,Even,р,Ll,CYRILLIC SMALL LETTER ER,32341,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",324,194,19631,932,3120,734,686,109,3554,3057
eve,Cyrl,eve_Cyrl,Even,л,Ll,CYRILLIC SMALL LETTER EL,31548,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",401,192,19471,752,2700,732,528,166,3780,2826
eve,Cyrl,eve_Cyrl,Even,у,Ll,CYRILLIC SMALL LETTER U,27308,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",443,227,12960,886,2756,935,769,168,4524,3640
eve,Cyrl,eve_Cyrl,Even,д,Ll,CYRILLIC SMALL LETTER DE,27109,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",506,163,14268,838,3112,850,597,118,3917,2740
eve,Cyrl,eve_Cyrl,Even,т,Ll,CYRILLIC SMALL LETTER TE,26348,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",561,184,12835,820,3211,942,630,166,3764,3235
eve,Cyrl,eve_Cyrl,Even,к,Ll,CYRILLIC SMALL LETTER KA,20927,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",297,255,9025,976,2921,586,647,118,3387,2715
eve,Cyrl,eve_Cyrl,Even,м,Ll,CYRILLIC SMALL LETTER EM,19338,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",284,149,11369,502,2310,487,356,77,2163,1641
eve,Cyrl,eve_Cyrl,Even,с,Ll,CYRILLIC SMALL LETTER ES,15360,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",195,78,10264,384,1004,363,234,72,1606,1160
eve,Cyrl,eve_Cyrl,Even,о,Ll,CYRILLIC SMALL LETTER O,14510,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",217,107,6359,472,1726,495,538,93,2430,2073
eve,Cyrl,eve_Cyrl,Even,в,Ll,CYRILLIC SMALL LETTER VE,13655,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",237,72,7581,358,1031,465,390,109,1905,1507
eve,Cyrl,eve_Cyrl,Even,г,Ll,CYRILLIC SMALL LETTER GHE,12674,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",217,69,7069,413,1394,380,271,63,1560,1238
eve,Cyrl,eve_Cyrl,Even,е,Ll,CYRILLIC SMALL LETTER IE,12271,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",168,44,8010,388,657,257,322,55,1367,1003
eve,Cyrl,eve_Cyrl,Even,б,Ll,CYRILLIC SMALL LETTER BE,11776,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",202,75,6206,312,1332,325,335,56,1666,1267
eve,Cyrl,eve_Cyrl,Even,ч,Ll,CYRILLIC SMALL LETTER CHE,11075,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",227,89,4912,443,1578,325,286,65,1653,1497
eve,Cyrl,eve_Cyrl,Even,ы,Ll,CYRILLIC SMALL LETTER YERU,11071,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",209,18,9354,135,181,277,135,84,420,258
eve,Cyrl,eve_Cyrl,Even,.,Po,FULL STOP,8798,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",192,111,3876,375,1435,283,289,62,1253,922
eve,Cyrl,eve_Cyrl,Even,",",Po,COMMA,7639,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",249,64,3135,300,1089,403,225,42,1143,989
eve,Cyrl,eve_Cyrl,Even,-,Pd,HYPHEN-MINUS,6538,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",60,9,4329,319,800,121,78,22,457,343
eve,Cyrl,eve_Cyrl,Even,й,Ll,CYRILLIC SMALL LETTER SHORT I,5289,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",108,21,2866,216,486,124,128,34,735,571
eve,Cyrl,eve_Cyrl,Even,я,Ll,CYRILLIC SMALL LETTER YA,4876,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",142,55,2426,255,634,223,172,38,645,286
eve,Cyrl,eve_Cyrl,Even,ш,Ll,CYRILLIC SMALL LETTER SHA,4575,9,"2013,2016,2017,2018,2019,2020,2021,2023,2024",1,1,4367,16,30,13,14,0,68,65
eve,Cyrl,eve_Cyrl,Even,п,Ll,CYRILLIC SMALL LETTER PE,4463,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",60,38,1965,252,366,136,174,21,767,684
eve,Cyrl,eve_Cyrl,Even,х,Ll,CYRILLIC SMALL LETTER HA,4273,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",29,55,2223,294,961,43,49,23,506,90
eve,Cyrl,eve_Cyrl,Even,з,Ll,CYRILLIC SMALL LETTER ZE,4170,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",10,7,3811,34,38,12,28,7,135,88
eve,Cyrl,eve_Cyrl,Even,Ь,Lu,CYRILLIC CAPITAL LETTER SOFT SIGN,3390,4,"2017,2020,2021,2024",0,0,3385,0,0,3,1,0,0,1
eve,Cyrl,eve_Cyrl,Even,ь,Ll,CYRILLIC SMALL LETTER SOFT SIGN,3306,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",57,24,433,44,253,142,168,13,953,1219
eve,Cyrl,eve_Cyrl,Even,ө,Ll,CYRILLIC SMALL LETTER BARRED O,2838,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",16,36,164,207,822,55,79,10,616,833
eve,Cyrl,eve_Cyrl,Even,З,Lu,CYRILLIC CAPITAL LETTER ZE,2484,8,"2013,2017,2018,2019,2020,2021,2023,2024",3,0,2336,3,14,3,12,0,63,50
eve,Cyrl,eve_Cyrl,Even,ҥ,Ll,CYRILLIC SMALL LIGATURE EN GHE,2305,7,"2013,2016,2017,2020,2021,2023,2024",53,60,36,0,0,107,114,0,777,1158
eve,Cyrl,eve_Cyrl,Even,ӈ,Ll,CYRILLIC SMALL LETTER EN WITH HOOK,2185,7,"2017,2019,2020,2021,2022,2023,2024",0,0,623,0,847,67,54,94,444,56
eve,Cyrl,eve_Cyrl,Even,ф,Ll,CYRILLIC SMALL LETTER EF,2038,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",4,1,1834,18,12,5,8,2,73,81
eve,Cyrl,eve_Cyrl,Even,А,Lu,CYRILLIC CAPITAL LETTER A,1897,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",4,7,1131,87,87,54,55,2,214,256
eve,Cyrl,eve_Cyrl,Even,Т,Lu,CYRILLIC CAPITAL LETTER TE,1640,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",7,22,545,74,377,59,51,18,252,235
eve,Cyrl,eve_Cyrl,Even,һ,Ll,CYRILLIC SMALL LETTER SHHA,1516,7,"2013,2017,2019,2020,2021,2023,2024",59,0,111,0,62,100,156,0,396,632
eve,Cyrl,eve_Cyrl,Even,Н,Lu,CYRILLIC CAPITAL LETTER EN,1433,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",15,21,650,71,153,38,48,6,222,209
eve,Cyrl,eve_Cyrl,Even,С,Lu,CYRILLIC CAPITAL LETTER ES,1429,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",3,6,877,24,25,21,59,2,193,219
eve,Cyrl,eve_Cyrl,Even,И,Lu,CYRILLIC CAPITAL LETTER I,1377,9,"2013,2016,2017,2018,2019,2020,2021,2023,2024",34,22,833,65,92,48,22,0,159,102
eve,Cyrl,eve_Cyrl,Even,Э,Lu,CYRILLIC CAPITAL LETTER E,1372,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",6,11,641,57,152,28,41,3,273,160
eve,Cyrl,eve_Cyrl,Even,М,Lu,CYRILLIC CAPITAL LETTER EM,1280,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",2,11,839,31,88,15,41,1,134,118
eve,Cyrl,eve_Cyrl,Even,Б,Lu,CYRILLIC CAPITAL LETTER BE,1243,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",15,6,819,45,97,25,55,4,102,75
eve,Cyrl,eve_Cyrl,Even,ю,Ll,CYRILLIC SMALL LETTER YU,1147,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",27,14,323,68,370,33,44,10,180,78
eve,Cyrl,eve_Cyrl,Even,1,Nd,DIGIT ONE,1027,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",30,3,756,15,30,22,20,6,80,65
eve,Cyrl,eve_Cyrl,Even,К,Lu,CYRILLIC CAPITAL LETTER KA,1003,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",3,17,484,64,99,28,57,12,102,137
eve,Cyrl,eve_Cyrl,Even,Р,Lu,CYRILLIC CAPITAL LETTER ER,814,9,"2016,2017,2018,2019,2020,2021,2022,2023,2024",0,2,650,17,5,3,16,1,53,67
eve,Cyrl,eve_Cyrl,Even,Д,Lu,CYRILLIC CAPITAL LETTER DE,796,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",12,7,388,41,70,48,22,2,123,83
eve,Cyrl,eve_Cyrl,Even,О,Lu,CYRILLIC CAPITAL LETTER O,773,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",12,9,387,18,129,32,32,1,80,73
eve,Cyrl,eve_Cyrl,Even,2,Nd,DIGIT TWO,720,9,"2013,2016,2017,2018,2019,2020,2021,2023,2024",30,3,448,16,21,17,17,0,92,76
eve,Cyrl,eve_Cyrl,Even,«,Pi,LEFT-POINTING DOUBLE ANGLE QUOTATION MARK,652,9,"2016,2017,2018,2019,2020,2021,2022,2023,2024",0,3,431,24,66,4,20,1,47,56
eve,Cyrl,eve_Cyrl,Even,Г,Lu,CYRILLIC CAPITAL LETTER GHE,652,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",3,6,373,37,98,5,16,2,68,44
eve,Cyrl,eve_Cyrl,Even,»,Pf,RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK,648,9,"2016,2017,2018,2019,2020,2021,2022,2023,2024",0,3,425,24,64,6,18,1,46,61
eve,Cyrl,eve_Cyrl,Even,Л,Lu,CYRILLIC CAPITAL LETTER EL,612,9,"2016,2017,2018,2019,2020,2021,2022,2023,2024",0,3,481,32,8,1,11,2,39,35
eve,Cyrl,eve_Cyrl,Even,0,Nd,DIGIT ZERO,607,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",4,0,419,19,10,8,20,1,62,64
eve,Cyrl,eve_Cyrl,Even,̄,Mn,COMBINING MACRON,601,4,"2013,2020,2023,2024",209,0,0,0,0,221,0,0,166,5
eve,Cyrl,eve_Cyrl,Even,Х,Lu,CYRILLIC CAPITAL LETTER HA,545,9,"2016,2017,2018,2019,2020,2021,2022,2023,2024",0,15,169,56,195,10,12,1,68,19
eve,Cyrl,eve_Cyrl,Even,ң,Ll,CYRILLIC SMALL LETTER EN WITH DESCENDER,518,6,"2013,2017,2018,2020,2021,2024",77,0,92,254,0,83,6,0,0,6
eve,Cyrl,eve_Cyrl,Even,’,Pf,RIGHT SINGLE QUOTATION MARK,505,2,"2017,2022",0,0,496,0,0,0,0,9,0,0
