iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency
swp,Latn,swp_Latn,Suau, ,Zs,SPACE,232873,7,"2013,2017,2018,2019,2020,2021,2022",622,1425,221646,954,95,4954,3177
swp,Latn,swp_Latn,Suau,a,Ll,LATIN SMALL LETTER A,231924,7,"2013,2017,2018,2019,2020,2021,2022",678,1595,218909,1122,32,5826,3762
swp,Latn,swp_Latn,Suau,i,Ll,LATIN SMALL LETTER I,136823,7,"2013,2017,2018,2019,2020,2021,2022",389,873,129418,657,72,3168,2246
swp,Latn,swp_Latn,Suau,e,Ll,LATIN SMALL LETTER E,118076,7,"2013,2017,2018,2019,2020,2021,2022",352,576,112209,487,84,2619,1749
swp,Latn,swp_Latn,Suau,o,Ll,LATIN SMALL LETTER O,68616,7,"2013,2017,2018,2019,2020,2021,2022",196,358,65232,280,58,1576,916
swp,Latn,swp_Latn,Suau,u,Ll,LATIN SMALL LETTER U,65253,7,"2013,2017,2018,2019,2020,2021,2022",147,532,61519,340,72,1647,996
swp,Latn,swp_Latn,Suau,n,Ll,LATIN SMALL LETTER N,62899,6,"2013,2017,2018,2019,2021,2022",182,371,59874,269,0,1380,823
swp,Latn,swp_Latn,Suau,s,Ll,LATIN SMALL LETTER S,45183,6,"2013,2017,2018,2019,2021,2022",124,211,43005,150,0,945,748
swp,Latn,swp_Latn,Suau,t,Ll,LATIN SMALL LETTER T,41803,6,"2013,2017,2018,2019,2021,2022",136,274,39949,142,0,846,456
swp,Latn,swp_Latn,Suau,r,Ll,LATIN SMALL LETTER R,40842,6,"2013,2017,2018,2019,2021,2022",133,235,39003,152,0,814,505
swp,Latn,swp_Latn,Suau,b,Ll,LATIN SMALL LETTER B,36240,6,"2013,2017,2018,2019,2021,2022",105,227,34567,139,0,752,450
swp,Latn,swp_Latn,Suau,d,Ll,LATIN SMALL LETTER D,34269,6,"2013,2017,2018,2019,2021,2022",91,176,32347,188,0,800,667
swp,Latn,swp_Latn,Suau,m,Ll,LATIN SMALL LETTER M,33889,6,"2013,2017,2018,2019,2021,2022",111,224,32293,178,0,679,404
swp,Latn,swp_Latn,Suau,h,Ll,LATIN SMALL LETTER H,28874,6,"2013,2017,2018,2019,2021,2022",92,166,27613,100,0,570,333
swp,Latn,swp_Latn,Suau,g,Ll,LATIN SMALL LETTER G,28760,6,"2013,2017,2018,2019,2021,2022",72,243,27194,176,0,665,410
swp,Latn,swp_Latn,Suau,l,Ll,LATIN SMALL LETTER L,24575,6,"2013,2017,2018,2019,2021,2022",69,125,23406,89,0,519,367
swp,Latn,swp_Latn,Suau,",",Po,COMMA,24554,6,"2013,2017,2018,2019,2021,2022",64,181,23112,110,0,670,417
swp,Latn,swp_Latn,Suau,.,Po,FULL STOP,11221,7,"2013,2017,2018,2019,2020,2021,2022",30,150,10672,40,4,198,127
swp,Latn,swp_Latn,Suau,w,Ll,LATIN SMALL LETTER W,9384,6,"2013,2017,2018,2019,2021,2022",14,11,9250,46,0,44,19
swp,Latn,swp_Latn,Suau,p,Ll,LATIN SMALL LETTER P,7804,6,"2013,2017,2018,2019,2021,2022",19,21,7528,21,0,120,95
