iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2015_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
csw,Latn,csw_Latn,Swampy Cree,i,Ll,LATIN SMALL LETTER I,50815,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",550,166,1261,6300,1897,3695,1637,2251,15308,17133,617
csw,Latn,csw_Latn,Swampy Cree, ,Zs,SPACE,50733,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",722,375,2647,6839,2099,5292,2939,3058,11690,13984,1088
csw,Latn,csw_Latn,Swampy Cree,a,Ll,LATIN SMALL LETTER A,39895,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",455,128,1104,5008,1636,3004,1520,1945,11607,12916,572
csw,Latn,csw_Latn,Swampy Cree,k,Ll,LATIN SMALL LETTER K,33756,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",421,128,796,4645,1315,2393,1062,1640,9836,11077,443
csw,Latn,csw_Latn,Swampy Cree,n,Ll,LATIN SMALL LETTER N,25436,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",328,129,719,3042,1029,2302,1105,1440,6744,8229,369
csw,Latn,csw_Latn,Swampy Cree,w,Ll,LATIN SMALL LETTER W,23348,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",223,73,656,2983,806,1668,760,1038,6988,7800,353
csw,Latn,csw_Latn,Swampy Cree,t,Ll,LATIN SMALL LETTER T,22509,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",312,112,880,3131,893,2169,1227,1348,5659,6394,384
csw,Latn,csw_Latn,Swampy Cree,h,Ll,LATIN SMALL LETTER H,20189,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",221,89,712,2252,791,1701,824,940,5793,6522,344
csw,Latn,csw_Latn,Swampy Cree,s,Ll,LATIN SMALL LETTER S,17926,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",228,90,595,2023,695,1747,804,1076,4653,5705,310
csw,Latn,csw_Latn,Swampy Cree,o,Ll,LATIN SMALL LETTER O,17141,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",308,96,614,2257,656,1835,875,1011,3907,5255,327
csw,Latn,csw_Latn,Swampy Cree,â,Ll,LATIN SMALL LETTER A WITH CIRCUMFLEX,15763,11,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",240,74,437,2361,586,1141,561,824,4193,5149,197
