iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2023_frequency
keo,Latn,keo_Latn,Kakwa, ,Zs,SPACE,209783,7,"2014,2016,2017,2018,2019,2020,2023",200041,963,7545,109,112,174,839
keo,Latn,keo_Latn,Kakwa,a,Ll,LATIN SMALL LETTER A,125312,7,"2014,2016,2017,2018,2019,2020,2023",119507,574,4650,53,59,106,363
keo,Latn,keo_Latn,Kakwa,i,Ll,LATIN SMALL LETTER I,92730,7,"2014,2016,2017,2018,2019,2020,2023",88275,465,3486,53,36,59,356
keo,Latn,keo_Latn,Kakwa,u,Ll,LATIN SMALL LETTER U,76537,7,"2014,2016,2017,2018,2019,2020,2023",73088,395,2696,29,32,75,222
keo,Latn,keo_Latn,Kakwa,o,Ll,LATIN SMALL LETTER O,74003,7,"2014,2016,2017,2018,2019,2020,2023",70517,310,2698,28,22,79,349
keo,Latn,keo_Latn,Kakwa,k,Ll,LATIN SMALL LETTER K,63689,7,"2014,2016,2017,2018,2019,2020,2023",60630,331,2349,29,29,59,262
keo,Latn,keo_Latn,Kakwa,n,Ll,LATIN SMALL LETTER N,57119,7,"2014,2016,2017,2018,2019,2020,2023",54292,279,2133,33,32,31,319
keo,Latn,keo_Latn,Kakwa,e,Ll,LATIN SMALL LETTER E,53413,7,"2014,2016,2017,2018,2019,2020,2023",50955,245,1884,33,58,47,191
keo,Latn,keo_Latn,Kakwa,l,Ll,LATIN SMALL LETTER L,49957,7,"2014,2016,2017,2018,2019,2020,2023",47652,210,1854,15,27,52,147
keo,Latn,keo_Latn,Kakwa,r,Ll,LATIN SMALL LETTER R,39787,7,"2014,2016,2017,2018,2019,2020,2023",37939,175,1503,14,21,35,100
keo,Latn,keo_Latn,Kakwa,d,Ll,LATIN SMALL LETTER D,36402,7,"2014,2016,2017,2018,2019,2020,2023",34768,151,1328,16,20,28,91
keo,Latn,keo_Latn,Kakwa,t,Ll,LATIN SMALL LETTER T,33385,7,"2014,2016,2017,2018,2019,2020,2023",31724,190,1200,22,8,14,227
keo,Latn,keo_Latn,Kakwa,g,Ll,LATIN SMALL LETTER G,29884,7,"2014,2016,2017,2018,2019,2020,2023",28577,137,1020,5,15,22,108
keo,Latn,keo_Latn,Kakwa,y,Ll,LATIN SMALL LETTER Y,19616,7,"2014,2016,2017,2018,2019,2020,2023",18640,98,708,18,28,21,103
keo,Latn,keo_Latn,Kakwa,b,Ll,LATIN SMALL LETTER B,17558,7,"2014,2016,2017,2018,2019,2020,2023",16792,64,624,8,11,10,49
keo,Latn,keo_Latn,Kakwa,’,Pf,RIGHT SINGLE QUOTATION MARK,17342,7,"2014,2016,2017,2018,2019,2020,2023",16605,76,619,6,3,7,26
keo,Latn,keo_Latn,Kakwa,m,Ll,LATIN SMALL LETTER M,13725,7,"2014,2016,2017,2018,2019,2020,2023",13098,64,494,11,3,11,44
keo,Latn,keo_Latn,Kakwa,ŋ,Ll,LATIN SMALL LETTER ENG,13698,7,"2014,2016,2017,2018,2019,2020,2023",13040,65,498,19,9,9,58
keo,Latn,keo_Latn,Kakwa,p,Ll,LATIN SMALL LETTER P,12626,7,"2014,2016,2017,2018,2019,2020,2023",11990,62,496,4,11,8,55
keo,Latn,keo_Latn,Kakwa,s,Ll,LATIN SMALL LETTER S,10883,7,"2014,2016,2017,2018,2019,2020,2023",10379,42,385,7,1,17,52
keo,Latn,keo_Latn,Kakwa,.,Po,FULL STOP,8805,7,"2014,2016,2017,2018,2019,2020,2023",8416,42,291,8,7,11,30
keo,Latn,keo_Latn,Kakwa,‚,Ps,SINGLE LOW-9 QUOTATION MARK,8391,3,"2014,2016,2017",8046,34,311,0,0,0,0
keo,Latn,keo_Latn,Kakwa,",",Po,COMMA,7210,7,"2014,2016,2017,2018,2019,2020,2023",6844,31,269,5,7,5,49
keo,Latn,keo_Latn,Kakwa,z,Ll,LATIN SMALL LETTER Z,6857,5,"2014,2016,2017,2019,2023",6560,53,241,0,2,0,1
keo,Latn,keo_Latn,Kakwa,K,Lu,LATIN CAPITAL LETTER K,4506,7,"2014,2016,2017,2018,2019,2020,2023",4305,19,149,6,3,8,16
keo,Latn,keo_Latn,Kakwa,w,Ll,LATIN SMALL LETTER W,4279,7,"2014,2016,2017,2018,2019,2020,2023",4013,22,144,8,5,9,78
keo,Latn,keo_Latn,Kakwa,1,Nd,DIGIT ONE,3369,5,"2014,2016,2017,2019,2023",3246,22,99,0,1,0,1
keo,Latn,keo_Latn,Kakwa,Ŋ,Lu,LATIN CAPITAL LETTER ENG,2794,6,"2014,2016,2017,2018,2020,2023",2680,9,85,4,0,2,14
keo,Latn,keo_Latn,Kakwa,Y,Lu,LATIN CAPITAL LETTER Y,2730,7,"2014,2016,2017,2018,2019,2020,2023",2621,12,81,7,2,4,3
keo,Latn,keo_Latn,Kakwa,2,Nd,DIGIT TWO,2484,4,"2014,2016,2017,2023",2399,5,78,0,0,0,2
keo,Latn,keo_Latn,Kakwa,B,Lu,LATIN CAPITAL LETTER B,2047,7,"2014,2016,2017,2018,2019,2020,2023",1936,12,88,3,1,4,3
keo,Latn,keo_Latn,Kakwa,“,Pi,LEFT DOUBLE QUOTATION MARK,1889,4,"2014,2016,2017,2019",1805,5,78,0,1,0,0
keo,Latn,keo_Latn,Kakwa,M,Lu,LATIN CAPITAL LETTER M,1742,4,"2014,2016,2017,2023",1662,12,46,0,0,0,22
keo,Latn,keo_Latn,Kakwa,3,Nd,DIGIT THREE,1734,4,"2014,2016,2017,2019",1665,4,64,0,1,0,0
keo,Latn,keo_Latn,Kakwa,”,Pf,RIGHT DOUBLE QUOTATION MARK,1725,4,"2014,2016,2017,2019",1651,5,68,0,1,0,0
keo,Latn,keo_Latn,Kakwa,N,Lu,LATIN CAPITAL LETTER N,1358,6,"2014,2016,2017,2019,2020,2023",1303,4,31,0,3,1,16
keo,Latn,keo_Latn,Kakwa,4,Nd,DIGIT FOUR,1268,4,"2014,2016,2017,2023",1205,4,58,0,0,0,1
keo,Latn,keo_Latn,Kakwa,L,Lu,LATIN CAPITAL LETTER L,1261,7,"2014,2016,2017,2018,2019,2020,2023",1190,6,37,1,5,7,15
keo,Latn,keo_Latn,Kakwa,T,Lu,LATIN CAPITAL LETTER T,1022,7,"2014,2016,2017,2018,2019,2020,2023",986,4,26,2,1,1,2
keo,Latn,keo_Latn,Kakwa,5,Nd,DIGIT FIVE,992,3,"2014,2016,2017",944,4,44,0,0,0,0
keo,Latn,keo_Latn,Kakwa,?,Po,QUESTION MARK,967,4,"2014,2016,2017,2020",925,1,38,0,0,3,0
keo,Latn,keo_Latn,Kakwa,6,Nd,DIGIT SIX,842,4,"2014,2016,2017,2019",812,4,25,0,1,0,0
keo,Latn,keo_Latn,Kakwa,I,Lu,LATIN CAPITAL LETTER I,809,7,"2014,2016,2017,2018,2019,2020,2023",767,3,25,1,3,1,9
keo,Latn,keo_Latn,Kakwa,A,Lu,LATIN CAPITAL LETTER A,780,5,"2014,2017,2019,2020,2023",735,0,10,0,8,7,20
keo,Latn,keo_Latn,Kakwa,7,Nd,DIGIT SEVEN,778,5,"2014,2016,2017,2020,2023",746,4,25,0,0,2,1
keo,Latn,keo_Latn,Kakwa,8,Nd,DIGIT EIGHT,730,3,"2014,2016,2017",702,3,25,0,0,0,0
keo,Latn,keo_Latn,Kakwa,9,Nd,DIGIT NINE,694,4,"2014,2016,2017,2023",666,3,24,0,0,0,1
keo,Latn,keo_Latn,Kakwa,0,Nd,DIGIT ZERO,677,3,"2014,2016,2017",651,3,23,0,0,0,0
keo,Latn,keo_Latn,Kakwa,P,Lu,LATIN CAPITAL LETTER P,598,4,"2014,2016,2017,2023",565,1,24,0,0,0,8
keo,Latn,keo_Latn,Kakwa,D,Lu,LATIN CAPITAL LETTER D,592,5,"2014,2017,2019,2020,2023",559,0,27,0,1,2,3
keo,Latn,keo_Latn,Kakwa,S,Lu,LATIN CAPITAL LETTER S,443,5,"2014,2016,2017,2020,2023",422,1,11,0,0,6,3
keo,Latn,keo_Latn,Kakwa,‘,Pi,LEFT SINGLE QUOTATION MARK,386,5,"2014,2017,2019,2020,2023",346,0,11,0,7,3,19
keo,Latn,keo_Latn,Kakwa,h,Ll,LATIN SMALL LETTER H,358,4,"2014,2016,2017,2023",337,3,10,0,0,0,8
keo,Latn,keo_Latn,Kakwa,E,Lu,LATIN CAPITAL LETTER E,309,2,"2014,2019",308,0,0,0,1,0,0
keo,Latn,keo_Latn,Kakwa,R,Lu,LATIN CAPITAL LETTER R,276,4,"2014,2017,2019,2023",267,0,5,0,2,0,2
keo,Latn,keo_Latn,Kakwa,G,Lu,LATIN CAPITAL LETTER G,273,5,"2014,2016,2017,2020,2023",256,3,9,0,0,1,4
keo,Latn,keo_Latn,Kakwa,O,Lu,LATIN CAPITAL LETTER O,254,3,"2014,2019,2023",251,0,0,0,2,0,1
keo,Latn,keo_Latn,Kakwa,!,Po,EXCLAMATION MARK,233,3,"2014,2017,2020",211,0,21,0,0,1,0
keo,Latn,keo_Latn,Kakwa,F,Lu,LATIN CAPITAL LETTER F,191,2,"2014,2017",175,0,16,0,0,0,0
keo,Latn,keo_Latn,Kakwa,f,Ll,LATIN SMALL LETTER F,176,4,"2014,2017,2020,2023",169,0,4,0,0,2,1
keo,Latn,keo_Latn,Kakwa,U,Lu,LATIN CAPITAL LETTER U,100,3,"2014,2017,2020",98,0,1,0,0,1,0
keo,Latn,keo_Latn,Kakwa,W,Lu,LATIN CAPITAL LETTER W,88,3,"2014,2016,2017",84,1,3,0,0,0,0
keo,Latn,keo_Latn,Kakwa,H,Lu,LATIN CAPITAL LETTER H,83,3,"2014,2017,2023",81,0,1,0,0,0,1
keo,Latn,keo_Latn,Kakwa,Z,Lu,LATIN CAPITAL LETTER Z,72,2,"2014,2017",68,0,4,0,0,0,0
keo,Latn,keo_Latn,Kakwa,j,Ll,LATIN SMALL LETTER J,64,3,"2018,2020,2023",0,0,0,11,0,14,39
keo,Latn,keo_Latn,Kakwa,v,Ll,LATIN SMALL LETTER V,53,4,"2014,2017,2020,2023",47,0,3,0,0,2,1
keo,Latn,keo_Latn,Kakwa,:,Po,COLON,44,4,"2014,2017,2019,2023",35,0,4,0,2,0,3
keo,Latn,keo_Latn,Kakwa,ö,Ll,LATIN SMALL LETTER O WITH DIAERESIS,40,2,"2018,2023",0,0,0,4,0,0,36
keo,Latn,keo_Latn,Kakwa,],Pe,RIGHT SQUARE BRACKET,18,1,2014,18,0,0,0,0,0,0
keo,Latn,keo_Latn,Kakwa,c,Ll,LATIN SMALL LETTER C,17,2,"2020,2023",0,0,0,0,0,8,9
keo,Latn,keo_Latn,Kakwa,(,Ps,LEFT PARENTHESIS,16,2,"2014,2023",13,0,0,0,0,0,3
keo,Latn,keo_Latn,Kakwa,),Pe,RIGHT PARENTHESIS,15,2,"2014,2023",13,0,0,0,0,0,2
keo,Latn,keo_Latn,Kakwa,;,Po,SEMICOLON,15,2,"2014,2023",7,0,0,0,0,0,8
keo,Latn,keo_Latn,Kakwa,C,Lu,LATIN CAPITAL LETTER C,15,4,"2016,2017,2020,2023",0,2,7,0,0,2,4
keo,Latn,keo_Latn,Kakwa,ȍ,Ll,LATIN SMALL LETTER O WITH DOUBLE GRAVE,12,1,2023,0,0,0,0,0,0,12
keo,Latn,keo_Latn,Kakwa,[,Ps,LEFT SQUARE BRACKET,12,1,2014,12,0,0,0,0,0,0
keo,Latn,keo_Latn,Kakwa,',Po,APOSTROPHE,3,1,2014,3,0,0,0,0,0,0
keo,Latn,keo_Latn,Kakwa,V,Lu,LATIN CAPITAL LETTER V,2,1,2023,0,0,0,0,0,0,2
keo,Latn,keo_Latn,Kakwa,"""",Po,QUOTATION MARK,1,1,2014,1,0,0,0,0,0,0
keo,Latn,keo_Latn,Kakwa,J,Lu,LATIN CAPITAL LETTER J,1,1,2018,0,0,0,1,0,0,0
keo,Latn,keo_Latn,Kakwa,—,Pd,EM DASH,1,1,2014,1,0,0,0,0,0,0
keo,Latn,keo_Latn,Kakwa,/,Po,SOLIDUS,1,1,2023,0,0,0,0,0,0,1
keo,Latn,keo_Latn,Kakwa,-,Pd,HYPHEN-MINUS,1,1,2023,0,0,0,0,0,0,1
keo,Latn,keo_Latn,Kakwa,Q,Lu,LATIN CAPITAL LETTER Q,1,1,2023,0,0,0,0,0,0,1
keo,Latn,keo_Latn,Kakwa,ô,Ll,LATIN SMALL LETTER O WITH CIRCUMFLEX,1,1,2023,0,0,0,0,0,0,1
keo,Latn,keo_Latn,Kakwa,é,Ll,LATIN SMALL LETTER E WITH ACUTE,1,1,2023,0,0,0,0,0,0,1
