iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
ckt,Cyrl,ckt_Cyrl,Chukot, ,Zs,SPACE,112420,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",369,254,58549,1999,2476,7044,8570,642,21094,11423
ckt,Cyrl,ckt_Cyrl,Chukot,ы,Ll,CYRILLIC SMALL LETTER YERU,76012,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",363,230,40856,1777,2038,3507,8383,478,11325,7055
ckt,Cyrl,ckt_Cyrl,Chukot,н,Ll,CYRILLIC SMALL LETTER EN,70696,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",321,256,33870,1768,1741,4245,7962,546,11637,8350
ckt,Cyrl,ckt_Cyrl,Chukot,а,Ll,CYRILLIC SMALL LETTER A,51471,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",251,137,21108,1305,1405,3291,5714,418,9981,7861
ckt,Cyrl,ckt_Cyrl,Chukot,т,Ll,CYRILLIC SMALL LETTER TE,50993,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",259,168,24218,1237,1315,2994,5894,391,8894,5623
ckt,Cyrl,ckt_Cyrl,Chukot,э,Ll,CYRILLIC SMALL LETTER E,48907,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",247,127,27273,1073,1059,1947,5210,347,7149,4475
ckt,Cyrl,ckt_Cyrl,Chukot,и,Ll,CYRILLIC SMALL LETTER I,35993,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",133,132,15640,964,906,2358,3711,289,6936,4924
ckt,Cyrl,ckt_Cyrl,Chukot,к,Ll,CYRILLIC SMALL LETTER KA,33357,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",219,155,13652,733,851,2258,4798,306,6344,4041
ckt,Cyrl,ckt_Cyrl,Chukot,р,Ll,CYRILLIC SMALL LETTER ER,27782,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",111,92,12308,673,464,1680,3123,237,5184,3910
ckt,Cyrl,ckt_Cyrl,Chukot,в,Ll,CYRILLIC SMALL LETTER VE,26984,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",109,70,12107,614,719,1895,3018,217,4661,3574
